"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"sp|Q9NRX1|PNO1_HUMAN",5,7,6,6,6,6,0.112606765245981,0.261468540584501,26.5080962426486,27.0147093755125,26.9239510011966,27.2566333000625,27.0715374230332,27.0810535602867
"sp|Q9NRX4|PHP14_HUMAN",1,2,1,2,2,2,0.357964326736596,0.530727265738295,24.2783696024541,25.0729789424158,24.1256759946859,24.5157379335616,24.9181079709023,24.8994684061453
"sp|Q9NRY5|F1142_HUMAN",7,7,6,9,6,9,0.0303840652053626,0.105922227313139,25.9327803113058,25.4461794174382,25.6168809138466,26.7943989007663,26.0164161140557,26.2840251431862
"sp|Q9NS69|TOM22_HUMAN",5,5,4,5,5,4,0.5562259932024,0.69632281443293,28.1093917648544,27.9783764237967,27.5688815233963,28.244916765172,27.8255497258231,27.9564084047551
"sp|Q9NS86|LANC2_HUMAN",2,2,2,3,3,4,0.000175319864673096,0.00327337984820002,24.3284769973369,23.990390283599,24.3396933832814,25.5651338294217,25.3692078093663,25.623073459242
"sp|Q9NS87|KIF15_HUMAN",0,1,1,1,2,2,0.19230385250264,0.365054120002911,NA,22.9242896610592,22.696965241708,22.6022680054093,24.2228736360445,24.1487799301591
"sp|Q9NS91|RAD18_HUMAN",3,4,5,4,4,3,0.940019625999379,0.961514301622186,24.5276129012175,24.9047274480311,25.2758188487263,24.5897245852766,25.2034376891237,24.8552411695956
"sp|Q9NSD9|SYFB_HUMAN",16,16,17,18,13,17,0.288076298299388,0.462733439573978,29.3477762952375,29.2924538166551,29.3211329876025,29.548323849275,29.280073310765,29.586610116877
"sp|Q9NSE4|SYIM_HUMAN",7,8,7,8,6,8,0.489846434359499,0.643724895414839,26.9672129648187,27.4463291035381,27.3492892705288,27.2975154764199,27.2193494079102,27.6836309793623
"sp|Q9NSI2|SLX9_HUMAN",3,3,4,3,4,4,0.212357961216467,0.386556514414181,25.3205321066088,25.0153332277789,25.6693373879897,25.4317098854384,25.5952860170209,25.8955013128284
"sp|Q9NSI8|SAMN1_HUMAN;sp|O94885|SASH1_HUMAN",6,6,6,6,6,6,0.663439541547995,0.779968735028323,28.440939589512,28.4245989833671,27.4756299365361,28.2007080913702,27.9152109249148,27.8129539409962
"sp|Q9NSY1|BMP2K_HUMAN;sp|Q2M2I8|AAK1_HUMAN",6,5,7,5,7,8,0.293948293607365,0.469195391550377,25.8725245085375,25.5857425445482,25.9393417138362,25.616893181656,26.2928433498163,26.2847794234369
"sp|Q9NT62|ATG3_HUMAN",3,3,2,4,3,3,0.239526523444815,0.414341930647804,26.0589263321122,25.9899422648466,25.3161032664966,26.2418253422124,25.8028174600576,26.3477661614469
"sp|Q9NTJ3|SMC4_HUMAN",21,18,21,22,21,24,0.213988736936305,0.388768645965976,28.4040981757313,28.2953461834114,28.5088182210644,28.3582512357067,28.6784759618906,28.8834511658955
"sp|Q9NTK5|OLA1_HUMAN",13,13,14,13,14,14,0.126327804627075,0.28231561814278,30.1763325679711,30.0655790741167,30.0053819410659,30.2682296093756,30.2669640896508,30.2962668497942
"sp|Q9NTM9|CUTC_HUMAN",2,1,1,2,2,2,0.016949543901685,0.0673509580895452,24.1543221138636,23.4420637755442,22.8330082356014,24.6841608453495,24.6951108100439,24.4392705202917
"sp|Q9NTZ6|RBM12_HUMAN",11,13,12,12,12,13,0.086154865296769,0.219602678386623,27.8082918565927,28.1393758988381,28.0883817927537,28.4326692959417,28.2546855361045,28.2305166034985
"sp|Q9NU22|MDN1_HUMAN",19,24,24,21,23,23,0.844402933681499,0.902961527662252,27.5326280979851,27.8520839608875,27.770645191105,27.7659144331873,27.8351875711546,27.638577385846
"sp|Q9NUJ1|ABHDA_HUMAN",4,4,2,4,2,3,0.600188783580683,0.730291575754636,24.4922004206047,24.8087948578872,23.7453008139502,25.0380699214273,23.9857943338456,24.6541759328993
"sp|Q9NUL3|STAU2_HUMAN",5,4,5,5,5,4,0.266454152911444,0.441836655860387,25.7650539154662,25.0471920271206,26.1677224376907,26.1148161907536,26.2180066406392,25.7901030861941
"sp|Q9NUP9|LIN7C_HUMAN",2,2,1,2,2,1,0.151220934644661,0.314122382861876,23.8553482482014,22.7424590372406,23.1954087256072,24.0514401479803,23.9951302279819,23.4058851574518
"sp|Q9NUQ3|TXLNG_HUMAN",4,2,6,6,6,6,0.179358053690575,0.347264392180227,25.4940368585256,24.2606979422229,26.2355138463358,26.0563563737768,26.3356306876601,25.8951940108376
"sp|Q9NUQ8|ABCF3_HUMAN",5,3,4,4,6,5,0.487096449041436,0.641043331421267,25.5932516127709,25.4931189723122,25.908991330425,25.6283728450344,26.2748334925079,25.6098110002676
"sp|Q9NUQ9|CYRIB_HUMAN;sp|Q9H0Q0|CYRIA_HUMAN",7,6,8,6,7,8,0.101886948217615,0.243761411880163,27.9190859094863,27.9614804631501,27.8953723211976,28.1445555579834,28.0327067276839,28.3042452892145
"sp|Q9NUU7|DD19A_HUMAN;sp|Q9UMR2|DD19B_HUMAN;sp|Q9UHL0|DDX25_HUMAN",11,12,12,10,9,12,0.1209762961533,0.274352155134153,28.2793042085101,28.5427726492308,28.2524952306331,27.8061212198516,28.1122093859208,28.247038338927
"sp|Q9NUY8|TBC23_HUMAN",2,3,2,1,1,2,0.950889103545903,0.968684773352963,23.5240901655206,24.2672447094971,24.0351446294365,23.7000009115762,23.5783046469268,24.6142987236106
"sp|Q9NV06|DCA13_HUMAN",3,3,3,3,3,3,0.944832439036863,0.964162178509043,25.6885938510213,25.669982548136,25.7466589287273,25.9101697880271,25.3403959112102,25.8951061982448
"sp|Q9NV31|IMP3_HUMAN",4,5,3,3,3,5,0.746063332240178,0.840158059586522,25.9961073438078,25.5650129885345,24.7933215585441,25.0319469138817,24.625658275927,26.1895201189715
"sp|Q9NV56|MRGBP_HUMAN",3,2,2,3,3,2,0.148129893126709,0.310269289358586,24.801690271535,24.3471918692303,23.6138837301346,24.786944434538,24.9877273552396,24.5884101956737
"sp|Q9NV70|EXOC1_HUMAN",1,2,2,3,2,3,0.00751350868588694,0.0360551277882563,22.8448728743888,23.8757589444111,23.5815846646097,25.2335913616575,24.3306893640409,25.3093531435748
"sp|Q9NV88|INT9_HUMAN",2,1,2,2,2,1,0.291029813895608,0.465972591007333,23.6318771763168,23.8547520085262,23.7375155358131,23.234801956893,23.8707666902271,23.4465990448144
"sp|Q9NVA1|UQCC1_HUMAN",1,1,1,2,1,2,0.0956739825785722,0.233651380156751,22.2979079856587,22.0622151785623,22.3410298096818,23.5736227624631,22.1954221351532,23.0610334864244
"sp|Q9NVA2|SEP11_HUMAN;sp|Q9P0V9|SEP10_HUMAN",10,11,10,10,11,10,0.667640955964204,0.783460623747813,27.6684679627168,27.5449981968186,27.6847477179364,27.351486803396,28.012423873415,27.7975919951765
"sp|Q9NVE7|PANK4_HUMAN",3,5,3,4,4,4,0.139575591167995,0.299576470740685,24.3516703404606,25.0778355581073,24.3445420159802,24.6989584796662,26.1453089490134,25.1059455484167
"sp|Q9NVG8|TBC13_HUMAN",2,2,1,2,1,0,0.39472586315158,0.561691795187035,23.4469088884689,23.8643978042648,22.9202341980526,23.9578566217626,23.4900482672453,NA
"sp|Q9NVH1|DJC11_HUMAN",7,7,7,6,6,6,0.229571191125773,0.402484532986513,26.6697867809544,26.4000798216297,26.5346614209231,26.8009865608011,26.6173201586458,26.6998085439902
"sp|Q9NVH2|INT7_HUMAN",2,0,2,1,1,1,0.336669978484411,0.510770638949821,23.0961257502145,NA,24.0015904092977,22.1488192323904,23.9174142777137,22.6033326549727
"sp|Q9NVI1|FANCI_HUMAN",13,13,16,15,13,14,0.134065945960072,0.292190035623543,26.5623090444328,26.6810800784284,27.1981845958793,27.1109486819052,27.2801770831111,27.0836565725271
"sp|Q9NVI7|ATD3A_HUMAN",12,12,10,12,12,10,0.327381555043144,0.502044716159728,27.6272275119304,27.570004823072,27.4552716887062,27.8240202772141,27.5680224463871,27.6629571490388
"sp|Q9NVJ2|ARL8B_HUMAN",1,1,0,1,1,1,0.638878412523122,0.760192959646949,22.7597120958038,22.3231122966328,NA,23.0753593494155,22.6093234979921,22.3589549415547
"sp|Q9NVM6|DJC17_HUMAN",2,1,3,2,3,3,0.126212920591314,0.28231561814278,24.2181818751028,23.1367981075655,24.312817970309,24.4111888307683,24.4896175477196,24.5409886189338
"sp|Q9NVM9|INT13_HUMAN",2,2,3,2,3,3,0.233995181762207,0.407866601543846,23.8300037622418,24.1378769597683,24.3585961914699,23.7637900754353,24.9669393252528,25.2206521328144
"sp|Q9NVN8|GNL3L_HUMAN",2,2,1,3,2,0,0.536860344659795,0.679421579040043,25.1359317863748,24.9052819194622,24.5820677691385,25.3539431851517,23.6846120732994,NA
"sp|Q9NVP1|DDX18_HUMAN",13,13,14,13,13,13,0.0462572981900786,0.144032028409907,28.3909084167828,28.4102305673862,28.5822549286627,28.8411095068856,28.7928292582117,28.6650186024508
"sp|Q9NVS2|RT18A_HUMAN",2,2,1,2,1,1,0.972180441068463,0.981302777646853,23.0286525894797,24.1618076768584,23.1479051313541,23.6718999953391,23.2409853511506,23.3891476491758
"sp|Q9NVS9|PNPO_HUMAN",3,2,2,2,3,2,0.614000139996911,0.741113069716855,26.7599367469163,25.0011382579551,25.0538295170035,24.4334068701095,26.5268621152171,24.675857063861
"sp|Q9NVT9|ARMC1_HUMAN",3,2,3,2,2,3,0.253588477198726,0.428624294793806,25.0601664544311,25.0539589522005,25.0619914448265,24.8039269630975,25.5282258368934,26.0472146661599
"sp|Q9NVU0|RPC5_HUMAN",3,2,2,3,2,3,0.264630712386488,0.439930059294848,24.4771438927373,23.9789973707859,24.3772545267083,24.4731883147419,24.3260326560983,24.7400874036327
"sp|Q9NVV4|PAPD1_HUMAN",3,2,2,4,3,3,0.0871268167619345,0.220649640207635,25.3826370600541,24.1012197282157,24.3029462609661,25.5568315940076,25.2360721897709,25.2058959479253
"sp|Q9NVX2|NLE1_HUMAN",6,7,8,7,7,7,0.261961874994426,0.437054561013595,26.5618300702364,26.742764870923,26.8861101823476,27.1955543442276,26.8300932037746,26.7869830288571
"sp|Q9NVZ3|NECP2_HUMAN",5,6,5,6,6,6,0.0342110232193994,0.115866119119375,26.6344241914685,26.7958455041173,26.3846120444269,27.4095217221409,26.9136732623609,27.0452969639862
"sp|Q9NW13|RBM28_HUMAN",7,6,6,6,7,6,0.0317050218638863,0.109597007483579,26.1816258993492,26.0035446321554,25.7758595723943,26.3590181387405,26.4626037633809,26.3509548994309
"sp|Q9NW64|RBM22_HUMAN",3,3,2,3,3,3,0.456981765319343,0.615760100123111,25.7199323177052,25.7207709512088,25.0106626343899,25.0410249246428,25.9542743687305,26.4192283451017
"sp|Q9NW82|WDR70_HUMAN",1,1,1,2,1,1,0.00238433111993345,0.0146763051769201,22.5900347846359,23.11450196208,23.2909394281048,24.1730982146468,23.9660107176492,24.0647701695909
"sp|Q9NWH9|SLTM_HUMAN",6,7,9,7,7,7,0.902447683263846,0.937716287248886,26.626137797451,27.2506970883462,27.0455861217057,27.0457596703281,26.9907742307985,26.9566713871363
"sp|Q9NWK9|BCD1_HUMAN",1,1,1,0,2,1,0.15739436630935,0.32147728163908,23.1905679426227,23.5188130547658,22.9662900476326,NA,23.6690997519865,23.49178095576
"sp|Q9NWS0|PIHD1_HUMAN",1,2,1,0,1,1,NA,NA,NA,24.4541320587008,NA,NA,NA,NA
"sp|Q9NWU1|OXSM_HUMAN",1,2,4,3,2,3,0.199866291779682,0.373601947149608,22.7780069097532,24.4376899809531,25.1060916738527,25.4532165243028,24.3539867176693,25.350762813281
"sp|Q9NWU2|GID8_HUMAN",3,2,3,3,2,4,0.627734420928073,0.751684101180237,25.278208748954,24.9654263469601,25.9187203120056,25.7436815759948,24.8597543311576,26.1936493855447
"sp|Q9NWV4|CZIB_HUMAN",4,4,4,4,4,3,0.0336449212927861,0.114291544662262,27.3256195394209,27.4022559914834,27.1893336782971,27.9029587214136,27.5974696585952,27.5940336882891
"sp|Q9NWV8|BABA1_HUMAN",2,2,1,2,2,1,0.0290152346743629,0.102414711139665,23.3563560299123,23.1351783150591,23.2722608081082,23.6242442211017,24.1411328106885,23.6040204817011
"sp|Q9NWX6|THG1_HUMAN",3,3,3,3,2,2,0.491880586287501,0.645834492544879,25.0040319150199,24.9087622973659,25.0124917591228,24.9965007429707,25.1436445067868,25.0286426066653
"sp|Q9NWY4|HPF1_HUMAN",2,2,2,1,2,2,0.982151004925468,0.98893653671791,24.1521293678402,24.4754651077483,24.545972834464,23.9705146089331,24.614112980502,24.5732329868543
"sp|Q9NWZ8|GEMI8_HUMAN",1,1,1,2,1,2,0.0426078406527471,0.13543653172278,23.3309760312833,22.6379233290873,22.8422656495579,23.3647405206208,23.4224404423748,23.7608613286259
"sp|Q9NX02|NALP2_HUMAN",2,3,3,4,2,2,0.939113713612064,0.961458363494064,23.8147801987751,24.1906861689637,24.3777554721547,24.7819146965874,23.2935673134934,24.2122536213233
"sp|Q9NX14|NDUBB_HUMAN",1,0,2,1,2,1,0.155989198411465,0.319473798015865,21.9159075146426,NA,24.8845443756103,24.9146138996287,25.15961663578,24.6579587959342
"sp|Q9NX24|NHP2_HUMAN",4,4,4,3,4,4,0.0312450481229829,0.108505094096569,27.6166112566953,27.3733486954126,27.5094215602197,27.8535279720564,27.7571889830549,27.9553559955894
"sp|Q9NX40|OCAD1_HUMAN",4,5,4,4,4,3,0.779489240001832,0.86236723517559,26.7315660074417,27.2526436777352,27.2210856183368,26.6947350630736,27.4234893730423,26.8656081006088
"sp|Q9NX46|ADPRS_HUMAN",1,2,1,1,0,1,0.767711566632891,0.854874834697925,23.5713302391023,24.0890696223707,23.1006733789601,23.6614870027536,NA,23.7110508031433
"sp|Q9NX55|HYPK_HUMAN",3,3,3,4,3,3,0.0685187566952899,0.188416155051321,27.5303506241234,26.8869912126819,27.5776897690749,27.8760833567886,27.699928345222,27.8685740191945
"sp|Q9NX58|LYAR_HUMAN",7,7,8,7,7,7,0.136821914048892,0.295912593428863,27.423863937704,27.3840438247598,27.5304123160332,27.449812244123,27.7944285373687,27.9006935877768
"sp|Q9NX63|MIC19_HUMAN",5,5,6,5,5,6,0.48508395662381,0.638953153360459,28.1012313186375,28.2561021217072,28.1976724081077,28.0093698340225,28.401000439718,28.5182703241117
"sp|Q9NX70|MED29_HUMAN",2,1,2,2,2,1,0.944083311699247,0.964162178509043,23.3869325215427,22.7529708126423,23.7297752237512,23.105863731359,23.7277398249647,23.1043664760385
"sp|Q9NXF1|TEX10_HUMAN",3,4,4,3,4,4,0.16560467621027,0.331502847637571,23.4608659681047,24.7295640696668,24.8722329046352,24.5287037289965,25.4013534953505,25.2618585101205
"sp|Q9NXF7|DCA16_HUMAN",1,2,2,1,1,1,0.641723451028768,0.761772609497628,23.7258124948823,24.8257144580331,24.3743567644407,24.6371071365609,24.2592936944287,24.4684228882088
"sp|Q9NXG2|THUM1_HUMAN",8,8,7,6,6,7,0.345779252904916,0.517980989596954,27.9830900887997,27.5346681373639,27.4992262434408,27.9615941094531,27.7267502960509,27.8627483353222
"sp|Q9NXH9|TRM1_HUMAN",7,7,7,9,7,8,0.0378466153852787,0.124629014803709,26.1359317863748,26.3717017422153,26.1622565473398,26.628437261128,26.5329190641474,26.4950002550853
"sp|Q9NXR1|NDE1_HUMAN;sp|Q9GZM8|NDEL1_HUMAN",2,1,2,2,2,3,0.046551577313502,0.144626953523753,23.3132656051471,22.7685004732429,22.0775066666697,23.3288323838183,23.5334589395319,24.2267708122593
"sp|Q9NXU5|ARL15_HUMAN",2,2,2,2,2,3,0.122345564899877,0.275950674399989,24.0845636791892,23.989269975743,23.7490917138202,24.2691853188382,24.0152196014091,24.8020948509005
"sp|Q9NXV2|KCTD5_HUMAN",2,2,2,2,2,2,0.478637324491376,0.633787560317938,24.4951791212407,24.2278276030247,24.3711736701021,23.990198351949,24.3342920005147,24.4060084173127
"sp|Q9NXV6|CARF_HUMAN",6,5,7,6,6,6,0.241909475502854,0.416360765836911,25.0027669051229,24.6573890534085,25.6014272977099,25.3586492995583,25.2602198752916,25.7250494678907
"sp|Q9NY12|GAR1_HUMAN",4,4,4,3,3,3,0.702421740794068,0.808133798041151,28.1816366493243,27.6735439840106,28.0863825688428,28.0206411869541,27.4866348784696,28.1504730183928
"sp|Q9NY27|PP4R2_HUMAN",6,6,5,5,4,5,0.856003073853761,0.910195784342502,26.0838966326911,26.0906375231406,25.2942748676767,26.3209022465282,25.4148383222554,25.5408202404348
"sp|Q9NY33|DPP3_HUMAN",8,6,11,9,9,8,0.273119192645835,0.448058283360161,27.5934455581522,27.32221390427,27.8805242216734,27.9197682941665,27.6556602758166,27.8780464059558
"sp|Q9NY61|AATF_HUMAN",7,6,6,6,7,4,0.78090590102745,0.862830846754922,26.8500821927879,26.6008337373021,26.6346878509306,26.9216750991833,26.6164984847195,26.3948415842637
"sp|Q9NY93|DDX56_HUMAN",5,6,6,5,7,8,0.276797199976206,0.451306297182425,26.3342523589834,26.4840009242995,26.3317291615951,26.2176020598168,26.717476707205,27.0145044380823
"sp|Q9NYB0|TE2IP_HUMAN",6,6,7,7,6,7,0.863895628524751,0.913856345042103,25.8591978421343,25.9593175373775,26.5075789969945,26.0546076377827,25.9570811187451,26.4383518316493
"sp|Q9NYF8|BCLF1_HUMAN",9,10,10,9,10,10,0.167448885199707,0.333486265472156,28.5453827699177,28.6012921092199,28.7890961467886,28.6330516254228,29.1318645807897,28.9755331464205
"sp|Q9NYH9|UTP6_HUMAN",4,6,6,5,6,5,0.706053832792207,0.81066104613855,25.3869698173493,26.0608542677579,26.0722239181475,25.6446109622182,26.1810045540015,25.9922234625364
"sp|Q9NYJ1|COA4_HUMAN",3,3,3,3,3,3,0.312672227862514,0.487457945301187,26.6064609438426,26.5203909157285,26.6492840550201,26.6912240676136,26.6880106497612,26.7508029461083
"sp|Q9NYK5|RM39_HUMAN",3,3,3,4,4,3,0.179603380798026,0.347366470224949,25.4452979984627,25.4525070969662,24.9774456933954,26.2747108389398,25.3974555566005,25.5005230098842
"sp|Q9NYL2|M3K20_HUMAN",1,1,1,1,2,3,0.271186478204833,0.445858991459038,22.1539188987111,22.1946315780583,22.5527715797895,21.5421012361859,23.90336211633,23.9049299393447
"sp|Q9NYL9|TMOD3_HUMAN",5,4,5,4,3,6,0.166738858650998,0.332740220480569,27.4690455047793,27.2083978781036,26.9753325272197,26.7026801823585,26.667989852352,27.2418686187241
"sp|Q9NYP9|MS18A_HUMAN",2,3,2,3,2,3,0.377339480957845,0.546591784215307,24.5211706225915,26.0125237657111,24.5709152295015,26.189651069983,24.8026440904677,25.6529820141142
"sp|Q9NYU2|UGGG1_HUMAN",6,7,4,5,6,5,0.502026425829017,0.653687150377612,25.182485644341,26.0111261794916,25.2741156720705,25.6951810251643,25.6999904019598,25.5922609281304
"sp|Q9NYV4|CDK12_HUMAN;sp|Q96Q40|CDK15_HUMAN;sp|O94921|CDK14_HUMAN;sp|Q07002|CDK18_HUMAN;sp|Q00536|CDK16_HUMAN;sp|Q00537|CDK17_HUMAN;sp|P32581|IME2_YEAST;sp|P23293|BUR1_YEAST;sp|Q14004|CDK13_HUMAN",3,5,4,4,3,5,0.11537396288596,0.265358443009614,24.9058850842428,24.7704408487031,24.8004385938204,25.2601921459608,24.8269426865911,25.3160262877607
"sp|Q9NYY8|FAKD2_HUMAN",3,2,2,3,3,3,0.146647187627291,0.308450648836175,24.9560192288722,25.1453393660026,24.5808113607166,25.4495023654071,24.9977072367782,25.2529778364366
"sp|Q9NZ01|TECR_HUMAN",1,2,1,0,0,1,NA,NA,22.0438144623072,25.5927670501554,25.5837814848717,NA,NA,NA
"sp|Q9NZ45|CISD1_HUMAN",3,3,2,3,3,2,0.13925125010553,0.299576470740685,26.8370371077761,27.2018036083535,26.6841290544784,27.0589635610215,27.3499584953438,27.2243264536239
"sp|Q9NZ63|TLS1_HUMAN",7,6,6,6,5,5,0.558461372167345,0.697991885169092,27.7129573859563,27.333072672464,27.5941889029956,27.7644496936931,27.5889497812305,27.5606513644644
"sp|Q9NZB2|F120A_HUMAN",5,5,6,6,6,5,0.157770366751293,0.321808811278709,24.9809420266801,25.0679998041891,25.288869351848,25.3521110427008,25.4925582381248,25.1974108394956
"sp|Q9NZD4|AHSP_HUMAN",1,1,2,1,1,2,0.505452078374169,0.656042138957379,24.0864940752119,23.6960809657657,24.1656771693,24.1850599076033,23.9183746871851,24.2194252767256
"sp|Q9NZD8|SPG21_HUMAN",2,0,2,1,0,0,0.210968814834313,0.384947878434329,23.9086934025012,NA,24.1957244345261,23.6252774852754,NA,NA
"sp|Q9NZI7|UBIP1_HUMAN",1,1,1,1,1,2,0.776863928813299,0.860808709971519,23.1537084808429,23.105982355215,22.8507425116232,22.4249315845981,23.1992906125826,23.2572200539839
"sp|Q9NZI8|IF2B1_HUMAN",18,19,20,19,20,19,0.115236309073921,0.265358443009614,30.5853220142616,30.605136694532,30.6495577688251,30.7829061326749,30.8679386193888,30.7717142269172
"sp|Q9NZL4|HPBP1_HUMAN",7,9,8,7,7,7,0.279599493847089,0.454726606623884,26.8627422193083,27.0557795229573,27.1597828424785,27.0949546302707,27.1708092598856,27.285399314129
"sp|Q9NZL9|MAT2B_HUMAN",5,4,4,5,6,5,0.153947283274947,0.316871902431074,27.2089500421459,26.8469391902941,26.8404011443068,27.1208270464164,27.3875295313498,27.1668409589631
"sp|Q9NZM5|NOP53_HUMAN",2,2,2,1,2,2,0.91867951997977,0.947191709554678,24.7001067806898,24.7221203153361,22.3133185160512,23.3180574605423,24.0018913754412,24.18916205016
"sp|Q9NZN4|EHD2_HUMAN",3,1,3,3,3,2,0.513652670521485,0.663431322303051,23.9779739244655,21.9005382692282,23.7802449234138,23.1991628152117,24.1879017372348,23.5439040614823
"sp|Q9NZN8|CNOT2_HUMAN",2,3,3,2,2,2,0.247428453444022,0.422570451895244,25.0571696184746,25.3036619726004,25.3470170857246,25.2176234687582,24.9757314140469,24.9617533009498
"sp|Q9NZT2|OGFR_HUMAN",8,8,7,7,6,8,0.409991911013327,0.572771630784851,26.2203393566007,25.9138884501698,26.0721207481366,25.9313151062721,25.8915917960129,26.0377994393379
"sp|Q9NZZ3|CHMP5_HUMAN",2,2,2,2,2,2,0.0612116596724898,0.175034353417917,25.0530387780264,24.6916797063485,24.4902844600621,25.2187362961508,25.0591814027667,25.1699109298634
"sp|Q9P000|COMD9_HUMAN",1,1,2,1,1,2,0.49106394233459,0.645137217641081,22.5916149687953,23.8128112132156,23.8219087087499,22.2170581661589,22.8279765874998,23.9607886942789
"sp|Q9P013|CWC15_HUMAN",1,1,2,1,2,2,0.16199076794004,0.327201055456401,NA,NA,21.8165156338192,24.4359854142113,22.2566803448218,24.7179181858335
"sp|Q9P015|RM15_HUMAN",2,3,2,3,3,3,0.0832371918879331,0.214282411937141,24.314270059814,25.0293172212708,25.0843294194135,24.9921520357002,25.6015779371094,25.6486132021151
"sp|Q9P016|THYN1_HUMAN",2,2,2,3,1,3,0.622040237538826,0.746646597555903,25.4952483202258,25.2850966253391,25.1506109901787,26.2974344523102,24.2162938824943,26.3534496948291
"sp|Q9P0J0|NDUAD_HUMAN",2,2,3,3,3,4,0.014734462366432,0.0604634886208354,25.5108027633894,25.6000266488427,25.6309572434936,26.124142931069,25.8606706189248,26.0219427414011
"sp|Q9P0J7|KCMF1_HUMAN",2,2,1,2,1,1,0.974318129502029,0.983021283852203,24.6287895790167,24.0030266752176,23.5853485966771,24.3740983419864,24.0547722290867,23.7570976483352
"sp|Q9P0L0|VAPA_HUMAN;sp|O95292|VAPB_HUMAN",6,6,6,6,5,6,0.0294039924270575,0.103463580829786,27.7857673793062,27.3425349256823,27.8062290423235,28.1805858869865,28.0734547852769,28.0907667722685
"sp|Q9P0U4|CXXC1_HUMAN",2,2,2,2,2,1,0.523722934245031,0.671978886137704,23.5648828703525,23.5576249745833,22.8619256308893,23.3738063466748,23.3085244382804,22.742822556537
"sp|Q9P0W2|HM20B_HUMAN",1,1,2,1,0,2,0.594358134155954,0.725367382527445,22.9190059545623,23.8190460785538,23.7718843878818,20.6917389321219,NA,24.8626697519636
"sp|Q9P1V8|SAM15_HUMAN",1,1,1,1,2,1,0.0282380631542101,0.100614802311294,24.4661005623753,24.3625015832353,24.639500054744,23.9839690023073,24.2406441069787,23.7091540305089
"sp|Q9P258|RCC2_HUMAN",14,14,13,14,14,14,0.100837589611612,0.242590111749341,30.6476449197893,30.6350674799118,30.5438664386163,30.8018614571095,30.8065831033625,30.8285707874998
"sp|Q9P265|DIP2B_HUMAN",0,1,0,0,0,1,NA,NA,NA,22.1868341909569,NA,NA,NA,NA
"sp|Q9P270|SLAI2_HUMAN",2,1,2,2,2,2,0.830643239157719,0.894386595451519,24.321234888976,23.7072074381972,24.0291338333742,23.7658997931511,24.3612249912246,23.7673043033563
"sp|Q9P287|BCCIP_HUMAN",8,8,8,8,6,9,0.169799364132615,0.337137997428698,27.9526088238396,28.2203035456858,28.132585261075,28.6185317876059,28.0975037232427,28.4075867531385
"sp|Q9P289|STK26_HUMAN",6,6,5,6,6,8,0.106405860469304,0.2509090175367,25.8298391493246,25.9544271057873,24.8891976669872,25.6040117447714,26.7126252433066,27.0430200920729
"sp|Q9P2E9|RRBP1_HUMAN",3,2,2,4,2,3,0.915752213431922,0.945779784834112,24.5107343064845,23.3991803156909,24.4149476143484,24.7579723934088,23.6160216993272,24.0890021013255
"sp|Q9P2I0|CPSF2_HUMAN",3,4,4,3,4,3,0.885690551322497,0.926928401870521,25.7161670746652,24.5178810477443,25.283205844738,25.3457781075453,24.8534634593317,25.1689307024365
"sp|Q9P2J5|SYLC_HUMAN",23,23,25,26,28,26,0.0134013671285072,0.0563755835070723,29.412893513655,29.3231034044004,29.4990343914437,29.7575454276983,29.8156859901365,29.8264858118704
"sp|Q9P2K6|KLH42_HUMAN",1,1,0,0,0,1,NA,NA,22.4106508607236,NA,NA,NA,NA,NA
"sp|Q9P2N5|RBM27_HUMAN",6,7,7,7,7,6,0.805107521530807,0.877981120510786,25.7710963561625,27.0608542677579,26.0799578199027,26.0511037938252,26.6103704932818,26.5362947298788
"sp|Q9P2R3|ANFY1_HUMAN",1,2,3,3,2,3,0.32604180722617,0.501380832215057,23.0136195742092,23.8882338614096,24.3155513945005,24.3115247807232,23.7533219061517,24.3450204485998
"sp|Q9P2R7|SUCB1_HUMAN",4,3,3,3,2,3,0.183970767969468,0.353619800983666,27.9218558023631,25.569517660307,25.9777578120511,25.7348232476061,25.1924963113121,25.6942931762487
"sp|Q9P305|IGO2_YEAST",0,1,1,0,0,0,NA,NA,NA,23.3087902008389,22.0861152285563,NA,NA,NA
"sp|Q9UBB4|ATX10_HUMAN",10,10,8,8,8,9,0.233525984293844,0.407503690815686,26.9097061754743,27.2179143179122,27.1057053269165,27.0656394052166,27.3376463638348,27.465025355697
"sp|Q9UBB6|NCDN_HUMAN",3,5,5,3,5,5,0.561792186039888,0.700960258638005,25.13832652233,25.5509584449938,25.5395946534534,25.2455258561801,25.6297360382572,25.7087543919909
"sp|Q9UBB9|TFP11_HUMAN",3,3,3,3,4,4,0.00896406177565868,0.0415380831819753,25.2349791556256,25.1451381860398,25.2490236420569,25.6539441009166,25.6379543239668,26.0032847614112
"sp|Q9UBC2|EP15R_HUMAN",3,8,3,8,4,5,0.329790594717044,0.504228056491237,24.4203333159587,26.257490936285,24.8167044859821,26.3319210741861,25.7056264204919,25.2038413815071
