"","protein_group","number_of_peptides_Cu.complex_1","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","abundance_Cu.complex_1","abundance_DMSO_1","abundance_Mn.complex_1","abundance_Cu.complex_2","abundance_DMSO_2","abundance_Mn.complex_2","abundance_Cu.complex_3","abundance_DMSO_3","abundance_Mn.complex_3","abundance_Cu.complex_4","abundance_DMSO_4","abundance_Mn.complex_4","abundance_Cu.complex_5","abundance_DMSO_5","abundance_Mn.complex_5","abundance_Cu.complex_6","abundance_DMSO_6","abundance_Mn.complex_6","log_ratios_DMSO..vs.Cu.complex.","log_ratios_Mn.complex..vs.Cu.complex.","log_ratios_Mn.complex..vs.DMSO.","differential_abundance_qvalue_DMSO..vs.Cu.complex.","differential_abundance_qvalue_Mn.complex..vs.Cu.complex.","differential_abundance_qvalue_Mn.complex..vs.DMSO."
"553","sp|Q9Y3F4|STRAP_HUMAN",1,NA,1,NA,NA,NA,6,5,4,4,4,4,3,1,1,3,4,1,18.9488947528354,21.4681027022088,19.4312140861077,17.9014560011294,20.8592100169654,19.5576637545626,19.4178517321735,20.6571252060915,19.3523550493127,17.9860401116666,21.067621947813,20.6674130424828,17.130157466256,20.6054734140997,20.0441827982844,16.9405387712365,20.9593215547199,19.6257220044579,2.88198600110015,1.72560198331845,-1.1563840177817,4.89370588415073e-07,0.000804710148423221,0.0105493246047577
"554","sp|P15311|EZRI_HUMAN",1,NA,NA,1,NA,2,5,8,6,4,5,5,4,3,3,5,5,2,19.7382953618768,22.1354149563131,20.6208473754144,17.8974904449839,21.8932010648996,20.8126504179123,17.7125454719552,21.7481389916171,20.7757836680951,18.7820260888103,21.533187838945,21.593823183589,18.3230588956955,21.7125282598688,20.9212816332894,18.9831327855543,22.2350313782264,20.5774096955143,3.30349224016567,2.31087448748975,-0.992617752675916,6.63802453422215e-09,6.55003652048461e-06,0.00780901484819241
"555","sp|P01009|A1AT_HUMAN",1,4,2,3,5,4,6,5,5,6,4,5,NA,1,1,1,2,1,20.6859181173937,21.5738056086713,20.138429618813,22.0249938668009,20.9837483680524,20.0302985439848,20.7488331589636,21.6292257544563,20.1784888819909,21.5932324438738,21.5966338314325,21.6762711122379,21.7792484488885,21.0335149187412,20.5679908793898,20.9701057150287,21.1667291606134,19.9176904778687,0.0302209818363165,-0.882193706110684,-0.912414687947,0.116785922202171,0.0282081240510021,0.0152436209111353
"556","sp|Q13435|SF3B2_HUMAN",1,NA,NA,1,NA,1,7,5,4,6,5,7,2,1,3,3,2,3,18.5256869978814,21.4875532743173,20.2678522428708,19.8658967251107,21.0189499384365,19.7895700684849,18.2228001846917,20.7069257431254,20.5680280027037,19.9557639472559,21.27022958666,20.9882905481547,17.9318147875021,21.0580533435046,20.0653471024151,19.5264522055946,21.6309087569074,20.5180179625963,2.19070096581913,1.36144851319818,-0.82925245262095,4.7583077337956e-06,0.00304217500103303,0.0374625531553008
"557","sp|P06737|PYGL_HUMAN",1,NA,NA,NA,NA,NA,6,7,4,7,5,5,3,2,3,3,3,3,19.9593815228826,21.918844225249,20.9594724433067,19.2154624946826,21.2594720341813,20.6953323818478,19.5701953869169,20.935094172038,20.6687762677983,20.0899716797183,21.1463612438348,21.6337870322531,19.4935139357189,20.905214740928,20.8560732651539,18.2972868587063,21.8551159813702,20.9318304812602,1.89904841982928,1.5199099988324,-0.379138420996883,4.72511328353247e-06,0.000362624944854762,0.241631876992194
"558","sp|P25786|PSA1_HUMAN",NA,NA,2,1,1,2,8,6,7,7,7,5,2,3,3,5,2,2,18.7839075706063,22.453337333278,21.2197979181409,17.6277943349005,21.9441506507114,20.778726769839,19.626524622493,21.8818475356589,21.1388211220069,19.1815412790941,21.8720414958135,21.785611706925,19.4444808677483,21.7187379227909,20.727944544913,19.8488946212313,21.9736452591538,21.1528146232677,2.88843615022217,2.04842889816983,-0.840007252052333,5.88764989495833e-08,2.86820044918641e-05,0.0224016157949203
"559","sp|P61586|RHOA_HUMAN",1,1,3,1,1,2,3,5,4,3,5,5,2,3,3,3,4,3,18.5354713915587,20.4331175207346,20.2292072547488,19.4507848621025,21.0295677963739,19.2886042078465,20.2823042657055,20.9838094234809,19.4164808396919,18.7256949318187,20.2812390001331,20.5540014981751,18.9162319354256,20.9630587798908,19.7331945249659,19.4448465585555,21.4025876837865,20.6173111884237,1.62300770987222,0.747244261447567,-0.875763448424651,6.23198874108691e-05,0.064106938006453,0.0220648647670571
"560","sp|Q13185|CBX3_HUMAN",4,NA,4,NA,1,2,8,8,7,7,6,8,4,3,3,3,2,1,20.0380555899525,22.2573715840581,19.5958807337763,15.0445725666928,21.7732073346132,19.736546247779,20.4739873498937,21.638160232047,19.913960945257,15.9975524142199,21.7818213286556,20.6572499667007,17.734671388089,21.9879980228116,19.7020756333112,19.0033821919014,22.2468645225949,19.9487778593564,3.89886692067185,1.87704498090522,-2.02182193976663,1.66968636494276e-05,0.0313694004878558,0.00410682333133678
"561","sp|P26440|IVD_HUMAN",NA,1,NA,NA,1,NA,5,5,2,5,4,3,1,NA,NA,1,NA,NA,17.4416046799612,20.9703919790433,17.3775836133866,18.4791721461287,20.5822685732856,18.2121167861623,17.2699469312348,20.1973638381575,17.5482530519653,18.1489153418145,20.5197950792164,19.3563105162755,18.4360199060972,20.3329168254588,17.7547850936888,18.1227349424245,20.2632439801349,17.5610069246518,2.4945977212726,-0.014722993588433,-2.50932071486103,4.40319175763549e-07,0.806439828827889,2.61909120206688e-06
"562","sp|P84085|ARF5_HUMAN",5,3,4,3,3,4,7,7,6,6,6,7,6,6,6,5,6,6,21.9535535956785,23.0057860887403,22.114603069107,20.3161678443121,22.7530064423139,22.0600292631011,21.6992183890899,22.8986238046143,21.884522789746,20.5488808019049,22.822694229255,22.8070194677538,20.20398060638,22.610640659208,21.9767608465472,20.8175180090722,23.0276116060386,21.8199773176904,1.92984059728875,1.18726558458465,-0.742575012704099,3.12842941016152e-06,0.00241565999139091,0.0148967303456839
"563","sp|Q9Y6M1|IF2B2_HUMAN",4,NA,4,1,1,2,6,5,3,5,4,5,2,3,2,2,2,2,20.7443787116506,21.628081036022,19.8304875397067,NA,20.9236659691181,20.0654483486015,20.5636001168873,20.7828353867205,19.5497921869776,16.6220512473215,21.2028182306664,20.7313126081669,17.0489022148391,21.0111647963718,20.1138793347779,19.4116215427297,21.4435723961715,19.5150856121242,2.28724553582608,1.08955683837349,-1.19768869745258,0.000957848962922874,0.147821948508446,0.0208140808423162
"564","sp|O96008|TOM40_HUMAN",5,1,5,1,1,2,NA,NA,NA,NA,5,2,NA,1,NA,2,1,NA,21.2945246983132,20.3869348581035,16.4868312514491,19.5142748552795,20.0857745623641,21.6782661464401,20.6721415089569,20.6619226748558,21.3006368784147,22.2824765017134,20.3864020762419,20.480491435937,22.1209657109572,21.1515932349713,21.7962151140909,21.9584450098251,21.3508646092059,21.5268099954558,-0.6365560448838,-0.76226291054295,-0.12570686565915,0.0511767186736053,0.403075511301001,0.814684124817431
"565","sp|P45880|VDAC2_HUMAN",6,6,6,5,5,5,NA,1,6,4,5,5,6,5,4,5,5,5,23.9173358371016,18.5092851172905,21.4120168606529,22.2564452587583,19.1140056588448,22.0668084017517,23.7428447612138,22.3168453886715,20.7656299851881,22.2627026418205,20.4154606865096,23.0744372910795,22.2851288552055,22.9549759910574,21.9826412241904,22.5412392694059,22.7276371550988,21.3454602039763,-1.82791443767217,-1.05978377611112,0.768130661561051,0.00942771354405133,0.0263467665090971,0.272740864577599
"566","sp|P52907|CAZA1_HUMAN",5,4,2,5,4,4,8,6,8,6,8,6,6,6,7,6,6,6,20.8779774573572,22.682578886505,21.9270028869679,20.5507395061419,22.3879747028391,21.8435439651396,20.5797077008792,22.4453053858644,21.7671808341923,20.6109888721739,22.4928740520545,22.5910643644488,20.3658773339006,22.2708376725604,22.1198938438276,20.7229137186067,22.5363398336533,21.8740482618948,1.85128432406953,1.40242159456858,-0.44886272950095,2.87533909943821e-08,9.30565509464951e-06,0.0206381318327673
"567","sp|Q9UBT2|SAE2_HUMAN",1,NA,2,NA,NA,NA,4,3,3,3,3,3,1,2,1,2,2,3,19.0824336490086,20.8565423607817,19.4816154179875,17.4736379790261,20.7129481090148,19.3786322283226,19.1499691005387,20.5682848234668,19.2400717147574,17.3840042603259,20.4043237994525,20.0579208539959,17.3450254808732,20.137973929045,19.4632579382872,17.2220110922873,20.9763071456467,19.6071889670734,2.66654976755795,1.5952675930607,-1.07128217449725,3.63726479699082e-07,0.000641143863927768,0.00897604227399449
"568","sp|Q7Z4H8|PLGT3_HUMAN",1,4,1,2,2,1,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,18.0121992748251,17.4418776960716,18.1655618344437,19.6311292986149,17.3476781119809,17.966452728766,17.6065963525013,16.8148182563828,17.5003791398245,19.1139049157861,17.8218261641434,16.3267967152572,18.6848670438092,15.0582268520622,18.7960388164325,18.1592221691143,16.9057725669595,17.5494166387338,-1.63628656784175,-0.817212196865534,0.819074370976216,0.00165090184724316,0.159433751372666,0.11350022630575
"569","sp|P25787|PSA2_HUMAN",3,2,2,2,2,2,5,4,4,5,4,4,4,3,3,3,3,4,19.6483844602409,21.9294262003231,20.5684948581929,18.4337109820384,21.3648187572114,20.3035803810066,18.3946639015684,21.2410954905024,20.3727864325863,18.2003236379473,21.5354154035695,21.260082803336,18.6467405261973,21.2575707037407,20.3260821625181,18.2100181881229,21.4113415915718,20.5734589360205,2.86763774180062,1.97844064625753,-0.889197095543083,5.74488260469087e-09,6.41627733526557e-06,0.00571436062820966
"570","sp|P11177|ODPB_HUMAN",NA,NA,NA,NA,NA,NA,5,6,5,5,5,3,NA,NA,NA,NA,NA,NA,20.0742154598268,21.4999071838184,20.0287679099828,19.9634762689056,21.3349835535845,20.0803305811344,19.504193805094,20.8888339911155,20.2392465571807,19.7375537154786,21.3510448977526,20.1338493028135,19.7995984349381,21.1188919764091,20.3685333706874,20.0687158083323,21.4146389174269,19.9290799392277,1.41009117125527,0.272009028075183,-1.13808214318008,6.55389877155174e-07,0.241252181000957,4.47458278804592e-05
"571","sp|P33121|ACSL1_HUMAN",3,NA,1,1,NA,1,6,8,7,6,5,6,1,1,NA,1,1,2,20.5903980171147,21.7154035017412,19.8696562513671,16.1697484890541,21.5575425809333,18.8892120569305,20.8116298690777,21.0531007605238,19.469160352376,17.83525110963,21.3926798184115,20.5954546385819,NA,21.0351586929703,19.8497069900732,19.3435048097974,21.3842451764005,19.8768208883049,2.40624862956199,0.808228737337487,-1.5980198922245,0.000732406260384871,0.295650171636445,0.0120376632008984
"572","sp|Q8WUM4|PDC6I_HUMAN",1,1,2,NA,NA,1,4,2,5,5,4,4,2,1,2,2,2,NA,18.5167773843865,20.4089549974503,19.4575940594152,17.7291961911219,19.3314831199907,17.679980200246,19.4691296603754,20.1080410297684,18.5533434772454,17.8417078238902,20.0866740143644,19.5971218835609,16.9491127766313,19.0973171811141,19.0007627133908,16.6871425882127,20.4205166816805,17.1708346175047,2.0433200999584,0.711095087790832,-1.33222501216757,0.000300594390285611,0.230505006009302,0.0193069547624532
"573","sp|P30050|RL12_HUMAN",5,4,6,6,5,6,7,7,7,7,7,7,6,6,6,6,6,6,21.5879377116758,24.1387244277857,21.7068490384724,20.7318534783784,23.8506559434577,21.7079932844517,21.6052902832301,23.4953805244787,21.6577458488789,21.257866023584,23.8593527880088,22.4158681083142,20.9860334016266,23.7133346983687,21.521887458873,21.7052725292391,24.0423178273001,21.6303026799672,2.53758546361095,0.461065498537233,-2.07651996507372,5.09654126611582e-09,0.10051804144646,4.4639049283429e-07
"574","sp|P35637|FUS_HUMAN",2,1,1,1,1,2,8,8,5,5,6,7,5,5,4,5,4,4,20.0750893366442,22.8167002961566,21.3206639502707,18.6876794026386,22.4672896115398,21.2263004657763,18.8743164242639,22.1370646198081,21.281981373845,19.3188298973615,22.1597129212357,22.0673749448966,19.4976618299956,22.4300295698699,21.262127112764,19.6491967330574,22.7870576203908,20.9791410742461,3.11584683583995,2.00580254963958,-1.11004428620037,1.67521804545371e-09,5.68674094694185e-06,0.00112005590600556
"575","sp|Q6YN16|HSDL2_HUMAN",2,1,NA,2,1,1,6,5,7,6,6,5,2,2,3,3,3,2,19.0769016928187,21.5895126287658,19.6018993046234,16.0770389136339,21.1295248337677,19.0387972739063,18.7097243496887,20.8515950320386,18.9760792467384,18.0917594831444,21.3526447970639,20.4939726884611,17.2629280937076,21.0564245481053,19.4317171731642,18.2227887249963,21.320924467884,19.463929419835,3.30991417493928,1.5942089747898,-1.71570520014948,2.18148687100992e-07,0.00290334630320464,0.00116473892137745
"576","sp|P32754|HPPD_HUMAN",1,NA,NA,1,1,1,6,5,4,4,3,6,3,3,4,3,3,3,19.6133551362128,22.0399285913144,20.7611472179567,18.8507673389213,21.910650323774,20.7256074702626,19.5459494461777,22.0155474267603,20.7099538923773,19.5099992870715,22.1489494421174,21.3553355018465,19.4136312756312,21.3152818462184,21.0522273981397,19.1747643345662,21.9823037607355,20.7610021996909,2.55069909538988,1.5428011436155,-1.00789795177438,1.76942873785478e-09,1.05383543699881e-05,0.00048429026950163
"577","sp|P62826|RAN_HUMAN",5,2,5,2,2,4,5,6,6,5,5,7,6,6,6,6,6,6,21.9945568125784,24.3053666795339,23.0736721947959,20.6534463614436,23.9557980772617,22.9891940338358,21.8564438614515,24.0202821092136,22.770819329295,20.9702782190208,24.0035081329392,23.8244535244322,20.7316086514911,23.8181364697845,22.9258260496277,21.3898946600889,24.271484827793,22.9679409028677,2.7963912884086,1.82594624479667,-0.970445043611932,7.88766210999173e-09,1.48571834216748e-05,0.00108804458835681
"578","sp|P62913|RL11_HUMAN",5,1,4,2,2,2,7,6,5,6,6,6,2,2,2,2,1,3,21.7101958030216,23.3866784894166,20.6548067798006,19.9280866680123,23.0127186431041,20.6121947127063,21.5214013135947,22.6352735146191,20.7065227874116,20.4503245018029,22.7729026964481,21.3028834773673,19.7486343845733,22.7537430452331,20.620270057448,20.613163333723,23.1726150523287,20.4231835102661,2.29368757273698,0.0580092200453505,-2.23567835269163,8.96148338780698e-07,0.663172522782797,7.43988413739919e-06
"579","sp|P25325|THTM_HUMAN",2,NA,2,NA,NA,NA,7,6,6,8,5,3,1,1,NA,1,NA,NA,19.8134473258555,21.4449360110127,19.0448916783784,18.7165041319997,21.1675613240043,19.0511581618468,19.8268157311531,21.1306875983121,18.3800052044632,19.1065380212305,21.2727788374345,19.5347622587057,19.3604716406307,20.7344443969857,18.1295058043474,18.4665644326757,20.4274761505963,18.6417816701722,1.81459050580007,-0.41803941760525,-2.23262992340532,7.25702870856455e-06,0.170355215594456,4.25919389331961e-06
"580","sp|Q12907|LMAN2_HUMAN",6,7,5,4,6,5,1,1,1,2,2,4,6,4,4,4,5,5,22.0502797889255,19.9894111319009,21.5399205707766,22.4647314455655,19.9768772457676,21.5190711018336,21.7004892482943,19.9152030445358,21.4225955664221,21.8068680798838,20.2094304592173,22.0194884179177,21.9468311535455,20.852863594409,21.5293923050699,21.8459501612661,21.1851183061569,21.5611075112196,-1.61437434924887,-0.3705957340402,1.24377861520867,3.12842941016152e-06,0.0590299929557839,0.000258409113019162
"581","CON__|THIO_HUMAN|; sp|P10599|THIO_HUMAN",5,4,4,4,3,4,8,7,8,7,7,7,7,8,8,5,7,7,21.962500673697,24.255246169164,23.0996630726734,21.6550309115142,24.066048283676,23.003692210394,22.0662419645682,24.2474161817801,22.987534485097,21.7444797262655,24.1545548465778,23.746769033188,21.8357082097623,23.6210510187725,23.1359163768761,22.036085051546,24.035642500516,22.94103237801,2.1799854105222,1.26909350314755,-0.91089190737465,5.90929734957263e-09,3.3097759758587e-05,0.000544022294178406
"582","sp|O15042|SR140_HUMAN",NA,NA,NA,NA,NA,NA,5,4,2,3,4,3,NA,1,NA,1,1,NA,17.3727683263975,20.0339942384289,17.5938816403321,17.497818553438,19.3008446353742,17.9118511254122,17.2960597826065,18.9089361620509,17.6079838146584,17.7435524669198,19.5549063772087,20.2818128982859,17.9322420352775,19.5083200884037,17.2459825020696,17.6308452107586,19.8684119768082,17.0984676393681,1.95035451714612,0.377782207454732,-1.57257230969138,9.9208175669056e-05,0.47430626841706,0.0025024866015729
"583","sp|Q9BS26|ERP44_HUMAN",4,9,5,6,7,6,4,4,4,2,2,2,6,6,5,5,7,5,21.5023561916333,20.9278908707227,21.6609031516816,22.6103432789253,20.2372540241176,21.4712616681394,21.3848157578063,20.0994243785969,21.3308187015224,22.5354900395004,20.0685003053122,22.4581821710097,22.3265522378657,19.8062775114217,21.81649757867,21.8475997248368,20.4727416512939,21.4291848945251,-1.7658447481838,-0.3400515108366,1.4257932373472,4.82678288833351e-06,0.332697858909271,0.000244702470639842
"584","sp|P08134|RHOC_HUMAN",1,1,3,1,1,2,3,5,4,3,5,5,2,3,3,3,4,3,18.5354713915587,20.4331175207346,20.2292072547488,19.4507848621025,21.0295677963739,19.2886042078465,20.2823042657055,20.9838094234809,19.4164808396919,18.7256949318187,20.2812390001331,20.5540014981751,18.9162319354256,20.9630587798908,19.7331945249659,19.4448465585555,21.4025876837865,20.6173111884237,1.62300770987222,0.747244261447567,-0.875763448424651,6.23198874108691e-05,0.064106938006453,0.0220648647670571
"585","sp|Q9UBQ5|EIF3K_HUMAN",2,NA,NA,1,1,1,5,4,4,4,4,5,3,1,3,2,2,3,19.3927702066078,20.5776184060842,19.6039653965707,19.1102841792001,20.3755540058146,19.2103100065354,NA,20.0530886594364,19.3972707944377,18.1630903876857,20.2131027359829,20.4719412105793,17.8809296438451,20.1373839439476,19.7272034745503,18.9833341720529,20.7917515252417,19.4927739567437,1.65200149487291,0.944495755357864,-0.70750573951505,2.8698949815243e-05,0.015405463569727,0.034324731472225
"586","sp|Q9NQC3|RTN4_HUMAN",2,4,4,5,4,5,4,4,4,4,4,4,4,4,5,4,5,5,21.8880739490875,21.5456506751044,21.8944433879943,22.4704837460667,21.2418081922553,21.6559710952975,21.4266585172342,21.2531261325467,21.6250805054431,22.5534664149778,21.2303383082516,22.2325154936623,22.2841442039476,21.2029779597246,21.824964371385,21.9506501338577,21.5180975871915,21.8793160682655,-0.763579685016233,-0.2435310071873,0.520048677828933,0.00146403204616795,0.368769423221962,0.00643658719893356
"587","sp|P54727|RD23B_HUMAN",2,NA,1,NA,1,1,6,5,5,6,5,5,3,3,3,2,5,3,19.2254172120889,22.036357929491,20.7117611647864,17.759462498349,21.721252859655,20.6377913258764,18.3842421404251,21.6478779996746,20.3292669525376,18.9600981175841,21.7741031636169,21.3009496194473,19.2371691061039,21.5631282941599,20.7766022008047,19.4570193343249,21.8157449508005,20.4461752613411,2.92250946475367,1.86318968598627,-1.0593197787674,7.14365149691166e-09,1.66616790635253e-05,0.00231657648368084
"588","sp|P09110|THIK_HUMAN",1,1,1,1,NA,2,6,5,4,5,3,5,2,1,1,1,1,1,18.5504722715083,20.5420982000883,18.619494937504,17.5705880409529,20.2875665472694,18.7975009360427,19.0471998139613,20.2539265232879,18.099432417893,16.4507920897709,20.3753104671203,19.4191855991093,17.7036518447705,19.6799940608333,18.5636994709522,17.944784626285,20.2097835345352,18.6046291275397,2.34686510764758,0.806075633632,-1.54078947401558,2.11622651189633e-06,0.0610137342698862,0.000792196972487197
"589","sp|P48444|COPD_HUMAN",5,1,6,1,1,3,8,6,6,3,3,7,6,7,8,6,5,8,20.7219586177017,22.0225058158904,21.1338693659549,18.1686944446366,21.6489140049806,21.1356386837406,21.0213654992977,21.5487193893794,21.2764501724254,19.3704590094026,21.4691666884833,22.1818534935862,19.2764400966154,21.4261403458876,21.3600975840031,19.0715081897708,22.2400982228628,21.4877559007147,2.12085310167655,1.82420655716668,-0.296646544509867,2.45260092893512e-05,0.000666237985263157,0.217890956854112
"590","sp|Q8TEM1|PO210_HUMAN",1,NA,4,NA,NA,1,NA,NA,NA,NA,3,2,2,2,1,2,3,2,19.2028627593472,19.1933373690014,19.5466492220247,17.7546543003211,18.491105882382,19.5350033532295,20.3422487379868,18.8926511060192,19.2992489648334,NA,18.4259757411471,20.6295192727269,18.747018478258,19.5584725644218,19.8517917341745,17.7577110456968,19.1964565607318,19.5442803499519,0.198767472961903,0.973516418501503,0.7747489455396,0.328488564844396,0.058561235483744,0.0248708746821568
"591","sp|P11310|ACADM_HUMAN",NA,NA,NA,1,NA,NA,7,6,4,8,5,5,1,1,NA,1,2,NA,17.9586864892887,21.7984033725938,17.9845125295447,17.4182857428021,21.159110968311,18.0714662906606,17.8257617815942,20.9123079091606,17.755874425447,17.5832554232681,21.5333583707304,19.5817115881451,16.8834684418643,20.7026878162468,18.6318097234512,18.2889026528255,21.1564250692997,18.3218573848954,3.55065549578323,0.731478568416851,-2.81917692736638,3.93649526094969e-09,0.0606920913395156,5.34038895106831e-07
"592","sp|P42224|STAT1_HUMAN",1,NA,2,NA,NA,NA,3,1,2,4,1,3,1,NA,NA,1,NA,NA,19.5293226057345,20.3645787371995,19.1731102762979,17.2902989756705,19.5913442850541,18.9893284964117,19.2821559056575,20.3697269937928,18.3522953856036,NA,20.1249503444872,19.2865181454263,NA,19.3898678733942,18.996902199574,16.189430597162,20.5390843694744,18.6609779789066,1.99045674617757,0.837053392647225,-1.15340335353035,0.00085454577457807,0.191163821321417,0.0239311137010753
"593","sp|P62820|RAB1A_HUMAN",5,4,6,4,4,5,6,7,6,6,7,6,6,6,6,6,6,5,23.6119091310761,23.5824440830445,23.26708269569,22.0548785171471,23.3490622387978,23.3435045495534,23.4230647308099,23.3156516793274,22.9474157800488,22.1931073577298,23.2801206863189,23.9886085032173,21.846015031908,23.5084483738804,23.3436821009271,22.3641417368135,23.7405702120107,23.0005345950014,0.880530127982549,0.732951953158934,-0.147578174823616,0.00529108669221349,0.0404619678601597,0.204731905727826
"594","sp|O14579|COPE_HUMAN",1,NA,NA,NA,NA,NA,4,3,1,4,3,3,1,NA,1,NA,NA,NA,15.5730024337602,19.9051394377967,17.7818643251773,NA,19.167849615698,NA,NA,17.641911256365,16.9841436102541,16.6089976105875,19.7654641710502,NA,NA,19.3554230228912,NA,NA,20.1627521098468,NA,3.24208991343413,1.29200394554185,-1.95008596789228,0.000167222039431283,0.176432370638909,0.0138729764521675
"595","sp|Q8IXB1|DJC10_HUMAN",3,5,3,6,7,4,NA,NA,1,NA,NA,NA,2,NA,1,2,3,1,19.7828756741716,18.8266708748334,19.712071434826,20.7086481043276,17.967245681852,18.3014578353749,19.7754543550011,18.3725295244596,19.3814457836452,20.7489846204847,18.5691074093034,20.3218802141228,20.7720276780368,17.8546326577613,19.7508217691443,19.7965197215182,18.0729805894809,19.3703173043835,-1.98689056930823,-0.791085968673882,1.19580460063435,5.64882746933868e-06,0.0482974171334791,0.00289354497393778
