"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"Q8N3X1",6,4,4,4,4,5,0.400077717810344,0.557059600182236,28.081521755666,24.4085956213451,24.6537845726237,24.51318286572,24.9466482595169,24.931247171001
"Q8N442,P46943",1,0,2,1,0,2,0.728246409361319,0.820969529249584,24.5873568546248,NA,NA,24.3107132795437,NA,24.6474634085206
"Q8N4C8",4,2,3,3,2,3,NA,NA,23.6429528556872,23.907510147918,NA,NA,NA,NA
"Q8N4Q1",3,4,4,3,4,4,0.40191263610452,0.558169019786619,27.0900385100711,27.1753566110991,27.0012787990021,27.001317917429,27.3994235285412,27.2612389273172
"Q8N543",2,1,5,5,4,4,0.219906337194719,0.383545203442861,25.1643498640815,24.2674153668399,26.1882567926492,25.8890887416744,25.7385651083234,25.980379020083
"Q8N5F7,Q5M9Q1",2,3,1,3,2,3,0.395971463337834,0.553724214097286,NA,23.6610893657245,22.760840778653,24.3439745731141,23.1682451309235,NA
"Q8N5I9",1,1,1,2,1,2,0.020959902196795,0.0808417469398788,21.4773674443579,22.0219726379318,22.1360285374259,23.8872870446683,22.4961945974387,24.6728538209566
"Q8N5M4",2,2,2,2,3,2,0.905802783609404,0.936200094129547,24.6620744219399,24.3378782944865,24.7938001252612,24.8377707243168,24.4609784361143,24.425543355705
"Q8N5N7",3,3,3,3,4,2,0.409959801192786,0.564995076623401,24.629390905502,24.913251082835,24.9209568410978,24.6058009861949,26.6289791531148,24.7348534862205
"Q8N684",8,8,6,9,7,7,0.124632022786965,0.272872278758976,27.6083254710525,27.5521436903141,27.3132558406525,27.644325807585,27.7638470149471,27.7628375431609
"Q8N6H7,Q9NP61",8,8,7,7,7,8,0.48896011498145,0.631969688017222,27.3529434075751,27.4242636068524,27.0169287725358,26.7683662450193,27.2251986776711,27.3425966999886
"Q8N6M0",3,3,2,3,4,4,0.411202791814829,0.566090297480704,25.3478834931382,21.7987640094074,24.9151418592596,25.409042672638,24.0314209466204,25.3268489738546
"Q8N6R0",7,6,8,9,7,9,0.0101725821086867,0.0467957306293048,25.8308042488951,26.0440179332434,26.2155613259325,27.0001816885041,26.5703323106767,26.576719702713
"Q8N6T3",4,3,3,4,3,3,0.800665503588915,0.869966669617565,25.3192304155437,25.058882326022,24.7812386347932,25.4419967768646,24.8889931270485,25.0003920807212
"Q8N6T7",1,1,1,2,0,1,0.336612014826061,0.500803324561542,21.5655393914843,23.1555504076342,23.1784352070381,23.5033787251851,NA,23.0152307548712
"Q8N7H5",12,9,9,11,9,9,0.0680776469170325,0.184672499773325,26.941939871082,26.6060015942695,26.3069042498918,27.336011084636,27.268100888689,26.8063050286049
"Q8N8A6,P53734",4,4,6,3,4,6,0.594103279443361,0.717212156899718,25.6062624502196,25.2668588311664,26.158178918009,25.1446377520961,25.1267667961978,26.1355273851169
"Q8N954",2,2,2,2,2,2,0.130792682220689,0.280048256844723,23.6331133616202,23.6091517179879,23.6311664801629,24.1807019284026,23.6472301805479,23.9088476053773
"Q8N983",2,1,1,1,2,2,0.0845898725528861,0.213845568701015,22.8540981327174,22.9071292509049,22.5270426333847,22.6952037760214,25.2047177785124,26.9454863487828
"Q8N9N2",0,2,3,2,1,2,0.29009371209514,0.456468330153443,NA,23.5956235957857,25.0896690925528,24.2296977088089,21.9151964382117,23.7778651360931
"Q8N9N8",2,3,3,3,3,3,0.38506849552164,0.544202845797371,25.7820842938988,26.4525445751044,26.1738320642541,26.3270370615134,26.3030132399696,26.3178742705774
"Q8N9T8",5,5,6,5,5,8,0.655373296824827,0.765031320143795,25.9597144723998,25.6071012560097,25.9647576144317,25.53388528762,25.7989407270912,26.6421967731964
"Q8N9Z2",1,1,1,1,2,2,0.067403947980028,0.183436067482285,24.2626423416978,24.2190706117498,24.2655324696799,24.738909317711,24.3501778654758,24.5911808397236
"Q8NAV1",3,4,4,4,4,4,0.0788333074081022,0.204723411680372,26.2447054145769,26.6144109914965,26.5101688148203,26.9466614063029,26.7665275612092,26.6452971218987
"Q8NB37",3,3,2,3,3,2,0.128528989202812,0.277364175462906,24.8505170732294,24.5293158620405,24.3530705846876,25.5463593846652,25.0434240481376,24.6144116050355
"Q8NB90,P32794",9,10,10,11,11,10,0.226901091072449,0.389822248641817,26.5229362481639,26.6170819752519,26.9100831796244,27.0337618301392,26.9939062643792,26.6955137606998
"Q8NBF2",3,2,2,4,4,2,0.150673859094619,0.305766839006396,24.9694981201359,23.7912326659633,24.3021147117808,25.3749286280634,25.4888498601793,24.345522415045
"Q8NBF6",2,2,1,2,2,2,0.768768270011293,0.84708737605302,23.5419204263982,23.5084377336665,22.774779637075,23.7450118165651,22.9192073413169,22.850656058828
"Q8NBJ5",1,2,2,2,2,2,0.133131839471525,0.283977116669977,22.079928613568,23.7206455183346,24.1041893133318,24.0847724934654,24.2744275837026,24.3623253056668
"Q8NBJ7",2,3,2,2,1,0,0.313216002535573,0.479432533770814,22.9476114188674,24.1555504076342,23.415144833797,23.3562307725801,22.6724892650745,NA
"Q8NBN7",7,6,6,5,6,6,0.530473268141483,0.666688349684655,26.3371490500489,26.3687222799565,26.4001246777964,26.154930398797,26.6882914691038,26.6064532374133
"Q8NBS9",11,11,9,9,11,10,0.636489537990319,0.750270398223828,28.4528305766913,28.6310541140354,28.1248681623712,28.3984828039452,28.5542941092946,28.50090891049
"Q8NBT2",3,4,5,4,4,4,0.202647620914278,0.366215790067269,26.8388327111208,27.150514175333,27.1809089950692,26.9550256368713,26.8759881995251,26.6903949377384
"Q8NBU5",1,2,1,1,1,2,0.54432090418193,0.676516950546981,23.3148525507007,22.8427463694985,22.5408643126832,NA,NA,23.1500898638442
"Q8NBX0",2,2,1,2,1,1,0.275032165255384,0.44087193484765,24.7617693773061,24.8331044423461,23.9502161528231,24.3660177672775,24.0681061946382,24.1374186016429
"Q8NC51",16,17,17,18,17,17,0.403356605704306,0.558944915065144,30.9870904431594,31.1063180960636,31.1264522793369,30.9812875551377,31.2941383200113,31.3231774668478
"Q8NC60",1,0,1,1,0,2,0.42650438713344,0.578173284866077,18.0915854944523,NA,23.7258889336873,21.9775802063891,NA,23.7505817824315
"Q8NCA5",2,2,4,3,3,4,0.038598916761435,0.125340960137483,24.4161652511354,25.2682497680135,24.9914751249706,25.6563011207923,25.3258139000382,25.7812747914176
"Q8NCE2",1,1,2,1,1,2,0.480443267892869,0.624798904770051,21.8978126422232,21.4582540134733,22.8378418350666,22.2751480280077,21.8860544994839,23.0814913883776
"Q8NCF5",2,1,2,2,1,2,0.316782955600933,0.482094217758454,23.1769127892574,20.7245778970045,23.349165508552,23.8326165171299,22.6797781934835,23.2806756526231
"Q8NCW5",2,2,3,2,3,3,0.12093576249136,0.26744594410852,25.5390610298856,25.4381713366948,26.1525718056443,25.8484732588659,26.4998889886971,26.2314291337084
"Q8ND24",4,3,3,4,5,2,0.460239629063424,0.606014172679706,25.2382492298118,24.4426133547745,24.7758153641823,25.2512525741208,25.7905781046696,24.3833359502902
"Q8ND56",6,7,5,6,6,6,0.12336762837259,0.270926039526067,26.33632576483,26.8253349943995,26.6880155652418,27.0659748980112,27.024631311085,26.7355809566322
"Q8NE71",15,13,13,13,15,16,0.170198356723456,0.329376206823822,28.5788864870746,28.4108923271312,28.5133797999894,28.4309362240503,28.9213443578733,29.0583330747817
"Q8NEC7",1,1,1,2,0,0,0.0495708909715581,0.148243084841527,22.1071069564991,22.1924089590772,21.9982823487399,22.6556469798302,NA,NA
"Q8NEF9",2,2,3,2,3,2,0.474470768431099,0.619904772722577,23.7098964541922,23.4153074038199,24.480129988439,22.6586458939478,24.2547664917336,23.5844664958244
"Q8NEJ9",3,3,4,5,4,4,0.00593286398778244,0.0306723602889346,25.0999722257508,25.3247477389787,25.8798903257729,26.2430791250579,26.4958156128558,26.6458131995435
"Q8NEM2",2,1,2,2,3,2,0.721342055975853,0.81674483854159,22.9907153107176,21.9774649126032,22.9316262741328,22.1237460435905,23.5580762489338,22.7311036252759
"Q8NF50,Q96HP0",7,8,10,10,11,12,0.00393166886708674,0.0221886697739164,25.6031857107092,25.8018577769491,25.8592837689207,26.4221865818457,26.2747852671261,26.3112853507632
"Q8NF91",2,4,3,3,4,4,0.757772766439545,0.838895046844487,26.1286995967759,28.0210543723695,27.4398855635468,27.1409766683465,27.7585912894956,27.1844614832106
"Q8NFC6",0,1,0,0,0,1,NA,NA,NA,22.8928687154565,NA,NA,NA,NA
"Q8NFF5",2,3,3,1,3,2,0.513687735094672,0.651591348559314,23.8372464602289,24.2805244323011,24.696267072524,23.0717553199314,24.3805248923545,24.4408499740886
"Q8NFH3",8,7,5,7,8,8,0.0366984662014898,0.121073777128494,27.4745913538784,27.4266185755154,27.0314256273337,27.9317076515337,27.6194018817783,27.782037920259
"Q8NFH4",4,4,6,5,7,8,0.133106849486018,0.283977116669977,26.5554578570028,26.9129151748754,27.3281385649707,27.0332681791367,27.5358478047578,27.5911942371489
"Q8NFH5",4,5,5,4,4,5,0.380137923177468,0.540562119923814,26.4958444578549,26.8030098337396,27.0186471820282,26.725557271339,26.9133597797321,27.284873081314
"Q8NFW8",5,6,5,7,7,5,0.0246341234386508,0.091155280211447,26.1856571548832,26.2098831254093,26.4411675094175,27.0359811717217,27.0505438594956,26.505856661128
"Q8NFZ0",2,1,2,0,0,0,NA,NA,26.6674256099908,24.8850406729993,26.1885942783322,NA,NA,NA
"Q8NG31",3,2,2,3,3,3,0.207502241653888,0.371138039162106,23.4085659341147,22.4671313672984,22.7935127745319,23.4041485326188,23.5095576369351,22.9790731190955
"Q8NHP8",2,2,3,2,2,3,0.579070875651653,0.704792046485903,23.2446455827452,23.84309486861,24.1453044708423,23.8164114190637,23.6766989091903,24.2368172606117
"Q8NI22",1,2,2,2,2,2,0.00891228167219639,0.0424678629493056,24.7945079504336,24.8645472129075,25.2987242623723,25.5798721771576,25.6286170349952,25.7437759806173
"Q8NI27",21,20,22,19,22,23,0.0997710392962158,0.238045613127344,28.1169808903144,27.9439504796597,27.7618001582069,28.2382041393995,28.2248175956031,28.1458529244543
"Q8NI36",18,20,18,19,18,20,0.473483296914725,0.619255342495152,28.0820241354033,28.4396741048517,28.1853044468629,28.4830170932485,28.2024302153766,28.3663155803438
"Q8NI60",0,0,1,1,0,0,0.0209186036020367,0.0808415201177409,NA,NA,26.7440874895378,23.8894706307381,NA,NA
"Q8TA86",2,2,1,2,1,2,0.838937262076676,0.894484533275139,24.0487601843193,24.2775192637435,22.7857325912634,23.2609831133221,23.9016366647101,24.2495721824814
"Q8TAA5",0,2,1,0,1,1,0.0428526822676012,0.134744146245934,NA,23.1574198757385,22.3280101900342,NA,21.7490400614988,21.6409340565816
"Q8TAC1",1,2,2,2,1,3,0.0236142747822019,0.0884545714436472,23.3717698036214,23.8227919480499,23.8084298291036,24.6719248633376,23.9813533097638,24.5636423898934
"Q8TAE6",2,1,1,2,2,1,0.505725737962699,0.645055732941817,24.0145473931133,23.8211081301173,23.8400368457143,24.5651950475172,24.2529735282917,23.4814886543927
"Q8TAE8",1,1,1,1,1,1,0.211953759988739,0.375509800667527,23.1002279609841,22.6772998032333,23.049038908711,NA,22.5537827166268,22.7673551653084
"Q8TAF3",4,2,3,5,3,3,0.387792772439868,0.546218988732229,24.6826546224899,24.0130475251065,24.6912855421799,25.024750836246,24.6900120923221,24.4045939996798
"Q8TAG9",1,4,2,2,3,3,0.278377286168975,0.444211043429779,22.8557077586608,24.2460518664457,23.4076543028996,23.4010755031863,24.2709724287653,24.4391837007052
"Q8TAQ2",11,10,13,13,12,11,0.0518872154437822,0.153205583556819,27.2366256452497,26.8223922192009,26.7852608730028,27.5084134457352,27.3573280691721,27.2330957678366
"Q8TAT6",6,5,6,6,5,7,0.584776903854814,0.709855357214772,26.1790558496502,26.0011624542816,26.6620947567351,26.3313403156448,26.0548871494019,26.977819324864
"Q8TB61",1,0,1,0,2,2,0.00126988324492982,0.00982263441062866,21.8326895176105,NA,21.6477190950656,NA,23.2101755754521,23.3062340635388
"Q8TBC4",2,2,2,3,2,4,0.0659781362736473,0.181151617369946,25.1695697047744,24.5240987132221,24.7476474633631,25.4677263005952,25.0076680038559,25.7935531211961
"Q8TBF4",0,2,0,1,1,0,0.421427628212892,0.574077940591535,NA,22.0587322942251,NA,23.0649705988218,22.1031804882017,NA
"Q8TBN0",4,3,3,4,4,4,0.224285596099145,0.387172435371422,25.6535972068597,25.0978574068459,24.9318259582966,25.3214276162535,25.6724892650745,25.6216181254291
"Q8TBX8",4,4,3,3,3,3,0.830051402467566,0.888004147945003,25.5763055374416,25.7965121592337,25.4316676024848,25.8914875096305,25.7551572320694,25.2940383231583
"Q8TC07",4,6,6,6,5,7,0.0398192942263633,0.127862209241806,25.7125521823374,26.0114057404631,25.5229700970434,26.273702671887,26.0334118322477,26.300968448916
"Q8TCC3",2,1,2,1,1,2,0.620249169333949,0.737487198961578,24.3747033723611,24.2075811103945,24.7201642100073,23.6487798686105,24.1853751348926,24.9198561837696
"Q8TCD5",2,2,0,2,2,2,0.195002466557057,0.357407415349478,24.1556362251837,24.7971546801575,NA,25.1658258802818,24.5658688416528,25.0385433515601
"Q8TCG1",2,2,1,2,2,1,0.562885775173518,0.691424136770778,25.8634849126826,26.146334661352,22.4117128297024,22.5103763133361,26.2176453975347,23.1128276649957
"Q8TCS8",14,17,17,14,14,13,0.666517225769657,0.772795617808695,27.9660305807558,28.4588524123693,28.5532375367122,28.0333298947502,28.3525020824678,28.3183194781232
"Q8TD16",4,3,4,5,2,4,0.561831813366909,0.690910643196439,26.6316804377817,24.3377605330758,24.9362732811047,25.216625887289,23.9802184260603,25.4200327992828
"Q8TDD1",0,1,1,1,1,2,0.318704938674763,0.483562224465674,NA,23.0105527509811,22.9255457318259,22.8541750647713,23.3018079464007,23.6420933134064
"Q8TDH9",2,2,1,2,3,2,0.392654943677537,0.550763710223615,24.8587757029503,24.0805438092685,23.0302245988573,23.5494007130145,25.1153461224061,25.0429776473608
"Q8TDN6",8,9,12,10,10,10,0.176047290843888,0.335679451133439,28.2150559158105,28.5286711973705,28.5499577955586,28.9063901169746,28.5239490397793,28.6286517663588
"Q8TDP1",2,3,2,1,2,2,0.434292637299907,0.585119261403529,24.4397019117921,24.718521548369,24.6752739330179,22.8325711236669,24.8416049482069,24.7390193479445
"Q8TEA8",2,2,2,2,2,2,0.0498071705967495,0.148685590238878,22.6801438137025,23.241149225332,22.8675015226599,24.4438552017523,24.646775081953,23.0641749714803
"Q8TED0",11,13,15,15,14,12,0.230612637168745,0.393962358936146,27.5080422655831,27.8308365710712,27.9603126650653,28.1088910035253,28.118115977552,27.7829179522341
"Q8TEQ6",24,27,25,27,23,25,0.350200150210282,0.514203767067481,28.3870434806509,28.8869684712534,28.5509893749954,28.8905679990393,28.7884061746486,28.6590709676913
"Q8TEX9",15,13,19,14,15,15,0.985237450060155,0.989350767446092,28.2233784963746,27.8794288730991,28.1038485326426,27.9319062923364,28.0379556791885,28.2455770898166
"Q8TF05",8,7,9,7,4,7,0.679838515387644,0.783516695548413,26.0461535232622,26.20396775718,26.3590226831117,26.3743635644609,25.7949561884803,26.1917250212008
"Q8WTS1",2,2,1,2,2,2,0.0505050025912387,0.15014759746224,22.9043923982034,21.7373113869123,21.9973726586701,23.1833740814926,22.9215526451414,22.9237341121918
"Q8WTT2",4,2,4,3,4,4,0.951441123893842,0.966558551244529,25.4505325895298,24.429798603248,25.0378796895597,24.4677263005952,25.2094801713327,25.3075719318094
"Q8WU76",3,3,4,4,3,5,0.255971155332189,0.422381674479871,24.581368074581,24.2516881350061,24.5025365813335,25.253924428712,24.3834155177774,24.6534809684395
"Q8WU79",6,5,4,5,5,5,0.696910281504748,0.798026259777938,27.2157173874405,26.641616560225,26.550239208565,26.7824022636792,26.9698081673517,26.9090840792817
"Q8WU90",7,7,8,8,7,8,0.198093024243785,0.360435110034352,27.6518386198038,27.6464975729823,28.2574355736275,28.2663070667279,28.1976666476027,28.0013501962697
"Q8WUA2",5,7,6,6,6,6,0.267064691694951,0.433047755297335,25.7292972209436,26.2407556635819,26.2946242752563,26.1606370545441,27.2671494869056,26.1618175216391
"Q8WUA4",1,1,2,3,1,3,0.113519913979468,0.256549926402816,22.3563917601433,22.8747532264356,23.7335748444321,24.5979443111185,23.0789033833118,24.2051632082787
"Q8WUB8",3,3,0,3,2,3,0.749962128894014,0.834557989214291,24.5653605507979,24.7002259275808,NA,24.9802154725727,24.3110776069639,24.8595109193276
"Q8WUD4",4,5,4,5,6,5,0.00558018573720264,0.0291775550296176,26.8906063608449,26.6843836164415,26.7670825894403,27.3309989372903,27.2356121607724,27.2538948039971
"Q8WUE5",0,2,2,2,1,3,0.865406377063168,0.911553720579289,NA,23.3825739106144,23.6822752104568,24.793040868055,21.8664431995912,24.4588768780645
"Q8WUH1",2,2,2,2,2,2,0.873382834794934,0.916952130232636,25.2791716487625,25.1681556730127,25.0175078338449,25.0685789543458,25.2412215698226,25.092012622588
"Q8WUH6",3,3,2,3,3,3,0.0472512527325714,0.143904041964087,25.9296365200874,25.3279823162381,25.4428121288291,26.3189995174348,25.9356194811759,26.0228555011406
"Q8WUI4",3,4,3,2,3,4,0.00278449030200328,0.0172075596234053,26.8389648200025,26.9773590860913,26.9186336601757,25.5932967617459,25.6947686322081,26.2844422875877
"Q8WUM0",18,16,18,14,19,14,0.652226269859472,0.762414924568431,28.2014027905055,27.9018558060235,28.0872663872205,28.1499981809613,28.3652533519789,27.9109637425264
"Q8WUM4",33,34,35,34,33,35,0.420202625879387,0.572976188375758,31.220922241225,31.1683688312114,31.1780488000361,31.1600804041763,31.3225281243644,31.3825369052997
"Q8WUW1",2,2,2,2,2,2,0.0364168917432237,0.120223346532695,24.7382208432648,24.705392212819,24.8837661629307,25.4559874641384,25.0545440881591,25.0790783435182
"Q8WUX1",1,1,0,1,1,2,0.174943304566303,0.334635407639899,23.9655345369361,22.1577134291741,NA,23.81606708674,24.1332326410881,23.933489253267
"Q8WUX9",2,2,2,1,2,2,0.31385498575295,0.479516495171855,22.9766820943196,24.7846816107259,23.6739430546073,22.8533698895447,25.8928636306546,25.8854612352226
"Q8WV22",2,2,1,2,1,1,0.738854783176534,0.828182188804505,23.2849861543571,22.5042675771126,23.3868525259145,23.65469730641,21.83906898572,23.1357000844166
"Q8WVC0",2,2,1,2,2,2,0.167308494968867,0.326283864126543,24.8628353835825,25.0983093190824,23.672289219836,25.2058459398336,25.1701645718424,25.0871568471591
"Q8WVD3",4,3,2,3,2,3,0.583307099310729,0.708582048729796,25.4917162841426,24.3906001303242,24.3858998265307,24.4620889069997,23.950499035601,25.1064451573288
"Q8WVJ2",4,4,4,5,4,5,0.00924883343093728,0.0436848048125496,26.8259603064512,27.0918474390384,27.0466650346845,27.6838629084151,27.3561355127571,27.6797245320398
"Q8WVK2",3,4,1,2,3,2,0.883911752563423,0.924164409479993,24.7047442765503,24.8867722857949,23.5652679361817,24.4573864591074,22.987096554675,25.39556995675
"Q8WVM0",2,2,2,2,1,2,0.30289118238631,0.468804577040393,24.0876166313487,23.9260363080497,24.3361104012786,24.8018202673117,23.9104379195199,24.5303230824322
"Q8WVM8",10,10,9,10,10,10,0.202180439257998,0.365815076088353,27.311272872814,27.5485866541138,27.3481300401581,27.7674909357728,27.5198721251678,27.5106104248773
"Q8WVV9",13,15,15,15,15,15,0.139570980428096,0.292641354147908,28.0667069111491,28.294896103262,28.2675496131678,28.6605586083876,28.459794564848,28.2756492414941
"Q8WVY7",6,6,5,6,5,5,0.429197864901916,0.580578043818848,26.0912146533904,26.5604305195068,26.4536572908267,26.5334839112385,26.5431323900386,26.4316166704441
"Q8WW01",3,2,2,2,3,3,0.207268215672737,0.37111370342538,24.9170020954883,24.8469890083424,25.0006931856634,25.0005605309171,25.2397565984758,25.0463824006278
"Q8WW12",4,4,4,4,4,3,0.743095922995731,0.830808522433877,28.1504720869639,28.2636235843045,28.1600403914786,28.0660955599978,28.3117646949575,28.0682329440318
"Q8WW33",7,7,7,7,6,5,0.369123203403807,0.531482696805197,28.5493994892425,28.4008171343645,28.4277520359543,28.2402908535281,28.6046646581325,28.0018542121499
"Q8WW59",0,1,2,0,1,1,0.859293325905495,0.908200583626,NA,23.0466500956767,23.4221593946504,NA,22.6352720563312,23.6687461043017
"Q8WWK9",0,1,1,0,1,0,0.279486926456559,0.444950705181231,NA,22.7800954417916,NA,NA,23.2784285816145,NA
"Q8WWM7",23,21,21,23,21,20,0.312293502191784,0.478578422199848,29.1852831251422,29.2263802960779,29.1599379498967,29.2873412848034,29.4079849711452,29.2379172917444
"Q8WWY3",8,8,10,10,9,11,0.0314700211185504,0.108668775314826,27.3185863298759,27.3326876775132,27.7325061283419,27.9117041646301,27.8022284644086,28.0833613930263
"Q8WX92",6,8,8,6,5,8,0.358160531034299,0.522399319160913,26.3257497797069,26.7133794564532,26.6204141315258,26.2621842968087,25.8614928322685,26.7591454995174
"Q8WXA9",3,3,3,3,3,3,0.695862962485907,0.797337501031789,25.8504384415334,25.728346875908,25.347554458646,25.9146956251555,25.6745956225485,25.5631780221244
"Q8WXD5",1,2,3,2,2,2,0.476303518786831,0.621014216157016,23.0469863374969,23.610809483941,24.2180825289698,24.3058984430803,24.4645980103231,23.1556811773296
"Q8WXE9",3,3,2,3,2,3,0.269733890851214,0.436395221873633,23.8372464602289,23.4372373223166,23.3536439701095,24.135145548902,23.3593333154388,24.1155277914427
"Q8WXF1",8,8,9,8,10,10,0.185134790643681,0.345985771980169,28.2527798502908,27.9263887531966,28.0868353717295,28.2201001696204,28.3737738595336,28.2701785490413
"Q8WXI9",5,6,7,5,7,5,0.829703807265242,0.887888544596766,25.9413001168236,26.2929385276856,26.2261522098423,26.1229018224448,26.2445982586994,25.9933937005427
"Q8WXX5",8,9,9,9,9,8,0.0211833579873452,0.0815526990808541,28.4696938559365,28.2603267034495,28.3677418355442,29.0299006791451,28.9209411357794,28.6066189330159
"Q8WYA6",5,5,5,5,5,5,0.406656264060928,0.562283271221393,25.9602975365493,26.4178719974496,26.0431324311373,26.7525888243177,26.0548136431456,26.2415367602725
"Q8WYP5",4,4,2,4,4,2,0.544126660984245,0.676441979973277,24.0509516202459,24.1716285017348,23.9647013159682,24.2962202933787,24.0039670288329,23.4131679222307
"Q8WYQ5",4,4,1,4,3,5,0.299257374774001,0.465952219477027,23.9198026691039,25.4733839257958,21.6437862574437,24.7767953854636,24.1543346149958,25.5244417247521
"Q8WZ42",2,3,0,2,2,2,0.00328609872020001,0.0193902857894045,27.0683417571199,27.5198101612159,NA,26.1927983492547,26.2949657787605,26.3100323261327
"Q8WZA0",2,4,3,4,3,3,0.504107072177564,0.644455788805082,26.178116302784,26.6380345960224,26.7889751952892,27.2215092103794,26.7223816831605,26.2858501748021
"Q8WZA9",5,5,4,6,4,6,0.593833513664185,0.717057871747023,26.3055865029655,26.3509341820943,26.3766202045658,26.5227625844082,24.9844953713623,26.7247523282156
"Q92499",23,24,21,23,25,24,0.0342682455744318,0.115623853304245,30.0490000348189,29.964140785463,29.9876060402823,30.2663595770571,30.2940734520884,30.2828422544226
"Q92522",4,4,4,4,4,4,0.438211918512581,0.587578550678801,25.4565720838512,25.7160320744506,25.6889019160852,25.4264035602006,25.9144674566187,26.0035967497371
"Q92530",2,2,3,2,2,3,0.460031497558036,0.606014172679706,25.7660832022002,25.8292773022304,26.6177910489107,25.4442265996282,26.0182620076316,26.0388773792457
"Q92538",4,4,2,3,3,2,0.174643069238036,0.334577246127503,26.2930471774933,26.2783171636397,23.7170927981062,24.7100434461333,24.5033225874371,23.2507261485106
"Q92540",0,1,1,2,1,1,0.172070554724655,0.331348978998945,NA,22.3413479387722,22.3698337002872,22.4137382225531,22.9024647478027,22.6715061564259
"Q92541",5,3,5,5,6,5,0.237050824819256,0.400324085501571,25.7576942014201,25.7765376223784,26.3412367709834,25.6772744566867,26.9120078022731,26.7986674177055
"Q92544",0,1,0,2,1,2,NA,NA,NA,NA,NA,23.0296099023923,24.6203955875053,24.2585757281352
"Q92547",1,2,2,1,2,1,0.675078940780125,0.780101516788014,26.8531618424883,27.060613706643,26.9649640233369,26.4295957385793,27.1079967146704,27.057169610976
"Q92552",6,6,6,6,6,7,0.362341976061996,0.526067640439535,26.3654702388515,26.0435486878202,26.6974194300365,26.5312131604087,26.3912961927536,26.8243124271086
"Q92572",3,3,3,3,3,2,0.492996690490247,0.63528066948028,25.0959981000228,25.2340169986385,25.6673624339301,25.7959538744174,25.1003248020066,25.6501152565642
"Q92575",2,3,3,3,2,2,0.770708206028515,0.847495440444823,24.0736731223783,24.2415898870693,23.6102050158569,23.958799772458,24.1720633904461,23.576800895159
"Q92598,Q8TDX9",29,31,30,32,32,30,0.109796189074771,0.251510453975814,30.6447714211859,30.6547634911373,30.6761595486462,30.8903465478244,30.8488831188029,30.8102669947573
"Q92599,Q9P0V9",10,11,10,10,9,10,0.431619995080777,0.582606252045164,27.1201369400161,27.3426982546963,27.086619815686,27.2795836554933,27.2232377538069,27.3624352055519
"Q92600,P53829",2,3,3,3,3,3,0.130307798005327,0.279128366295551,24.4788874422839,25.1842584131392,25.1900397520154,25.2675877734574,25.3507368174842,25.4295950716275
"Q92609",3,3,2,5,3,6,0.00305795748846209,0.0184536956681267,23.5390610298856,23.8575413391149,23.2234255008295,24.8440328966101,24.3532095765706,24.6751308421697
"Q92614",4,4,8,10,5,7,0.100336530178562,0.238494030085608,25.1728015780627,23.8544989786068,24.9730096815354,25.5250642204617,25.1107335609275,25.6093402441222
"Q92615",8,10,4,9,9,9,0.287424175943338,0.453681097715562,25.8487337015647,26.6234963843058,25.1465623561423,26.6418993422921,26.0767957696711,26.2976224971167
"Q92616",62,65,66,66,60,65,0.0770939173230725,0.201866965473737,30.4275336204112,30.4312997661249,30.5104902351271,30.6967398313967,30.6610622909078,30.669767786864
"Q92620",8,7,10,8,8,8,0.660903508972176,0.769175950188586,25.3040369970942,25.5726908882912,25.9672887741398,25.9239925088771,25.3928284060365,25.8544519150893
"Q92621",27,28,25,27,28,27,0.0626257370783626,0.175150940189817,29.028555918001,28.9707294773094,29.0046140890086,29.2224568289294,29.1931377742428,29.3097555376105
"Q92625",2,2,2,1,0,1,0.104520677379753,0.244961999434733,22.2175231865784,22.9809528397261,22.5281808864558,21.7786225891997,NA,NA
"Q92665",4,4,3,4,5,5,0.0262353207780704,0.0951289341349846,25.0023786265359,25.2076777722994,25.3391826180077,25.4673609040831,25.9353267075961,26.3046171774524
"Q92667",3,4,3,4,4,3,0.292511838527757,0.458986423238179,24.5668289428238,25.6952938673192,24.7489120864793,24.3215084825432,24.9709512665579,24.4988464950437
"Q92688",4,4,4,4,4,4,0.921924472870528,0.945702784823119,31.3019827725788,30.8395956875247,30.7881668179814,31.0388274077625,30.8742710046408,30.9632193432581
"Q92696",3,2,2,3,2,2,0.143245852813622,0.295841989949309,23.7815895142286,22.3801058505106,23.6104929118982,23.8595982752683,23.8975984038359,23.9778603157588
"Q92733",2,3,2,1,2,3,0.778435163143423,0.853049387048407,23.7430291712194,25.2233158539346,24.6226281141028,23.5658778508055,24.2246760251932,25.2973597410471
"Q92734",6,5,6,5,6,6,0.644830426941916,0.756167823160603,27.0449400488698,27.1354346294261,27.4182590143806,26.8241657858729,27.5149823822495,27.6263981927992
"Q92759",1,2,2,1,1,2,0.666614632110965,0.772795617808695,22.7469995007966,23.4513477240648,23.3862921907069,22.9537584383089,23.275807332042,23.7476036860673
