"protein_group","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_A_vs_B","differential_abundance_qvalue_A_vs_B","log_ratios_A_vs_B"
"Q16774",NA,-22.310356987,-22.6985627557,NA,NA,-21.557525913,1,1,1,1,2,2,NA,NA,NA
"Q16795",-21.5068476904,-21.1163114667,-21.6916737068,-20.4755549178,-22.7808346971,-20.9352113953,7,10,7,11,8,9,0.919026020701553,0.960878724044538,-0.0410772845666649
"Q16822",-22.6127550625,-23.6324784821,-22.5423540432,-22.3982935048,-22.3247522604,-21.8777186007,14,11,10,15,11,12,0.0973341000575043,0.390896921017403,-0.728941073966666
"Q16836",-21.2540790512,-21.1603416081,-21.4419231993,-21.0547331519,-21.6633372247,-22.0859640824,7,12,8,9,10,12,0.382471679125934,0.730131503716409,0.315896866799999
"Q16851",-21.6414382459,-22.2407928695,-22.2938383949,-22.4972470309,-22.2963267186,-22.1348980251,13,13,13,8,11,14,0.438225416906268,0.761609907120743,0.250800754766665
"Q16864",-20.9588740431,-20.058220522,-20.3847325206,NA,-21.0249160281,-19.8403275648,3,4,2,3,4,4,0.920513657274296,0.960878724044538,-0.0346538987833327
"Q16877",NA,-23.4974555138,NA,NA,-23.8193433856,NA,1,3,1,NA,2,1,NA,NA,NA
"Q16881",-20.9201166912,-20.1615631683,-20.2322647364,-20.1194364284,-19.7604987596,-20.172856594,17,18,20,18,22,20,0.236790828062105,0.576153846153846,-0.420384271300001
"Q16890",-20.9746652347,-21.0825484994,-22.2873875207,-20.7252553917,-20.9421337773,-21.0576118934,3,3,1,4,2,3,0.212190195514664,0.544472152950956,-0.539866730800004
"Q16891",-19.9110505846,-20.1611757393,-20.0023161366,-20.1308995821,-20.447270657,-19.9996598641,32,28,29,26,34,31,0.552361845888442,0.826730518067044,0.167762547566667
"Q17R31",NA,NA,NA,NA,NA,-22.7621541672,NA,NA,NA,NA,NA,1,NA,NA,NA
"Q1ED39",-22.6271437784,-24.1838043744,-23.3739903187,-23.6254004024,NA,NA,5,6,5,3,3,3,NA,NA,NA
"Q1KMD3",-20.1129825952,-20.7464082554,-20.7435812965,-20.0997217711,-19.9663294019,-20.4283562635,29,23,20,28,26,24,0.279809804485336,0.639747191011236,-0.3695215702
"Q29RF7",-22.2395407852,-22.6244147071,-22.2705414728,-22.1019699563,-22.2185118774,-21.9517336748,14,14,19,22,17,15,0.322914462334675,0.682051282051282,-0.287427152200003
"Q2NKX8",NA,NA,-24.9107343235,NA,NA,-26.0140396042,1,2,2,NA,NA,2,NA,NA,NA
"Q2NL82",-21.0146128055,-22.2625527923,-21.6292681583,-20.8262246745,-22.1691494146,-21.830019513,15,11,12,17,11,14,0.932777027027027,0.962224866151101,-0.0270133846666667
"Q2TAL8",-23.2086525821,NA,NA,-24.7657352634,NA,-24.5811583236,2,NA,2,2,3,4,NA,NA,NA
"Q2TAY7",-20.7330083351,-20.8307718349,-20.3626534414,-19.9863225138,-20.4642436105,-19.9158004169,12,13,15,17,15,21,0.136503162737205,0.455347298787211,-0.520022356733332
"Q2V2P4",NA,-21.2466162271,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"Q2V2P7",-21.3300242968,NA,-21.4025151556,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
"Q2VPK5",-23.630212831,NA,-24.227462852,-22.182961189,-23.7855417119,-24.2060634872,3,5,5,4,4,5,0.365070011500863,0.712609970674487,-0.537315712133331
"Q32MZ4",-23.6526191557,-22.2986710081,-22.4402093874,-21.7210756917,-22.5545164046,-22.4517120053,8,12,9,15,14,12,0.230091863139735,0.566587864460205,-0.554731816533334
"Q32P28",-24.0024867163,NA,NA,NA,NA,-24.3862668065,3,2,NA,1,NA,2,NA,NA,NA
"Q32P41",NA,NA,NA,NA,NA,-24.3639904358,2,1,1,2,1,3,NA,NA,NA
"Q32P44",NA,NA,NA,-25.3316877037,NA,NA,1,1,NA,3,NA,2,NA,NA,NA
"Q3B726",-22.1830813395,-21.4825625633,-22.4130523898,-21.6318797403,NA,-22.3261784678,3,4,5,5,3,3,0.88864174813111,0.944410319410319,-0.0472029934833351
"Q3E6R5",NA,NA,-21.2812944262,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"Q3E754",-21.3998407233,-21.6151473124,-22.2450522339,-21.6063358274,NA,-21.6802738725,12,10,10,5,NA,9,0.744754312823462,0.904210526315789,-0.110041906583334
"Q3E764",-20.6313853813,-20.2817582276,-20.4466357551,-20.718855653,-20.3603900287,-20.6153658653,1,1,1,2,1,1,0.678628809660725,0.871727748691099,0.111610727666665
"Q3E795",-20.415203649,-21.3823509112,-20.2545267104,-20.5786061161,-21.3027576167,NA,3,3,2,3,2,NA,0.563584387579068,0.828387096774194,0.256654776199998
"Q3E834",-20.9708718001,NA,-21.316611463,-21.5190819156,NA,-21.2886517865,1,1,1,1,NA,1,0.407744105807936,0.748087431693989,0.260125219500001
"Q3E841",-21.2870530986,-21.277735941,-20.0891005603,-21.3405082321,-21.2288937587,-19.6346273375,4,4,7,2,3,5,0.754905261644623,0.90426638917794,-0.149953423866666
"Q3KQU3",-24.6292082363,-24.7647025173,-24.815206095,-24.9888116407,NA,NA,2,2,2,5,2,NA,NA,NA,NA
"Q3LXA3",NA,-24.0125250874,-24.0748438028,-23.052289495,-23.3583944259,-21.8917297214,1,1,4,2,3,7,0.031963341000575,0.198347107438017,-1.276213231
"Q3MHD2",-21.3735172772,-21.2956668896,-20.9529904628,-19.8931146611,-20.968005342,-20.738882065,4,4,5,5,5,4,0.107222110408281,0.411543287327478,-0.6740575205
"Q3SXM5",-23.4013067417,NA,NA,-23.4692724162,NA,-23.7108294853,2,1,1,2,NA,1,NA,NA,NA
"Q3YEC7",-21.8724037282,-24.5790451513,-22.8807951756,-22.2464184326,-22.5253442898,-23.8387081194,7,4,6,5,6,3,0.685702415181139,0.875790256600967,-0.240591071100003
"Q3ZCQ8",-19.5874408128,-19.7201066149,-19.7285360792,-19.3231547807,-19.8003683916,-19.6241140405,13,12,12,12,11,14,0.71689174813111,0.887769784172662,-0.0961487647000006
"Q46845",NA,NA,NA,-21.0488862549,-21.5678458211,-21.3000264675,NA,1,NA,4,4,6,NA,NA,NA
"Q46851",-22.5289863722,-22.7510820492,-22.8742557292,-22.3078009576,-21.6360363157,-20.7720187896,1,1,1,7,5,6,0.0308292121909143,0.198347107438017,-1.14615602923334
"Q46938",-21.8005972086,-20.9013149494,-20.4005147823,-19.1726825292,-18.540013867,-19.0865416642,3,4,8,16,17,18,0.00326279470960322,0.0454545454545455,-2.10106295996667
"Q49A26",-21.3933740111,-21.3475472393,-22.2543848711,-20.8507262017,-20.5254393587,-21.2837697574,6,7,6,10,12,8,0.075235192639448,0.338072669826224,-0.778456934566666
"Q49AR2",-24.2642200203,-22.8039750639,-22.5183142123,-21.6618586231,-22.2422270671,-21.4831353551,4,2,4,4,5,4,0.0246730879815986,0.172523961661342,-1.3997627504
"Q4G0F5",-23.3603382857,-21.9107186888,-22.6786016457,-22.7229718272,-22.330039517,-22.7729865212,2,3,2,3,2,2,0.900091863139735,0.952380952380952,-0.0412202515999986
"Q4G0J3",-22.2581205565,-22.9252601126,-23.1796509448,-22.8703351956,-22.4324405466,-23.3058900334,5,7,8,6,7,6,0.811410724554342,0.924422442244224,0.0818780538999988
"Q4G0N4",NA,NA,NA,-24.0204309151,NA,NA,1,1,1,2,2,1,NA,NA,NA
"Q4J6C6",-23.9839381629,NA,NA,-23.5400024776,NA,-24.6330397664,2,NA,4,5,1,2,NA,NA,NA
"Q4KMP7",NA,-23.5341761911,-25.489498227,-23.9872730903,-23.7285350988,NA,4,3,3,4,4,1,0.328596319723979,0.689308176100629,-0.653933114499999
"Q4V328",NA,NA,NA,-24.6438390695,NA,-24.7234145651,NA,1,1,2,2,2,NA,NA,NA
"Q4V339",NA,-23.1582795565,-23.5327042052,NA,NA,NA,1,1,2,2,1,1,NA,NA,NA
"Q4VC05",NA,NA,NA,-23.1659842112,NA,NA,1,1,1,3,1,NA,NA,NA,NA
"Q4VC31",NA,-21.8903231362,-20.0695281946,NA,-21.3847805299,-20.7233424217,2,4,6,1,2,3,0.887625215641173,0.944034440344403,0.0741358103999978
"Q52LJ0",-20.9251209486,-21.0744661305,-22.6122691461,-21.4375749656,-21.0313308419,-21.4953161317,10,8,2,6,9,10,0.630549309948246,0.863582908663269,-0.215878095333331
"Q53EL6",-23.4759768976,-22.7105129872,NA,-23.0699690549,-23.0063683892,-22.3163778065,2,5,5,5,3,4,0.465828637147786,0.776843146956952,-0.295673192199999
"Q53F19",NA,-23.0897355005,-23.0711320392,-23.253755237,-23.8972671041,-23.2078073241,4,5,3,4,7,5,0.297431282346176,0.659244264507422,0.372509451883332
"Q53FT3",-22.2524499047,-22.4649204064,-22.4521962474,-22.5824472401,-21.4619529662,-22.3048701051,1,3,2,3,3,2,0.460905405405405,0.773134328358209,-0.273432082366668
"Q53FZ2",-24.4826966645,-23.7621322774,-24.4111426408,NA,-24.0116391593,-22.4705034529,7,7,7,8,6,9,0.0871118458884416,0.367732558139535,-0.977585888133333
"Q53GS7",NA,-24.6378385508,NA,NA,NA,NA,2,1,3,1,2,1,NA,NA,NA
"Q53GS9",-21.4849827559,-21.4417365208,-21.7403760694,-21.8570800396,-21.5177271553,-21.6295015716,16,17,15,11,12,12,0.671839131684876,0.869630746043708,0.112404473466668
"Q53H12",-22.6326164673,-22.5484050996,-21.3652264862,-21.5573441896,-21.3677215896,-21.4386745727,9,6,10,9,9,9,0.105246693502013,0.41025641025641,-0.727502567066669
"Q53H82",-21.1657247145,-21.3963908816,-21.6619755313,-20.7578180107,-21.4864454183,-22.2419051765,4,5,6,8,2,5,0.815568142610696,0.926620598881211,0.0873591593666667
"Q53H96",-22.8297686619,-22.5107330437,-22.4152295738,-22.1061460977,-22.294021385,NA,3,2,1,3,2,NA,0.219173231742381,0.549959382615759,-0.385160018450001
"Q53HC9",NA,NA,NA,NA,NA,-23.614539057,1,0,2,2,2,2,NA,NA,NA
"Q53HL2",NA,NA,NA,NA,NA,-22.4269555077,1,1,3,3,3,4,NA,NA,NA
"Q53R41",NA,NA,NA,NA,-24.6396318338,-24.9030030736,2,3,2,1,1,4,NA,NA,NA
"Q53S08",-22.7823520386,NA,-23.1740410477,-22.7165158952,NA,NA,2,0,1,1,NA,3,NA,NA,NA
"Q562R1",-23.4627389522,NA,NA,NA,NA,NA,130,138,135,145,136,141,NA,NA,NA
"Q56P03",NA,NA,NA,-23.3617860187,NA,NA,NA,1,1,1,1,NA,NA,NA,NA
"Q587I9",-22.1800652588,NA,NA,NA,NA,NA,2,1,NA,1,NA,1,NA,NA,NA
"Q58FF6",-23.7316471211,NA,NA,NA,NA,-24.112055679,28,19,24,21,32,29,NA,NA,NA
"Q5BKZ1",-21.129747499,-20.6283173149,-21.5651246322,-21.3120086475,-21.344601329,-20.9282833375,12,10,10,13,11,10,0.785435020126509,0.915087956698241,0.087234622633332
"Q5C9Z4",-25.2216965263,-24.6160240157,-24.8878847036,-25.022594769,NA,NA,3,1,1,1,3,3,NA,NA,NA
"Q5F1R6",-22.2231104532,-22.9945991252,-22.6092843804,-23.0165772377,-23.6111192082,-22.752834659,5,3,4,5,2,6,0.1875432719954,0.517953321364452,0.517845715366668
"Q5H9R7",-21.4506820627,-21.0959771796,-20.9642648902,-21.781145798,-21.3828828007,-21.5290557914,16,20,18,20,21,27,0.215739217941346,0.549593495934959,0.394053419199999
"Q5JQC4",NA,NA,NA,-22.9842381275,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"Q5JRX3",-22.6490802421,-22.134106864,-22.6762631817,-22.2417800753,-21.9893477649,-22.3288483695,10,8,7,8,11,9,0.343252156411731,0.700183936235438,-0.2998246927
"Q5JS54",NA,NA,-20.6408161483,-21.0689859512,-21.4120627088,NA,NA,NA,3,2,1,NA,NA,NA,NA
"Q5JSH3",-24.7712836599,-22.6827167211,-23.6143631003,-24.5541897494,-22.4170291866,-22.3480457183,6,6,7,4,8,8,0.366291115583669,0.712609970674487,-0.583032942333336
"Q5JSL3",-26.3548293159,-25.0639928889,-25.0948367077,-24.5115540368,-24.5396346832,-26.6590442253,6,4,7,7,5,5,0.634136428982174,0.863582908663269,-0.267808655733333
"Q5JTH9",-22.8033143825,-22.419211561,-22.2490441391,-21.9386055886,-23.0776066947,-22.6212987024,13,16,20,16,16,20,0.864990655549166,0.940738442444927,0.0553136343666658
"Q5JTJ3",-19.869568985,-19.8792761426,-20.1923425945,-20.1814368765,-19.839516532,-19.8608660252,4,5,4,4,4,4,0.924850920069005,0.961319340329835,-0.0197894294666661
"Q5JTV8",NA,-24.1086964066,NA,NA,NA,-24.1540606657,NA,1,NA,NA,NA,1,NA,NA,NA
"Q5JTZ9",-24.4374545298,-23.7651548941,-23.2074350627,-24.6676182727,-24.4529623006,-23.34641631,4,5,6,4,5,6,0.442725129384704,0.762538382804504,0.352317465566667
"Q5JVF3",NA,-23.7267178506,-24.1839568673,-22.1458050798,NA,-23.977144647,1,5,2,4,1,3,0.186884128809661,0.517953321364452,-0.89386249555
"Q5MIZ7",NA,-24.4465046369,NA,NA,NA,NA,2,2,NA,4,5,3,NA,NA,NA
"Q5MNZ6",NA,NA,NA,NA,NA,-23.1577422491,1,NA,NA,NA,NA,1,NA,NA,NA
"Q5PRF9",NA,NA,NA,NA,NA,-24.5001896293,NA,NA,1,NA,NA,1,NA,NA,NA
"Q5QJE6",-20.6832997642,-20.5538000591,-21.8088147513,-20.904389004,-21.0847243306,-20.6694423872,17,20,13,20,14,21,0.730565842438183,0.89651493598862,-0.129119617600001
"Q5R3I4",NA,-23.2632486187,-24.6051164606,-24.0399891922,NA,-23.1159709466,4,2,2,4,2,3,0.532703709028177,0.81781557743957,-0.356202470250004
"Q5RI15",NA,NA,-21.5158306396,-21.2925274242,-21.6604261594,NA,NA,NA,2,1,1,NA,NA,NA,NA
"Q5RKV6",-20.2227909649,-20.1233663666,-20.6526363233,-20.2253103165,-21.0107383874,-21.1850835943,8,9,7,10,10,8,0.221468947671075,0.555913113435237,0.474112881133333
"Q5SRE5",-21.9604921823,-22.3277859814,-22.1765841937,-22.5892915299,-22.3071430718,-22.0453484601,19,19,27,21,16,26,0.591848332374928,0.845,0.158973568133334
"Q5SSJ5",-23.1867397701,-23.2301405551,-24.0144584591,-24.0997254059,-22.9208340123,-23.9162491488,3,3,6,5,6,6,0.671897067280046,0.869630746043708,0.168489927566668
"Q5SW79",-23.9223905619,-23.2543725912,-24.6990091146,-23.6468202857,-23.2653756966,-22.8356168863,6,8,7,10,8,15,0.134051610120759,0.450719822812846,-0.709319799699998
"Q5SY16",-23.4050102059,-21.5994364681,-22.6803269142,-21.8852949915,-21.9686514823,-23.4128168513,9,10,7,11,6,6,0.776706296722254,0.912598156367361,-0.139336754366663
"Q5T0F9",NA,-24.0184301039,NA,NA,-23.847518259,-24.1446268299,1,2,NA,1,1,3,NA,NA,NA
"Q5T1C6",-22.8299631605,NA,NA,NA,NA,-23.1586272739,1,2,3,1,NA,2,NA,NA,NA
"Q5T1M5",NA,NA,NA,NA,-25.3537660079,-25.34318465,1,4,1,1,2,1,NA,NA,NA
"Q5T200",NA,NA,NA,NA,NA,-25.6594547652,2,3,2,4,NA,5,NA,NA,NA
"Q5T280",NA,NA,NA,NA,-23.2579133454,NA,2,2,1,1,3,2,NA,NA,NA
"Q5T3I0",-23.4715135911,-23.9841396668,NA,-23.5148354948,-23.4913680377,-22.1969310168,4,5,1,2,2,5,0.195646348476136,0.529155787641427,-0.660115112516664
"Q5T3J3",-25.4946408843,-23.6477410065,-23.2068118649,-24.9391729911,-25.0429044437,-24.0382626264,2,4,4,4,2,4,0.330317855089132,0.689308176100629,0.557048768500003
"Q5T440",-23.5566870718,NA,NA,-22.6044615308,NA,-23.3685666406,2,2,1,2,1,1,NA,NA,NA
"Q5T4S7",-21.7930621177,-21.9045516593,-21.9121660833,-21.755971667,-21.6781541038,-21.5174997075,63,66,69,76,69,89,0.395297584818861,0.740346950195859,-0.219384794
"Q5T5C0",NA,-25.278986709,NA,NA,NA,NA,1,3,1,2,1,1,NA,NA,NA
"Q5T653",NA,-21.5939300058,NA,NA,NA,NA,6,4,3,2,3,1,NA,NA,NA
"Q5T6F2",-22.2041183593,-22.4673177313,-21.9524531761,-22.2955213077,-22.6194043588,-23.0872399804,6,8,10,7,10,8,0.201451552616446,0.533847472150814,0.459425460066665
"Q5T6V5",-21.825072638,-22.9897108265,NA,-22.0084838625,-24.1377354792,-23.904027561,4,5,4,7,4,6,0.173727285796435,0.505183788878417,0.942690568649997
"Q5T8P6",-23.504336907,-23.4682730946,-23.9733684509,NA,-23.84873536,-24.1626153713,7,7,8,4,11,9,0.288949108683151,0.649279341111874,0.357015881483331
"Q5T9A4",-23.25835063,NA,-23.0947202386,-24.5855468663,NA,NA,16,10,14,14,14,12,NA,NA,NA
"Q5TA45",NA,NA,NA,-24.4295763589,NA,NA,3,3,2,4,3,2,NA,NA,NA
"Q5TAQ9",NA,-24.2122444362,NA,NA,NA,NA,1,1,NA,2,1,NA,NA,NA,NA
"Q5TC12",NA,NA,NA,-22.6481717314,NA,NA,4,NA,2,3,2,3,NA,NA,NA
"Q5TDH0",-20.9856534122,-20.3138959901,-19.8996162288,-20.9106408477,-20.402154097,-20.1307532171,6,7,13,5,10,14,0.815986342725704,0.926973684210526,0.0814608435666671
"Q5TFE4",-22.5717399377,-21.8433733206,-22.1101405061,-22.2810193801,-21.778953331,-22.9493632144,4,3,6,3,4,6,0.668102501437608,0.86885865457294,0.161360720366666
"Q5U5X0",-20.0303117751,-21.1648467117,-21.4405484649,-21.3356984586,-20.8642047684,-21.0652412375,6,1,4,5,2,4,0.607281339850489,0.852184565128624,0.209812504266669
"Q5UIP0",-23.942155334,-23.4329886009,-23.2796530217,-23.6432178788,-23.3932026501,-25.0203947921,18,18,20,18,16,23,0.320484905117884,0.677813504823151,0.467339454800001
"Q5VT25",NA,-24.554796905,-24.8944978159,-25.0734059625,-24.4598949018,-25.3607772575,NA,3,2,3,3,7,0.523423375503163,0.816978548607942,0.240045346816668
"Q5VT52",-24.1389655878,-24.7002692269,-24.5183560984,-23.0317258612,-24.3188582894,-23.3692039214,4,8,11,10,9,13,0.0626559804485336,0.306878306878307,-0.879267613700002
"Q5VTD9",NA,NA,NA,NA,NA,-23.3929634402,NA,NA,NA,1,NA,1,NA,NA,NA
"Q5VTL8",-23.4271920954,-22.9705063131,NA,-22.9492815471,-24.1452006591,-25.3359297646,4,4,4,4,5,2,0.156880966072455,0.478391959798995,0.944621452683332
"Q5VTR2",NA,-24.373871672,-23.5790136574,-24.7343393114,-24.6875095898,-23.4706703645,2,3,5,5,5,9,0.506174381828637,0.801583605030275,0.321063757199997
"Q5VV42",NA,NA,-23.3791025259,-24.0368131622,-23.8939323504,-23.9535726408,NA,1,4,2,3,1,NA,NA,NA
"Q5VVQ6",-21.6493750478,-21.3065531364,-22.1739099765,-21.1564262324,-21.7099218627,-20.9749453138,4,4,5,5,4,7,0.260161730879816,0.617067833698031,-0.429514917266669
"Q5VW32",-23.3835925992,-21.9647277367,NA,-22.6270001049,NA,-23.0427318165,5,3,7,6,4,6,0.750564692351926,0.90426638917794,0.160705792750001
"Q5VWQ0",-23.6817064909,-24.7748385008,-24.9257928372,-24.371702148,-23.8924072003,-24.7681628618,2,2,2,4,3,3,0.76601538240368,0.904712762297902,-0.116688539600002
"Q5VWZ2",NA,-22.1447547306,-22.442901124,-22.9895488546,-22.2332983997,-22.4186025679,3,3,2,2,3,3,0.476831081081081,0.784218217243059,0.253322013433333
"Q5VYK3",-22.9312817886,-23.2534581849,-22.7400588203,-21.9170463873,-22.7989568374,-22.3840557153,26,21,23,25,23,23,0.117964634847614,0.42874251497006,-0.608246617933336
"Q5VZL5",-23.9438024271,-25.3247312269,-26.2527705127,-23.9144953633,-25.294024587,-24.4960860201,5,3,1,5,5,4,0.297660437032777,0.659244264507422,-0.605566065433333
"Q5XKP0",-20.9989033491,-22.0455324738,-21.4600821838,-21.2456201161,-21.1426619437,-20.6149314391,2,4,3,5,3,3,0.21016129959747,0.544472152950956,-0.500434835933333
"Q641Q2",-23.7522248466,-25.231883733,-24.0131343867,NA,-25.1177448383,NA,3,2,4,1,4,4,NA,NA,NA
"Q659C4",-25.1198836596,-24.9376455315,-25.1352630575,-24.8909623899,-24.820119846,-25.3765302087,1,1,1,1,1,1,0.885952990224267,0.944034440344403,-0.0350599346666662
"Q66K74",NA,-23.5134899507,-23.034714065,-24.1912422831,-23.5564837999,-23.5804239332,1,3,6,5,3,5,0.191983179988499,0.523893805309735,0.501947997550001
"Q66PJ3",NA,-21.8346124273,-22.6680269323,-22.7354557161,-21.4795310703,-21.8940213843,1,2,1,2,2,2,0.634876221966648,0.863582908663269,-0.2149836229
"Q676U5",-24.191814791,-24.4787535479,-24.5749328118,NA,-24.0577001174,NA,2,2,2,2,2,NA,NA,NA,NA
"Q68CP9",-24.9016377773,-25.4467688192,NA,NA,NA,-25.1245198338,5,6,6,4,3,9,NA,NA,NA
"Q68CQ4",-24.9045232138,-23.726095853,-23.5060949956,NA,NA,-22.8342868455,5,7,4,3,7,7,NA,NA,NA
"Q68CZ6",NA,-24.0961318356,-24.6634929273,NA,NA,NA,NA,1,2,2,3,NA,NA,NA,NA
"Q68E01",-23.4805395533,-22.8632527532,-25.160664582,-23.2057155538,-23.5941969875,-23.2662323223,4,6,4,6,6,6,0.370209746981024,0.713871154962275,-0.479437341633336
"Q68EM7",NA,-24.7100511938,NA,NA,NA,NA,1,2,1,1,2,2,NA,NA,NA
"Q69YH5",NA,-24.9230276596,-24.0633844277,-24.999155512,-25.0751674278,-25.5464089094,2,2,3,5,4,5,0.103529902242668,0.409090909090909,0.713704572750004
"Q69YL0",NA,-21.287896183,NA,NA,NA,-21.7364686799,NA,1,1,1,NA,1,NA,NA,NA
"Q69YN2",-24.0121108096,-22.6043159731,-24.2264305627,-22.7848113914,-22.9416900747,-21.8828330556,5,6,4,6,7,6,0.0597606382978723,0.298913043478261,-1.07784094123333
"Q69YN4",-24.4412904858,-24.047071465,-24.0123754007,-23.1407230852,-22.8851932189,-24.977967855,7,7,10,10,9,10,0.344336400230017,0.700183936235438,-0.498951064133333
"Q69YU5",NA,NA,NA,-21.5738959157,NA,-21.6204204471,NA,NA,1,2,1,2,NA,NA,NA
"Q6DD87",NA,NA,-23.8930572062,-23.1857233706,NA,-21.8126171868,NA,NA,2,1,NA,3,NA,NA,NA
"Q6DKI1",NA,-21.9159610435,NA,-23.6963678317,NA,-21.2931747273,4,11,3,5,3,5,NA,NA,NA
"Q6DKK2",-23.0864059032,-24.2230550844,NA,-23.2959847898,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA
"Q6DN03",NA,-22.8146720366,-22.7854971648,-22.7924626087,-22.5238625145,-21.7842389092,4,7,4,6,9,8,0.283814548591144,0.646527777777778,-0.433229923233334
"Q6DN90",NA,NA,NA,NA,NA,-25.1724177785,NA,1,1,NA,NA,3,NA,NA,NA
"Q6EEV4",-21.8961102053,-21.8829598974,NA,-20.8379007979,-21.9987815685,NA,2,2,2,3,1,1,0.332861414606095,0.689308176100629,-0.471193868150003
"Q6FI81",-22.1162810536,-21.1080858797,-20.9792396498,-21.0939426008,-21.5624281574,-20.6765333072,10,12,12,10,11,13,0.48055376653249,0.784503631961259,-0.29023417256667
"Q6FIF0",-22.6568145576,NA,NA,-22.4448709783,NA,NA,1,NA,2,2,1,2,NA,NA,NA
"Q6GMV2",NA,-23.8222316933,NA,-23.656289222,NA,-24.1965352534,2,3,2,4,4,4,NA,NA,NA
"Q6GMV3",NA,-20.6825678058,-21.7733882546,-22.0246096717,NA,-20.8808786339,1,2,2,1,1,2,0.676212909718229,0.870086110071134,0.224766122600002
"Q6I9Y2",NA,-22.6328881039,-21.4285875815,-21.3792581179,-21.1846122741,-21.4382237535,2,3,3,3,3,4,0.13332331799885,0.450719822812846,-0.696706460866665
"Q6IA86",-22.7149098881,-22.8551168438,-22.6391539831,-23.1365932205,-22.4609910058,-22.0640000085,10,10,10,10,9,9,0.603420500287522,0.851623510069873,-0.182532160066668
"Q6IAA8",-20.1927851028,-21.3016348571,-20.1637361374,-19.3228882549,-19.7708380874,-21.5767627132,5,4,6,8,5,4,0.553695370902818,0.826730518067044,-0.329222347266668
"Q6IBS0",-19.6224368732,-19.5780214379,-20.0455356224,-20.0791105843,-19.7638447743,-20.2803724165,11,14,15,11,12,11,0.359421506612996,0.710951526032316,0.292444613866667
"Q6IBW4",NA,NA,NA,NA,-24.5343244785,NA,2,NA,NA,3,1,NA,NA,NA,NA
"Q6IN84",NA,-23.7822544195,NA,-23.8847017162,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
"Q6IN85",NA,NA,NA,NA,NA,-24.3219453074,3,5,1,0,2,3,NA,NA,NA
"Q6JBY9",-21.9099562506,-21.9748968431,-24.1897389764,-22.7207630287,-21.8864839191,-21.6640827959,2,4,3,4,4,4,0.312416762507188,0.672067401166559,-0.601087442133334
"Q6KC79",-26.544854202,-26.3209999001,-26.7821267779,-25.5651147204,-25.659037393,-24.70764409,3,7,2,5,8,7,0.0143214491086832,0.13953488372093,-1.23872822553333
"Q6L8Q7",NA,-23.4214030698,NA,-23.0310287366,-23.4512556765,NA,1,4,4,3,2,4,NA,NA,NA
"Q6NUK1",NA,NA,NA,-23.1017893367,NA,NA,2,5,3,3,NA,3,NA,NA,NA
"Q6NUQ1",NA,NA,NA,-24.1853602149,NA,-24.5611753025,NA,1,3,1,NA,2,NA,NA,NA
"Q6NVY1",-22.0617914568,-24.053870733,-22.9048745209,-23.4720995087,-22.5421923257,-22.8280556733,7,8,10,5,9,15,0.883987205290397,0.942989214175655,-0.0593964010000008
"Q6NXE6",-22.4289120827,-22.9607493504,-22.7540892771,-23.5519287588,-23.3506394469,-22.7884716059,6,5,5,3,7,5,0.160791834387579,0.488142292490119,0.515763033800003
"Q6NXR4",-24.0408606362,NA,-22.4108605896,-23.7519535169,-23.905841692,-22.2327426851,2,NA,4,3,3,5,0.888497556066705,0.944410319410319,0.0709853517666659
"Q6NXT1",-22.859838116,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"Q6NYC1",-21.5382279247,-21.2269046905,-21.4603920221,-20.5948143698,-22.0711798693,-20.5635996199,5,6,4,9,4,7,0.453418200115009,0.768922305764411,-0.331976926099998
"Q6NYC8",-23.0964427103,-24.1801904487,NA,-23.8187739907,-22.8205597739,-23.8967705108,3,2,3,2,4,6,0.776042840713054,0.91219678852067,-0.126281821033334
"Q6NZI2",-20.794013328,-20.7435275581,-20.8178204891,-20.314838832,-19.9663374083,-21.1445463671,9,9,7,10,9,9,0.411429557216791,0.749049429657795,-0.309879589266664
"Q6NZY4",-22.9693161439,-21.9046087251,-21.6743593418,-21.7379728249,-22.0937260676,-21.6040410715,4,9,10,7,10,11,0.369729585968948,0.713871154962275,-0.370848082266669
"Q6P158",NA,NA,NA,NA,NA,-25.6807560999,NA,NA,NA,1,3,2,NA,NA,NA
"Q6P161",NA,NA,NA,-22.4409776454,NA,NA,1,1,NA,1,1,1,NA,NA,NA
"Q6P1J9",-22.8378717381,-23.9886865456,NA,NA,NA,NA,8,6,3,5,10,7,NA,NA,NA
"Q6P1K2",-22.6439819529,NA,-22.9088186179,NA,NA,NA,2,1,2,2,NA,3,NA,NA,NA
