"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","log_fold_change_B_vs_A","differential_abundance_pvalue_B_vs_A","differential_abundance_qvalue_B_vs_A"
"P24031",1,NA,1,NA,NA,1,19.5769126489769,18.8228410751712,-0.491645398156157,0.0472655046856327,0.124484697470444
"P00635",1,NA,NA,NA,NA,NA,20.4629426318569,19.5868428474583,-0.69878643510371,0.0021143767851304,0.00865091524954902
"P13674",4,4,5,4,3,5,20.3662584545897,20.3647011469103,0.0974214874548546,0.409432480467652,0.731545237612819
"Q86U44",NA,NA,5,5,5,3,20.63701587998,20.4796955558877,-1.58615971828788e-20,0.99999999990506,1
"P51553",NA,NA,NA,NA,NA,4,20.0200712848987,19.4526662536076,-0.113311230359435,0.432437577629486,0.765137624783248
"P49711",1,1,NA,1,NA,2,18.7074219194489,18.4410987000871,-8.07714474763159e-20,0.999999999582562,1
NA,NA,NA,NA,NA,NA,NA,19.5701681990955,18.4126255504436,-1.08141963463774,0.000409629403687368,0.00207090420753058
"P32913",1,1,NA,NA,NA,NA,17.9990923336167,17.250829573645,-0.480716172224162,0.0385440066180794,0.1051345048735
"P02358",2,2,3,6,6,6,20.2021989067004,21.7224562728838,1.75081963899856,6.01666109919317e-09,7.95888152419587e-08
"Q8N6M0",2,3,4,NA,NA,4,20.9605459154827,20.7229696584606,-1.27681701350804e-20,0.999999999919726,1
"P51970",5,3,5,3,3,5,20.5200984973329,20.562920852822,0.146899294570479,0.31338205182558,0.589252037597225
"P05042",NA,NA,NA,NA,4,NA,19.0694824490781,20.4256544293697,1.57910045770676,0.130330514297934,0.289635559774524
NA,NA,NA,NA,NA,NA,NA,18.8612466448138,19.446818584657,0.410019770431455,0.111303085533573,0.253432996309835
"Q46845",NA,NA,NA,5,3,4,18.8197645509525,19.9152038668423,1.43282209689563,5.9296586943389e-10,9.42672849057853e-09
"Q9H944",4,NA,NA,NA,NA,NA,18.9612315529932,18.5792452754174,-7.82032696915775e-20,0.999999999651622,1
NA,NA,NA,NA,NA,NA,NA,20.4098458897314,19.6634412856092,-0.0481513926575739,0.646385243899704,1
"Q9H7L9",NA,NA,NA,NA,NA,2,18.887921765198,19.0375236920752,0.254874151137261,0.112563213869833,0.255860741948742
"Q12123",6,3,2,3,5,3,18.8140559371637,18.7222810013276,-0.751148682647882,0.00872551549900853,0.0297117876153336
NA,NA,NA,NA,NA,NA,NA,20.1364639551092,20.1647647269284,6.08438564715597e-20,0.999999999731812,1
"O00244",4,3,3,4,NA,2,20.7965873859153,20.7978704602712,0.0365745954405246,0.602656611787863,1
"Q9H9A5",NA,NA,NA,NA,4,NA,18.7358871614721,18.7648580461379,1.36598011205639e-19,0.999999999409916,1
"Q9P0J7",1,3,1,2,2,1,19.6823675081148,19.8395130795682,1.54228907443089e-08,0.99980091582941,1
"P27431",NA,NA,NA,2,NA,NA,17.4890795396471,19.4163364210984,2.07916662592962,7.25391151228221e-05,0.000443126677798906
"Q15363",NA,NA,NA,1,NA,NA,19.9056148078711,19.6343123624699,-9.64172302001973e-20,0.999999999606887,1
"Q9P0L0",6,8,7,6,5,7,22.2865366239758,22.3735259192451,1.14276403001932e-20,0.999999999939064,1
"Q02455",NA,6,10,NA,NA,NA,18.9925192740492,18.1168132276372,-0.730337335676727,0.0035096449012657,0.0135746700216539
"Q14181",2,NA,NA,NA,NA,NA,19.6689580961366,19.6487018938523,1.44142594926692e-19,0.999999999512794,1
"Q96A26",1,NA,NA,NA,NA,NA,21.8294247885406,21.7127559098405,6.66554437832258e-20,0.99999999973865,1
NA,NA,NA,NA,NA,NA,NA,18.8330229225042,19.0294561160724,0.089716841633228,0.483150538650382,0.841051630275962
"P0A9Q1",NA,NA,NA,NA,3,NA,20.3570108558384,21.1007865352267,0.906446592401604,0.00126177632541852,0.00549728740050062
"Q12117",2,3,3,2,2,2,22.1387048173486,20.9357841740654,-0.921978857583448,3.87226894017005e-05,0.00025357115963049
"P40692",NA,NA,4,7,9,8,19.5545200276134,19.5808828041762,0.0649211155972157,0.422234463358636,0.751366654621335
"Q96GD4",4,NA,4,4,NA,5,20.143386679857,20.0469331662207,-6.78661810893476e-20,0.999999999594646,1
NA,NA,NA,NA,NA,NA,NA,22.880453878765,20.1025493640205,-2.36746940246117,5.04589390357641e-05,0.000322034196167791
"Q96GX9",NA,3,1,3,4,3,21.7195728363824,21.4852898422458,-3.84651683203683e-20,0.999999999750725,1
"Q6PD74",4,4,NA,4,5,4,21.1790925473141,20.9892051513674,9.75479944418051e-21,0.999999999905317,1
"P24666",7,6,7,6,6,6,22.4847928563082,22.416833909257,0.0124725890597282,0.669125387115633,1
"P46778",3,4,5,4,4,5,23.2298995234176,23.1491849973032,9.96364923081623e-20,0.999999999411,1
"Q8NFH3",8,6,8,8,10,8,20.7158108381141,20.7152681839682,0.196510767488917,0.00810048236690978,0.0280172647002292
"Q99417",3,3,4,4,4,2,21.6674394150012,21.8983355635285,0.221022610846383,0.18509117916152,0.385217367355876
"P38310",NA,3,NA,NA,NA,NA,18.2377066103094,17.3049193401105,-0.746648494930118,0.00150333174473863,0.00641284754402213
"P07280,P07281",7,6,7,6,5,6,20.6492256349198,20.0223557933682,-0.409994117399527,0.11831993263299,0.267563240975545
"P0AED0",NA,NA,NA,NA,NA,1,19.0552009717004,20.7003146183526,1.79916094077082,0.000343869619789477,0.00178988545685292
"O14757",NA,NA,NA,4,NA,NA,19.4210747592752,19.4395960550023,1.92247392435245e-19,0.999999999337679,1
"Q9Y3T9",10,10,8,11,6,10,21.7607217533652,21.6415404349024,-2.02414628644334e-20,0.999999999904234,1
NA,NA,NA,NA,NA,NA,NA,19.4416253536722,20.7681581904814,1.48837526164279,1.13348571583646e-05,8.2860631692311e-05
"Q99986",6,4,7,7,9,7,21.2559633631096,21.2466548343648,0.105908792302068,0.323142626558144,0.605018369270622
"P41895",3,5,6,NA,NA,NA,19.6458265322125,18.7579736550171,-0.752086053612356,0.00157911332790601,0.00669442581902646
"P05739",4,4,4,5,4,4,23.8627689790304,22.8159536611542,-0.93835735364465,7.11866248715204e-07,6.78200371970911e-06
"P50453",7,9,7,8,8,9,20.925457768438,20.9132956014333,0.0447698295658389,0.397333426176612,0.715498404421754
"P38077",4,5,5,5,NA,NA,21.3422032780694,20.1569238054194,-0.980947450895524,1.75244518602969e-06,1.52379006455761e-05
"Q8NF50",NA,8,8,12,10,10,19.4063686690025,19.4763516339676,0.118968350166431,0.15063828280309,0.325847892063406
"P35573",13,8,11,17,14,14,19.9306667732823,20.3019009470544,0.464013276932244,0.0460241002122615,0.122006630296492
"P40553",3,4,3,NA,NA,2,20.584740314865,19.4200626337141,-0.952166250280707,0.0207458009267075,0.0629289294776793
"P09950",NA,2,NA,NA,NA,NA,19.7451679950419,19.5103760903786,-1.70906364282039e-20,0.99999999992289,1
"Q9NZ45",4,4,1,4,3,3,22.2205214608975,22.0504644818364,2.51840031490457e-21,0.999999999979583,1
NA,NA,NA,NA,NA,NA,NA,20.1491980966825,19.8307254431973,-0.059961815926225,0.456070269943658,0.800771022655097
"Q96AB3",NA,2,3,3,3,3,20.9316680712935,20.9868646095412,0.0867102466095042,0.536803279241823,0.915427369253099
"P59998",NA,NA,NA,NA,5,5,20.4180982072199,20.5815879041097,0.254013616372909,0.14412180466613,0.31450069161881
"P47116",5,3,5,NA,NA,NA,19.5630444158194,18.5366137659441,-0.809306827769263,0.000863221627510602,0.00393104723899996
NA,NA,NA,NA,NA,NA,NA,19.3129916455408,18.583778491304,-1.2460109492499e-19,0.999999999582729,1
"P32803",2,2,2,1,3,NA,21.3561737476679,21.0582831338803,-4.23254272040724e-19,0.99999999916571,1
"P09429",5,5,5,5,5,5,22.2378479912434,22.2681459424621,0.0471732605686882,0.461300997423939,0.808617291399386
"P26583",6,5,6,7,5,6,23.1924985661513,23.0817076053919,2.32845806019155e-20,0.999999999762008,1
"Q9BZL6",NA,NA,NA,1,NA,NA,19.2241839002561,19.4407498669772,1.74609435104213e-19,0.999999999601069,1
"P33602",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"P29295",NA,2,NA,NA,NA,NA,21.5895119715748,21.0151908284676,-2.00283140778642e-20,0.999999999920606,1
"P53365",NA,4,NA,NA,NA,4,19.5935001086844,19.5901990934402,0.107805693862111,0.340081729275167,0.628704506870168
"Q04767",2,2,2,NA,NA,NA,21.0016517249578,19.8032414148914,-0.971645492515038,0.000243073684497844,0.00134480388551323
"Q07960",6,5,5,7,6,9,20.5306921612067,20.28324615056,-7.48962582306856e-12,0.999995769649825,1
"P60624",NA,NA,NA,5,5,5,20.049784247235,22.2842970634035,1.97316674120876,9.75882487075225e-05,0.00058265924963609
"Q9C0E2",5,3,2,5,NA,3,20.1388511788841,19.8296163528439,-7.98922029993363e-20,0.999999999690388,1
"Q9BYD3",NA,NA,3,2,NA,4,19.9848844501071,19.7731220753758,3.82160962697626e-21,0.999999999978483,1
NA,NA,NA,NA,NA,NA,NA,19.2179904528791,18.8429933295796,-2.46210434337655e-19,0.999999999194356,1
"P62487",3,NA,NA,3,NA,NA,20.7295373627611,20.457194836244,-6.83316850530016e-20,0.999999999422718,1
"P37292",9,11,11,6,7,7,21.2675975068576,20.0316208534414,-0.94382922281024,5.46113397718336e-11,1.02942375469906e-09
"O00330",2,3,5,6,3,6,20.0663526538175,19.8713607762893,-6.13376627326908e-21,0.999999999953706,1
"Q9Y2Q9",NA,2,NA,2,NA,NA,19.5338741031058,19.6268666972721,0.10034578379237,0.392399110656671,0.709396984680984
"Q9NR09",NA,4,9,12,5,9,19.5926259913321,19.5796099070839,0.152985252896178,0.215953154862581,0.435038454719351
"Q96HS1",8,8,8,8,10,10,20.0516963602555,20.1837626074042,0.206757929463991,0.0386876164379931,0.1053885740385
"Q15435",NA,4,6,4,5,5,20.2601528647134,20.3070217206592,1.56298802604167e-17,0.999999994833882,1
NA,NA,NA,NA,NA,NA,NA,19.2291075281137,19.1288369946092,-3.22577669369851e-20,0.999999999893706,1
"Q99258",NA,5,2,3,NA,2,20.4542964114547,19.9164648553801,-1.53532067116678e-19,0.999999999514188,1
NA,NA,NA,NA,NA,NA,NA,19.1536861774937,18.890290677316,-9.25354328470221e-20,0.999999999651594,1
"Q6UXV4",2,NA,NA,NA,NA,NA,18.8291497081656,18.9092788677456,0.022664359730651,0.733902189405097,1
"Q04941",NA,1,1,1,1,1,23.1924938972714,22.9264745374289,0.0783044818891479,0.807155294174179,1
"Q8N3U4",5,4,7,7,7,11,20.2866543651669,20.2981825026315,1.65794347306729e-19,0.99999999927337,1
"Cont_A2I7N1",NA,NA,NA,NA,NA,2,20.813389945159,20.6887125718697,3.51796764159358e-20,0.999999999814318,1
"P49757",NA,NA,NA,3,NA,NA,19.7176947377645,19.5825113076073,3.62051717768586e-20,0.999999999863616,1
"Q9UNP9",3,4,5,5,6,7,20.8830953693805,20.625016802828,-5.72791810535418e-20,0.999999999543197,1
"Q6UXN9",6,4,6,4,5,8,21.005138317368,20.7999013235321,8.75099147450265e-20,0.999999999476539,1
"P20645",5,3,4,5,4,4,21.0325690504672,21.0444177888674,0.092128214427597,0.307405299197419,0.579045385140606
"Q96SU4",5,NA,5,5,NA,6,19.7180501071213,19.8863713044733,0.244195027382518,0.0329852286202946,0.0924076627695939
"P32832",3,4,4,NA,NA,NA,19.6666478922462,18.830019518742,-0.455928899328369,0.185495893333659,0.385833996646364
"P0A9M5",NA,NA,NA,1,3,2,18.318575581188,19.5544740492381,1.38185487891007,0.000258811869319249,0.00140825674872886
"P82650",7,8,4,7,7,7,20.7344240147197,20.7783094301821,0.0332362948689875,0.594873519883324,0.999706283611233
NA,NA,NA,NA,NA,NA,NA,21.9689270657515,21.8903898103408,1.44438353815174e-20,0.99999999992242,1
"Q10471",NA,8,5,NA,NA,5,20.4029064427623,20.3082525982794,1.02743422857534e-19,0.999999999535003,1
NA,NA,NA,NA,NA,NA,NA,19.8117091938688,20.9949487418576,1.80711750982606e-19,0.999999999469698,1
"Q9HAU5",8,NA,10,7,7,8,19.4939569485461,19.333124488728,-2.26686943757934e-20,0.999999999899959,1
"Q9NX46",NA,NA,NA,NA,NA,5,19.951937594903,19.6177555061943,-1.04804491451139e-19,0.999999999599487,1
"Q15291",5,6,5,8,7,7,20.9691404774391,20.9257690924674,9.25777707987517e-20,0.999999999524609,1
"P49573",4,6,5,5,9,3,20.7484992801715,19.6513244714334,-0.869537692206796,9.86973378086304e-09,1.26131852046962e-07
"Q6YP21",4,4,6,5,3,4,19.7617607438573,19.6376158913545,4.79912010765131e-18,0.999999995289398,1
"P0A9J6",NA,NA,NA,3,3,4,19.8298890090527,20.5456397578147,0.845352376792451,0.0281799779771165,0.081184389329768
"P21524",1,1,2,NA,NA,NA,20.5492530377101,19.5110401381727,-0.770903567753609,0.00834265068680995,0.0286669989094941
NA,NA,NA,NA,NA,NA,NA,18.811016956794,18.8167327229106,9.68160751259804e-20,0.999999999864701,1
"P35221",NA,NA,NA,3,5,NA,18.8483058627635,18.7628377044986,1.33357107555789e-18,0.999999999510619,1
"Q8WTS1",NA,NA,2,NA,NA,2,19.3787244121075,19.4033217773073,1.59051608862928e-19,0.999999999333068,1
"P0AEU7",NA,NA,NA,3,3,3,19.9315057262445,20.6072424457644,0.405167899382945,0.199716885145367,0.408885073621895
"Q9P0J0",NA,NA,NA,NA,4,NA,20.9541598779604,21.3129644162747,0.488414303609533,0.0343284559157055,0.095562020212602
"O00399",NA,NA,1,1,1,NA,20.8331255639072,21.306085253795,0.629985526634267,0.00325198722937148,0.0126858747942518
"P40580",2,5,NA,NA,NA,NA,20.2962329217939,18.9756398138153,-1.08924836741719,0.00141795289049344,0.00608946733606541
"O75746",NA,5,NA,6,NA,5,19.1237697105288,19.3889821577528,0.36629621283238,0.106416543561961,0.243884722935315
"P35241",NA,4,5,2,4,4,21.0584728617483,21.0488943591759,0.138153909477912,0.12023579332904,0.271137655003397
"P15311",11,11,12,11,11,10,21.5732533592871,21.6533471326019,5.37973186128449e-08,0.99946644919257,1
"P20051",5,5,NA,NA,NA,NA,22.062190265292,21.1097152133596,-0.762681261226533,0.00483258717421347,0.0179622500742948
"O14880",3,2,2,3,3,3,20.9926774963964,20.8939251620698,9.35627522631744e-20,0.999999999453218,1
NA,NA,NA,NA,NA,NA,NA,18.2435808475891,18.8976334637443,0.710384133773331,0.038060075217512,0.104057479650871
"P23857",NA,NA,NA,NA,NA,2,18.4204710267037,19.6318384543592,0.322439082195532,0.371606372826234,0.677023968165986
NA,NA,NA,NA,NA,NA,NA,19.6130349708151,19.0092874427988,-4.74552222976822e-16,0.999999966847039,1
"P0A6L0",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"Q8WU76",NA,5,4,3,NA,NA,19.6645469830963,19.907066830575,0.272812261173568,0.121415849216947,0.27327626958083
"Q9UHB6",6,11,NA,6,7,7,20.0999935705468,20.1071326343356,1.23042271865692e-19,0.999999999295732,1
"O14818",9,11,10,8,10,9,21.0430532504446,20.9635010605857,0.190374845765018,0.0390444483795609,0.106115653216953
"P31153",6,5,6,6,6,6,22.7588266786173,22.8280313029751,0.185879746740992,0.028225341875734,0.081184389329768
"P19358",8,5,6,5,5,4,21.3418525827696,20.3878857027939,-0.780199095041163,3.16616181481279e-07,3.17699658908401e-06
"Q9NUD5",2,2,NA,NA,NA,NA,20.3011416994318,20.1660870327195,6.29758540477374e-20,0.999999999720009,1
"P78330",NA,NA,NA,3,5,NA,20.580646108863,20.5190908243468,6.8555677156077e-20,0.999999999739876,1
"O15213",3,NA,3,NA,2,5,19.8293668795467,20.0841030808608,0.425304143406595,0.00050323263693952,0.00244798327904773
"P20606",5,5,7,3,5,4,23.5042199733084,22.4181499759419,-0.883262370931261,8.36025830742883e-06,6.31265283928603e-05
NA,NA,NA,NA,NA,NA,NA,18.940279855883,18.4615825486941,-8.07228635462997e-20,0.999999999720674,1
"P37387",NA,NA,NA,NA,5,NA,18.0261111055957,19.7565689123832,0.752561259594847,0.171967340750393,0.363562760442871
NA,NA,NA,NA,NA,NA,NA,21.3542024449462,21.3145472290521,0.031915605951437,0.743862771669678,1
"Q9Y6Y8",1,NA,NA,3,NA,NA,19.887193802129,19.8508223536877,1.11416922914416e-18,0.999999998392489,1
"P38795",8,7,8,NA,NA,NA,20.6394413390763,19.7290435236482,-0.547929005913716,0.000355231065156699,0.00183634628981103
"P40008",3,3,4,NA,NA,NA,21.5943186896851,20.2978254466663,-1.04305343081812,1.74169736875908e-06,1.51694368189941e-05
"P40518",4,8,4,4,5,4,20.8619887693102,19.9842463926275,-0.55809401739933,7.34604960249799e-06,5.619195623476e-05
"Q07505",3,3,3,NA,NA,NA,20.1044650767095,18.955752345663,-0.87138744032634,0.00787590519857079,0.0273121075151489
"Q9BSJ2",NA,NA,4,4,NA,5,19.4454730037437,19.5815277685804,0.324538082397202,0.0150599677148565,0.0479123023502184
"P32857",3,1,NA,NA,NA,NA,20.4940490002979,19.9685270892056,-0.289019278913231,0.0978590866271065,0.228422009606147
"O75663",7,7,9,6,7,6,21.4055674419572,21.2275721712435,3.029238455583e-20,0.99999999976391,1
"P55039",2,NA,NA,NA,3,NA,20.134586040519,19.9293213507107,5.50651980954864e-20,0.999999999770839,1
"P61201",7,10,8,8,6,10,21.395845502087,21.5095772696619,0.0272230290896197,0.635420748734,1
"Q9Y6B6",NA,2,NA,NA,NA,2,20.8123510454472,20.721060602006,1.46533124089153e-12,0.999998874656611,1
"P40347",NA,NA,1,NA,NA,NA,19.6622782214225,19.1994365636059,-0.245349556044692,0.331691537232641,0.615998569146334
"P22033",2,3,NA,5,4,4,20.0365896302784,19.9541813238299,5.71402376981226e-20,0.999999999634004,1
"Q12250",4,3,6,4,4,4,21.1823514301546,20.2885674505862,-0.532833542773758,0.00250181981358291,0.0100186684188851
"P14859",NA,1,1,NA,NA,3,19.3494361950582,19.1266023311293,1.71341250466517e-17,0.999999996650915,1
"O95232",6,7,9,6,6,10,22.7449916370495,22.7872168461146,0.199995113254124,0.0543556678408655,0.139673424958173
"Q9UBV8",NA,NA,2,NA,3,5,20.8638265871951,20.5034001243898,-1.67677439414042e-20,0.999999999874898,1
"O43823",5,9,4,7,7,5,20.463674220812,20.5242066768199,0.00185989624683442,0.905988030597538,1
"O60888",2,2,4,2,2,2,23.2540472042999,23.234623702736,7.69196221641451e-20,0.999999999605647,1
"Q9H9H4",NA,2,3,NA,NA,NA,20.2748393295096,20.108344360846,-1.39703162151886e-18,0.999999999730127,1
"Q04602",2,NA,NA,NA,NA,NA,19.6124089292235,18.9114621736085,-2.90142995768179e-20,0.999999999870463,1
"P52434",3,3,6,5,6,8,21.4155538157851,21.5889239939648,0.377469204381003,0.030740033212668,0.0872289759658396
NA,NA,NA,NA,NA,NA,NA,21.0782033703602,20.4019143674165,-0.503034113689265,0.00928708181895796,0.0314411984243967
"P53337",4,5,5,NA,2,NA,22.0678930098585,20.9748184685891,-0.915614189849112,2.88247143360696e-10,4.84512236515208e-09
NA,NA,NA,NA,NA,NA,NA,21.7222697215844,21.4775423680827,-3.37207375801772e-20,0.999999999858999,1
"P41056",1,1,1,1,1,1,24.4605330961046,23.6084236032158,-0.650715701147267,0.00242705369671328,0.00977115897120724
NA,NA,NA,NA,NA,NA,NA,19.043648130847,19.0517934918313,0.071087885486525,0.600646149773592,1
"Cont_Q28085",NA,NA,NA,5,4,4,19.6948719985282,19.7514565610739,6.35381499693922e-08,0.999447056274218,1
"Q9GZZ1",7,6,NA,7,6,7,21.7614377061277,21.7544472459055,1.20887267716209e-19,0.999999999262865,1
"Cont_Q3ZBD7",NA,NA,NA,1,NA,1,23.1096835717148,23.2002476915864,2.44012588930361e-19,0.999999999164042,1
"O00629",3,5,6,7,7,6,21.703288340735,21.6865812015287,0.120417892743218,0.191929451202074,0.396168808543037
NA,NA,NA,NA,NA,NA,NA,21.7368975476257,20.5730362191001,-0.877253098311043,0.00763985434541101,0.0266511244118171
"Q96P47",NA,NA,4,NA,NA,NA,21.3005692523529,20.5676957029524,-1.48954837336025e-19,0.999999999568978,1
"Q9Y277",9,9,9,8,10,8,22.5967256776185,22.5158197279456,0.021773877474403,0.551452038976102,0.937983841996734
"O60701",6,7,4,9,7,5,20.1438508001984,20.1080365220827,9.80793543705515e-20,0.999999999375322,1
NA,NA,NA,NA,NA,NA,NA,19.3309587909105,19.2198987730853,9.53345512011422e-20,0.999999999540671,1
"Q92688",3,4,3,3,4,5,25.3737113075383,25.2087582705429,0.131767078974545,0.211112853245382,0.428229684638403
"P15640",NA,NA,NA,3,6,2,19.7167652323054,20.7092570985912,1.46219380301313,4.3096502896779e-06,3.46215132860274e-05
"O95139",NA,NA,NA,NA,NA,2,20.2612244886802,20.2681651741648,1.21509985498383e-19,0.999999999624311,1
"Q9NRX1",7,8,8,8,9,7,21.07369298128,21.1140410720475,3.91280050582489e-09,0.999816430098568,1
"P47018",NA,7,7,NA,NA,NA,19.7197201593656,18.442497612697,-1.12979176118438,0.000543041807024946,0.00261273897673443
"P64503",NA,NA,NA,NA,NA,1,19.2824903018804,20.336841996383,1.06892520358708,0.00126235550007707,0.00549728740050062
"P61586",NA,NA,1,NA,2,NA,22.3714486354953,21.9646497576617,-0.147274038600452,0.306649369048895,0.577827693623731
"Q07812",2,4,3,4,3,5,20.4894328447591,20.7259493680518,1.38158027178011e-19,0.999999999254922,1
"Q9NVN8",3,2,NA,NA,NA,NA,19.9660912538622,19.9912222221762,-6.32772130789263e-20,0.999999999598126,1
"O94832",NA,4,NA,NA,3,NA,19.2224094096022,18.968096238232,8.25608901438085e-20,0.999999999716372,1
"Q9BSD7",5,6,5,6,5,4,21.3864176092098,21.3619197023755,3.80769152908565e-20,0.999999999664089,1
"P09831",NA,NA,NA,NA,NA,5,16.9453264554236,19.4578843683172,0.910460419849186,0.103246058924355,0.238482581620457
"P17442",6,6,4,NA,NA,NA,19.4175236162793,18.7411177945548,-0.583842262505168,0.000182018116662342,0.00103411369186635
"Q13131",4,3,3,3,3,4,19.6140845367974,19.6581470379556,0.139256404173449,0.236230636033868,0.467501048738941
"P32608",2,NA,3,NA,NA,NA,20.5444601914284,19.9107097538289,-0.570709556675156,0.00838969196755802,0.0287724458770443
"P63241",2,2,3,3,3,3,22.2377724694334,22.3707479876595,1.4309174664464e-19,0.99999999953541,1
"P29012",NA,NA,NA,NA,NA,3,18.6994364446229,19.9739961848309,1.34909131640619,5.98031000618059e-05,0.000374425577848412
"Q96AT9",2,NA,NA,3,2,NA,21.2879018037823,20.9349144943947,-2.88440092062837e-12,0.999998369527574,1
"P00568",2,4,4,4,4,4,21.4373625033006,21.4040948351728,1.77641229609364e-19,0.99999999937389,1
"P32445",4,3,3,NA,NA,NA,21.8336577481334,20.5964773840391,-1.10774907369192,1.36206036583496e-08,1.67966229226096e-07
"P19174",10,5,NA,NA,9,10,19.8386972740695,20.0694605415408,0.433472259421504,0.134227299117456,0.29679584614241
"P12758",NA,1,NA,3,5,5,19.7702365554654,21.2771890858197,1.67494847912281,1.72777342854237e-13,4.49221091421015e-12
"P49902",NA,NA,1,NA,NA,3,20.0255693824186,20.0675598060279,1.15522372102252e-19,0.999999999537655,1
"Q01581",14,12,14,14,13,16,22.2388748914113,22.1455778223936,0.0723872288176134,0.215269098715656,0.434655815998941
NA,NA,NA,NA,NA,NA,NA,19.4520893567648,20.9592896133628,1.89654849750051,0.000209817352074948,0.00117685014266905
"Q8IUH3",1,NA,NA,NA,5,NA,19.4571942878013,19.8718053925369,0.594418164720586,0.00343806383352379,0.0133525393034132
"Q6DD87",NA,NA,NA,1,NA,4,19.5124983561825,19.0329643533529,-1.69773316285023e-19,0.999999999325416,1
"P0ACD4",NA,NA,NA,NA,NA,3,19.4363641299807,20.9064248090743,1.72773929299335,2.78034983230795e-07,2.82749256549544e-06
"Q49AR2",5,2,5,4,5,6,19.3999579909996,19.5311683915975,0.227565907499068,0.0309505769602515,0.0877792290146199
"Q8TAC1",2,2,2,3,2,2,19.3662853155173,19.8038425741155,0.380728762874656,0.102407684173604,0.236960875523139
"Q99426",6,4,4,5,4,5,21.1150227382813,21.324263952619,0.0854041377236773,0.417176687603076,0.743619911235742
"P39102",NA,1,NA,NA,NA,NA,18.5596286174163,17.3269186417716,-1.02585292307899,0.00105164611266288,0.00466044347828267
"P55036",8,9,5,7,6,8,22.0462155974024,21.9952925210037,9.25855136570208e-20,0.999999999382662,1
"P62241",9,8,10,9,9,11,24.0432259214752,24.0428354477319,0.113626528665706,0.0818679179104649,0.19649789483012
NA,NA,NA,NA,NA,NA,NA,19.5887368177341,18.8510803483644,-0.50236534659612,0.000679455629544833,0.00317922589781704
"Q08647",3,1,2,NA,NA,NA,19.7173058583722,19.0266769495902,-0.479021229393919,0.00700192411792172,0.0247695412160797
"Q6P587",NA,NA,1,NA,1,NA,20.1761857556128,20.1098764395286,4.10812545570682e-20,0.999999999864727,1
"P40093",NA,4,4,NA,NA,NA,20.2959709471892,19.3511697696819,-0.515977024410995,0.0600936155027415,0.151685367108307
"Q9UET6",2,2,3,2,1,NA,20.3140331593891,20.3551346574338,0.270768359673142,0.123508264724235,0.276687869785447
NA,NA,NA,NA,NA,NA,NA,20.6664750970586,19.825133351047,-0.584571096054694,0.0123930657521229,0.0403769142220399
"Q9P2R7",NA,5,NA,NA,5,9,20.5234557893809,20.5652535696518,0.041704643535323,0.574479143868132,0.971827218376924
"P50416",NA,NA,NA,NA,NA,7,20.4554834014528,20.225801344417,7.97438803772299e-22,0.999999999996385,1
"Q16718",3,4,3,3,4,4,22.1613474224771,22.0394746011758,4.75506688758038e-20,0.999999999598067,1
"O43665",NA,NA,4,NA,NA,5,20.5262299782416,20.0258655168738,-4.12499893558164e-20,0.999999999778018,1
"P0A6F9",NA,NA,3,3,4,4,22.365620007193,23.9210204092822,1.70167876856753,7.94925895789112e-08,8.77744535141199e-07
NA,NA,NA,NA,NA,NA,NA,20.6170748335886,20.0642460564383,-1.68601247811028e-19,0.999999999425649,1
NA,NA,NA,NA,NA,NA,NA,19.9814223899696,19.8777211359324,7.35432462154094e-20,0.999999999670015,1
"P53044",NA,NA,2,NA,NA,NA,20.6024959289333,19.4211464313629,-1.08447127274522,2.69357768608966e-07,2.75517500526767e-06
NA,NA,NA,NA,NA,NA,NA,19.0739606988012,19.5119483418713,3.67450600512894e-20,0.999999999902933,1
"P04632",4,4,5,6,6,6,21.7080849423755,21.718353438928,0.0645706778069459,0.496903503170539,0.858761195066831
"Q92600",NA,NA,5,NA,3,4,19.7677627089826,19.8985432264562,3.02283948104553e-08,0.999738178733008,1
NA,NA,NA,NA,NA,NA,NA,21.2593992334522,21.285972288973,1.42064068876704e-19,0.999999999524541,1
"Q8NCF5",NA,NA,1,2,NA,NA,18.3484807902845,18.4808423524808,5.49568891501127e-20,0.999999999776811,1
"P20107",1,1,1,1,1,NA,21.6841111287151,20.8344440759967,-0.624693799885784,0.00724608125495851,0.0254625944498476
"P60604",1,1,3,3,3,3,20.5345401195967,20.6597944209327,2.08403797676021e-19,0.999999999376429,1
"P16220",NA,NA,NA,2,NA,NA,19.5692010075132,19.6148085970337,5.96785836006711e-20,0.999999999735073,1
NA,NA,NA,NA,NA,NA,NA,18.5471909636892,20.9452742335101,2.31093539905288,0.0010847435026676,0.00478702024003312
"Q96AX1",NA,NA,NA,8,NA,NA,19.5059424905377,19.2418832914292,-1.08079769140261e-19,0.999999999441704,1
"O60783",3,3,3,3,1,NA,20.6425641208946,20.9545176064532,0.476084375944605,0.00967797175792247,0.0325975334641447
"Q15006",NA,3,NA,4,3,3,21.1372347727791,21.070966330851,0.000120718829987724,0.976198077199971,1
