"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"Q7L0Y3",8,7,7,11,10,10,0.0120160657054365,0.0514970704887285,27.2841939013916,27.2542601820115,27.1005715724949,27.8989233238532,27.7432422981213,27.5303112808593
"Q7L1Q6",6,6,6,7,7,6,0.125394554344343,0.270985294608664,27.2532835598051,27.028197633903,26.8266541906589,27.2608933553813,27.4562560126818,27.2236722075257
"Q7L2E3",13,15,15,16,18,14,0.452438789848735,0.601055841377382,27.6513571341581,27.9046251579543,27.8043125356897,27.7606231823095,28.2299854182353,27.786372262291
"Q7L2H7",9,11,11,10,11,10,0.834807605708683,0.890227278457927,29.1445764182659,28.7237798823899,28.8954288787197,29.1811933153528,29.1133433608257,28.6052528113132
"Q7L2J0",6,6,4,6,4,5,0.860332990049883,0.906674818606212,26.6302493294791,26.4435521144693,25.4872965138717,27.1228961051451,25.6968393343316,26.0047579174261
"Q7L4I2",3,3,3,3,3,3,0.324745915236961,0.485098515164053,25.4784961832005,24.8346206158336,24.0595113827121,25.3861231194249,25.0591086722989,25.1102166945698
"Q7L576,Q96F07",7,8,7,7,7,7,0.481403747113393,0.627654728302743,26.287882798245,27.10689598337,26.3267472662599,26.4979274602991,26.308717986381,26.3546285612608
"Q7L5D6",1,1,1,3,2,2,0.0111864000581105,0.0490695741010577,23.7605425808645,23.2988204344039,24.6896903463632,25.4098852431306,25.0445917923455,25.3507370557731
"Q7L5N1",6,6,5,6,7,5,0.213027027606166,0.37421271031047,26.6089549576636,26.673704985269,25.4410430463168,26.574631095823,27.0792865542365,26.636309614684
"Q7L5Y9",2,1,3,2,1,2,0.514264322756173,0.653207075704672,22.786929249897,23.4450455174587,24.5634290227464,24.2325527308328,23.3202485984833,24.322286717882
"Q7L775",1,1,2,2,1,2,0.0549753495549363,0.157338484736273,25.5932843388358,25.4797424410009,26.0065040813487,26.3862001556038,25.9572278640595,26.1470623416112
"Q9H8S9,Q7L9L4",4,3,4,4,4,4,0.113671901049777,0.252838231393995,26.997817062615,26.4593578177431,27.1071858027048,27.0512233486677,27.2972231712223,27.4083269775904
"Q7LBC6",8,5,4,5,6,5,0.500270356233247,0.64324502963249,26.1573445575776,25.196366404602,25.0518587286715,25.545955128456,26.0029207108055,25.5687698430392
"Q7RTV0",5,4,4,4,4,4,0.83474378120526,0.890227278457927,27.1286561425762,26.9393811783533,26.8364626334835,26.7521002544876,27.0686250039019,27.190951432163
"Q7Z2T5",4,6,7,5,5,6,0.946752192949734,0.965351805301036,25.6136247230059,26.6343792650871,26.4324013416637,26.0303767717405,26.4010408199724,26.310445463224
"Q7Z2W4",13,17,14,15,15,17,0.307494494253806,0.46681526564667,27.6166874692831,27.9485512371077,27.8288846402177,27.8728397603055,27.8520880165619,28.204800558657
"Q7Z3B4",9,12,9,11,10,10,0.249202605923965,0.409827789554841,27.760157133165,27.9091571364058,27.7110416835856,27.7901067265106,28.0274895752943,28.0730636961524
"Q7Z3K3",5,6,6,3,3,6,0.634499662215555,0.743913508621002,24.8505690924609,25.3768608831124,25.3825027857415,24.5400124160817,24.9713979345221,25.6219040079701
"Q7Z3U7",1,2,0,1,2,2,0.81575674003764,0.877708077370687,22.3421668314319,23.5613742222467,NA,22.7026948295521,23.3580237222574,23.1113332265501
"Q7Z406",1,1,2,1,2,1,0.0866442677415153,0.212969369308617,25.2682995750322,25.2307133572859,25.402762339679,25.7555631780106,27.6084635841998,25.7787953137558
"Q7Z417",9,10,9,9,8,7,0.626937212188602,0.739422844365151,26.9372270829005,27.4534340895812,27.2328628597884,27.4388250741683,27.0033279138822,26.8469558593169
"Q7Z434",3,4,4,4,3,4,0.795688007614574,0.865092633636246,25.025070218737,25.3065185005152,25.1274745933788,25.14512202338,25.1029433179129,25.3187314724339
"Q7Z460",6,6,6,7,7,6,0.194985857226841,0.352287319076773,25.8031292670582,25.8297232257038,25.3554430132217,26.1850784804179,26.1116801348341,25.6405224007589
"Q7Z478",2,2,2,2,2,2,0.0301678843198325,0.102248059633786,23.4611052691946,22.7493324000936,23.5656192388053,23.9226992534758,23.8529779020628,24.0808639452941
"Q7Z4H3",8,9,8,7,6,8,0.312803992040175,0.471739441880092,28.0302062486351,27.8813982981187,27.6089046542181,27.7364285134405,27.4002486664692,27.7990688129793
"Q7Z4V5",3,3,2,3,3,2,0.487532004001551,0.632571388582217,25.1119485953366,24.9682015153565,24.5095880930688,25.0003439236972,25.5505384485232,24.6647734307622
"Q7Z4W1",4,3,4,4,5,5,0.444750916461638,0.593782171758266,26.0181856525021,25.7203755021625,26.0126712493841,25.7287182061272,26.4070739434016,26.1286826333298
"Q7Z569",2,2,2,2,2,1,0.192632367300476,0.349666643632713,24.0499038561395,24.3634260082464,24.4021360694918,24.1089836191072,24.1560992900717,22.7845479622422
"Q7Z5K2",1,2,3,1,3,4,0.133138778877592,0.280804026463048,22.3238912110247,23.6884065042381,24.1597606179197,23.4990677054016,24.8216304898211,25.1794339560396
"Q7Z5L9",5,5,4,4,3,5,0.773692077642669,0.850297099061878,24.5237378648491,25.1608513143991,24.1972221058842,24.9018898910168,23.8315823322326,25.6001700370191
"Q7Z6E9",3,5,6,6,6,7,0.213346392354412,0.374340862277242,24.4885276706613,25.4664343339341,25.8123175666579,25.5554744999792,25.8054641256634,25.8993003454995
"Q7Z6M1",0,0,1,0,0,1,NA,NA,NA,NA,24.0227853627525,NA,NA,NA
"Q7Z6Z7",30,29,34,35,31,34,0.0929113499059514,0.223839487088351,28.5636416779159,28.3296191842656,28.6147922523374,28.839856677855,28.6586050164139,28.8033638122735
"Q7Z739",6,6,6,6,6,6,0.0553060637126321,0.157987640987494,25.3196967197229,25.4218187623148,25.5381731073151,25.5498116834418,26.0247719153268,25.8681979649366
"Q7Z7A3",2,1,1,2,1,2,0.0665009435575713,0.178247534964536,23.9097910317187,22.6217044830134,21.8502470877438,24.4575135969297,23.4394232670125,24.4343769899783
"Q7Z7C8",2,2,1,2,1,1,0.801002691853852,0.868271209132894,24.2703460936171,22.5137693754464,22.7441645756516,23.8954636218573,23.0786297564079,22.9735114283602
"Q7Z7K0",1,2,2,2,2,2,0.23322861515575,0.394483922458364,22.6009065663771,23.8177000016582,24.6180553932982,24.0257854208279,24.353862581953,24.7807881178521
"Q7Z7K6",4,4,4,3,3,3,0.781839476518267,0.856774367493715,25.5358645205187,25.28763470925,24.7930054174327,25.6267133741462,24.8217459331308,24.9094410555929
"Q86SX6",2,1,1,2,2,2,0.212522044210929,0.373756964414131,26.6879626829935,25.1789792454859,25.5388669013162,26.5464205278579,26.0855016504345,26.5028359679702
"Q86U06",1,1,1,0,1,1,0.570926709103076,0.696967526606431,19.4403263420189,21.1942302685526,22.0814874543974,NA,21.245059689778,21.5520820334956
"Q86U38",1,1,2,0,1,2,0.995554117173807,0.997522047561368,22.2473064597851,23.2412226145097,23.3757506041987,NA,21.9891149112805,23.9285270521709
"Q86U42",6,6,7,7,7,7,0.0618727588501456,0.170243381106372,28.916910457196,28.2450153422204,28.9320357715031,29.247227421046,29.3573160994695,29.0555582670239
"Q86U44",2,2,3,3,1,2,0.58544454007573,0.708817715670911,24.2153368091964,24.0467009005126,24.6279172168655,25.1114087875236,23.0830477186112,23.7838668030979
"Q86U70",1,2,2,2,1,2,0.554493459443544,0.683603618079088,22.8752782415704,24.3511977506199,24.6097303658049,24.9930784650361,23.3269334909506,24.7016551064473
"Q86U90",3,3,3,4,4,4,0.00154438230217859,0.0110777862618534,25.3710468515411,25.025985884202,25.1101064923932,25.8820329896646,26.1948751895845,25.9996947184762
"Q86UA1",2,1,1,2,2,0,0.11031662555108,0.249635141748029,23.5745704045758,21.9019999581545,22.1193270189061,23.7784882317518,23.4792391170018,NA
"Q86UE4",3,4,4,4,3,4,0.917159963476253,0.944024556595935,24.9222478005268,25.5428287742288,25.5109778389049,25.1091236435374,25.0384459061419,25.9289549865142
"Q86UK7",6,6,8,7,6,8,0.729537354233782,0.816723781598654,25.7328147744326,26.3510674121282,26.4598745300502,26.1430264730454,25.8753405012438,26.2701956916127
"Q86UP2",13,14,13,12,11,12,0.460741755612584,0.608514593829792,27.3855024804267,27.3058312396271,27.3550913336644,27.2177164164814,27.1918638811507,27.3729869292927
"Q86UV5",5,7,7,7,6,6,0.0158109512873038,0.0635502729274711,26.1341532236526,26.0348847384546,26.1239780287823,26.6992420152944,26.4939799963561,26.3911612063735
"Q86UX7",18,17,16,16,15,17,0.70839509728984,0.802308449313865,29.7230801772705,29.7672449741527,30.5844211035474,29.798669170658,29.8464251074083,30.8905743601483
"Q86V81",5,5,5,5,5,5,0.100736874563779,0.235069883253176,29.3194302828626,29.2991282461844,29.2416790070717,29.5557014071479,29.5090951893366,29.4182480958532
"Q86VD1",2,2,2,2,2,1,0.00174934383180194,0.012055145862055,30.1482905537256,30.2159063741095,30.147364221695,28.87753959969,29.4609655889235,29.2785139684704
"Q86VM9",7,6,7,7,7,7,0.424499215011329,0.574478023993379,27.0047028715695,26.7150287696886,26.9148151635822,26.8785324957526,27.0386445697392,27.0543575016227
"Q86VP6",22,22,21,22,20,20,0.0963026207172739,0.229536340497494,29.7587107864242,29.6185243276585,29.5869391581571,30.1002255589871,29.8942946838869,29.7717599759654
"Q86W42",4,5,4,5,5,5,0.266690353558837,0.425845779816386,26.3704670991754,26.7674077667402,26.3994918479618,26.6318066705229,26.6778169454576,26.7812858890678
"Q86W56",3,4,5,3,4,4,0.166255222263653,0.320738397113253,24.723003265667,24.7656703647047,24.890229465649,24.3690743681435,24.5340403175513,24.7796022565671
"Q86WB0",6,6,7,8,5,7,0.566781983505867,0.694074794168949,26.0048233823695,26.5225765955026,26.3140798928266,26.5690600859197,25.9646178499113,26.7797446113988
"Q86X55",7,6,7,6,6,6,0.784763606862726,0.858947114805123,28.7126967344917,28.6631864072285,28.4567638962176,28.4876603979427,28.6840295535927,28.551031565799
"Q86X83",3,2,3,1,2,3,0.471058577026478,0.618579070994806,24.451092878888,24.30499413207,24.8720177196147,23.5391119654424,24.4671274158066,24.7934866919262
"Q86XI2",3,2,3,3,2,3,0.0104662072752447,0.046673350527533,23.7848871865962,23.6191859350513,23.7596375887446,24.6444376408578,24.1519732408746,25.0276746221702
"Q86XP3",17,18,18,17,17,19,0.694223345113559,0.792791508129767,28.7540404475754,28.6644981470136,28.5648165456079,28.6061584473635,28.6497722447306,28.8906430157764
"Q86Y39",2,1,2,2,1,2,0.260218730544068,0.420218707519306,24.2145867727663,23.4365532875807,24.2398438899298,24.9414837860812,23.5722808230337,25.1911119902891
"Q86Y56",7,8,11,8,9,12,0.24879985739837,0.409313000162772,26.7224317939274,26.2471648062089,26.830504622187,26.802065534115,26.7015520773915,27.0729668937206
"Q86Y82",3,1,0,3,1,1,0.906861924444533,0.938544487140644,25.7225343824482,24.971031402837,NA,25.8369498693192,25.0119286237687,25.0528269154807
"Q86YP4",9,7,7,8,8,7,0.0185485147129145,0.0715891067007749,26.7221386436646,26.6155734758375,26.771324193835,27.0664466349774,27.1273630330367,26.9955128429703
"Q8IU81",2,5,3,2,4,3,0.51508266397653,0.653647801194729,24.089078624789,25.5256595528668,24.1999819250728,24.4397346536091,24.9783534468608,25.3400292413758
"Q8IUE6",1,1,1,1,1,1,0.947153590646085,0.965351805301036,27.2348048864611,27.2352401534495,27.0271538731682,26.9810404870229,27.3816731459195,27.1030480792987
"Q9BRT8,Q8IUF1,Q5RIA9,Q5JTY5,Q4V339",1,1,1,2,2,2,0.00180021798674098,0.0123127353156107,22.2185658429051,NA,22.72497461709,23.9949992954083,23.7766626244954,23.6906438409086
"Q8IUF8",3,2,2,4,3,3,0.609106907085327,0.72514240869605,24.3641871259188,23.8699817561497,28.2080740734034,25.0519033611566,24.4349625473828,25.0719403884159
"Q8IUI8",4,5,4,5,4,4,0.103097377541846,0.239101415501138,26.2151909993149,25.6086363246471,25.2417931488528,26.3520189511399,26.0895103727932,26.1623019942019
"Q8IV38",3,4,4,4,3,2,0.976314390554975,0.984379769237225,24.8852834223299,25.3760355345367,25.1857500733346,25.3269148232748,25.2516129747242,24.8864022105689
"Q8IV48",1,0,1,1,0,1,0.597666645353783,0.718081442218583,24.1621286149588,NA,24.2035493137126,24.5609786927618,NA,23.2109191740015
"Q8IVD9",1,1,2,2,2,2,0.0437469320323019,0.134139603178916,22.8079661658941,22.674436685436,24.7991406736777,24.9403824720868,24.6326832487794,25.4697185707604
"Q8IVM0",1,2,2,1,2,1,0.391248039908436,0.544999559713674,23.3274107341625,24.1318432226799,24.4226876284328,23.0911552956104,24.4076893291922,23.0796619048341
"Q8IVS2",1,1,2,0,0,2,0.0692635986422441,0.182964989580728,22.365178741224,22.7076637360298,22.0700407943594,NA,NA,23.1890769325422
"Q8IWA0",10,9,9,10,8,8,0.142086607382651,0.290862110504068,27.0472149865195,27.1284335921163,27.2055013815569,28.7612544368256,27.3459978467874,27.3505613715305
"Q8IWJ2",3,0,1,2,3,3,0.526539279630667,0.661857431501565,24.3484710090209,NA,21.1250410891753,22.9882956206756,23.9990720604506,23.2935299112596
"Q8IWS0",4,4,4,6,6,4,0.0230944778721608,0.0837499218928455,25.9225285028378,25.4862452458625,25.7951847625214,26.0436975612846,26.3939539642423,26.3769757911672
"Q8IWV7",0,2,2,2,0,0,0.388008136220074,0.541312879949841,NA,23.2171424685695,23.5190623016207,23.6405033380645,NA,NA
"Q8IWX8",11,12,11,12,11,9,0.647979999136175,0.755259263173027,28.10838635589,28.2041885234405,28.2338578483173,28.2173917167447,28.1799242678391,27.9734865366403
"Q8IWZ3",6,6,6,6,7,6,0.192768875216193,0.349666643632713,25.5556763374604,25.8850638008782,25.6117101475871,25.8898238505701,26.0725110534997,25.7580161097449
"Q8IWZ8",2,2,1,2,3,3,0.0492878551710842,0.146007269669147,23.5869874369314,24.0570367129427,23.2685708007065,23.834439533903,24.9273371075347,24.9197263082295
"Q8IX01",5,5,5,6,3,2,0.350664192166894,0.506230646939257,25.1077805727173,25.1043034770502,25.4223922500719,25.5447823458118,25.0071652427697,23.3789504330036
"Q8IX12",11,10,12,11,11,11,0.799657915977064,0.867341752897614,28.0972962252651,28.0362814982342,27.9215285962925,27.5543094333778,28.2529620184016,28.0835283626911
"Q8IX90",7,7,7,7,8,6,0.20878470947278,0.368747907322811,27.5846351199146,27.6700525174226,27.3778432846571,28.1312508933936,27.7974445797112,27.5188438441706
"Q8IXH7",4,3,5,5,4,5,0.120174750749926,0.263539310651155,25.6525113825922,25.0503447032215,25.7715772020561,26.0717490349732,25.8250609838866,25.7980150244028
"Q8IXI1,Q8IXI2",8,8,8,8,9,10,0.101411725240721,0.236282068717146,26.897796938072,27.0330804672829,26.8310104937307,26.9404349346785,27.3637475673114,27.6116645029888
"Q8IXK0,Q8NDX5",3,1,3,3,3,3,0.0877865706031563,0.215197385863299,24.4584326992521,23.199233273726,24.5461809602815,24.6359753043576,24.9635719260312,24.9979622409116
"Q8IXM3",2,2,2,2,2,2,0.179862205447335,0.33642123052511,24.385743110073,24.5035483558193,24.2792865843678,24.9065700401165,24.4434651687872,24.5595411032811
"Q8IXQ4",2,2,2,2,3,1,0.121177104524703,0.265236176668163,23.1376480856205,23.3424826399028,23.3854813963277,23.1246194213856,23.1234301656692,22.8652182366132
"Q8IXT5",8,8,7,7,8,6,0.484609742587344,0.630753108611545,26.8076954183162,26.8182658342824,26.780467511167,26.7560103635411,26.8918741260654,26.4100752901041
"Q8IY22",0,2,2,1,1,2,0.484804091887517,0.630826088759513,NA,23.763278015404,23.9580848735259,22.1300024805065,23.5991995853285,24.3197434891359
"Q8IY33",2,3,1,2,1,2,0.464733841232021,0.612042662731086,23.8383407357611,24.8522867422566,21.9036735701079,23.997825339487,23.7788048877777,24.5936259698186
"Q8IY37",2,2,2,2,1,2,0.91719495609897,0.944024556595935,24.1852822063606,23.6275321676289,23.450344651078,24.0322978368312,23.0774699714902,24.0427790172326
"Q8IY63",1,1,1,1,1,2,0.438653060103459,0.587877573499407,23.6117586303079,23.492456281572,23.1942682738784,22.9485332245369,23.3607752733169,26.0356042747345
"Q8IY67",14,14,14,15,13,14,0.100412401126021,0.234672835008661,28.3766360415663,28.4352081873119,28.21715864473,28.9079389356896,28.5793991733822,28.4674815143657
"Q8IY81",15,11,13,16,14,11,0.399587017774519,0.550896335777381,27.8379755256155,27.4206875721424,27.9411086159797,28.2160921865194,27.7568151736937,27.7902047502982
"Q8IYB3",4,5,6,4,5,6,0.305292174874661,0.464514000213891,27.5183960104632,27.8093333602158,28.018829928284,27.8644311374675,27.827937457855,28.3873048532853
"Q8IYB5",2,2,1,2,2,2,0.163231582488239,0.317229594413773,24.6673265938301,24.580919797624,23.0128317797195,24.953491087504,24.6987262793286,24.8313373439374
"Q8IYB8",9,9,8,8,8,9,0.779911406642118,0.855483490526892,27.0563135138614,26.9120560392939,26.3645567203512,26.921424036798,26.855827489846,26.7372509175559
"Q8IZ69",12,13,12,11,10,14,0.411134317633109,0.561387236468794,27.4925895667573,27.5266857430343,27.5143707699104,27.6191624612707,27.3874367048876,28.0068572831703
"Q8IZ73",5,5,5,5,5,5,0.41453418367455,0.565521813972278,26.1009873845833,26.3036627287783,25.9939816702964,26.5364419446554,26.4216189067655,25.9527820883599
"Q8IZ83",1,2,1,1,1,1,0.378864915279394,0.531319318630371,23.2843130454084,26.3455679971634,25.8723323149856,22.9083734896636,23.2279833069573,26.0587635776552
"Q8IZD9",2,2,1,2,1,1,0.508137645453826,0.648607705249119,24.8022975028144,24.8417295383433,23.2831958478633,24.6453390838298,23.6248315585083,23.5346198118473
"Q8IZL8",13,16,10,13,15,12,0.670497079544764,0.77398979678219,28.1540340666298,28.5832026898575,28.260165899054,28.946847214,28.6621552744583,27.8167508313043
"Q8IZP0,Q9NYB9",2,2,2,2,2,2,0.130763484720913,0.277332876474573,23.7655582766401,23.9827819081551,24.3602454013587,23.9838430742972,24.7569962916453,25.0426999329491
"Q8N0X7",3,3,3,4,4,4,0.996405750749449,0.998156134149975,25.0142881222804,25.5064901618898,24.8439809798881,25.0426960374395,25.0129906375178,25.3061363055723
"Q8N108",2,2,2,1,2,2,0.745198263124944,0.829776538046374,23.1323982004473,23.4801133069542,23.1408218928007,22.0126318071848,23.556551207129,23.7018053637031
"Q8N122",1,1,1,3,1,1,0.679657526806043,0.780613705259106,22.5611804823038,22.8498863257596,23.9986362858681,24.2928853122599,23.317565944256,22.5402325447315
"Q8N163",15,16,17,15,16,18,0.102153833772623,0.237647011560789,28.7875233736689,28.7230806244148,28.9745523654507,28.9596516105804,29.0691113329275,29.2713393496844
"Q8N183",2,3,4,3,3,4,0.626185485691371,0.73872722671943,25.0213104096507,25.2873017295604,25.696280039508,25.0534564728729,25.4656136667284,25.9238972548768
"Q8N1F7",20,21,21,23,20,20,0.282663057699132,0.443434961906272,29.5874542217485,29.5213544358657,29.4973416873938,29.7707824620968,29.6741532246825,29.56331549096
"Q8N1G2",3,4,4,5,6,5,0.0662068271750457,0.177949421676644,26.5081117571248,26.6973656683197,26.2231679839204,26.8111314247607,27.2883744889762,26.7441978046707
"Q8N1G4",13,13,13,14,14,15,0.0753423003522727,0.193313596291939,29.1767019318976,29.0690742164087,28.9894479488383,29.2918062775427,29.2810726036864,29.3980860443243
"Q8N201",2,2,3,3,3,4,0.024664642393073,0.0878377038229501,23.6556462743089,23.8540456029034,23.5208694355199,24.4014490726659,23.9143502048281,24.4058849980803
"Q8N2F6",1,2,2,2,2,2,0.215999174634558,0.376677459741152,21.5970493297618,23.0919813779179,23.1714403444241,23.642181566121,22.9807231099183,23.1883621963171
"Q8N392",2,2,2,2,2,3,0.0605594836522905,0.167765578204101,23.2931972389704,23.7698799550984,23.5597712573854,23.8152283244557,23.9793369673157,24.638692265995
"Q8N3C0",1,2,0,0,0,2,0.7277798200781,0.815156282640877,22.4536943171139,23.7198820967307,NA,NA,NA,23.3549470721443
"Q8N3D4",2,2,2,1,2,2,0.0937319492582397,0.225055343429521,23.5063423304648,24.2617060874337,23.7856753113868,22.4761766495771,23.4843092848149,23.4870553852797
"Q8N3U4,Q8WVM7",4,4,4,4,4,4,0.0500366316314264,0.147650138099979,24.9349015411039,25.1874719321064,25.3394608352066,25.3568619979507,25.7113367011489,25.6202090873953
"Q8N3X1",4,4,4,4,4,4,0.181588980277827,0.338402339880493,24.6061775980446,24.3983801346519,24.6285226183667,24.507874180766,24.9496941913741,24.9442343540437
"Q8N4Q1",3,4,4,3,4,4,0.396758402692164,0.548987513825191,27.1233378536289,27.165141124406,26.976016844745,26.996009232475,27.4024694603984,27.2742261103599
"Q8N543",2,3,5,5,4,4,0.178428317506564,0.334424808736626,25.1976492076393,25.3527608947406,26.2572479594249,26.2747327641838,25.9430764340367,25.9933662031256
"Q8N5F7,Q5M9Q1",2,2,1,3,2,1,0.377891977199857,0.530444061534077,NA,23.6508738790314,22.735578824396,24.3386658881601,23.1712910627806,NA
"Q8N5I9",2,2,2,2,2,1,0.686645251353283,0.786472374304527,23.854586625107,23.9575872835635,23.4574914029829,23.2523311418203,24.0446907053098,23.6545630861789
"Q8N5K1",1,1,1,0,2,2,0.00516434974491318,0.0271611291387079,22.6593991746979,NA,23.1155316032735,NA,24.275114793725,24.700502613951
"Q8N5M4",2,2,1,0,0,1,0.540440856025493,0.672712465262837,24.7125934440104,24.11686197193,23.8554441560658,NA,NA,23.9531397769999
"Q8N5N7",2,3,3,2,2,2,0.719285263872408,0.809018583280553,24.2596400358132,24.9030355961418,24.8956948868408,24.2829069307199,24.7539141898516,24.7478406692631
"Q8N684",8,7,6,8,7,7,0.168834332419873,0.323894964045189,27.6416248146103,27.5184557106773,27.2879938863955,27.623416753915,27.6928529199808,27.7758247262036
"Q8N6H7",6,6,5,6,5,6,0.234810294413817,0.395716499119259,26.6983126684808,26.5598963204531,26.2139196097028,26.6293680373512,26.6401815356586,26.878536721477
"Q8N6M0",3,2,2,3,2,4,0.177498639658069,0.333779641401915,25.381182836696,21.7885485227142,24.8898799050026,25.403733987684,25.1635421162092,25.9268354694783
"Q8N6R0",6,5,7,8,6,7,0.00922851670330962,0.0424152205629478,25.6492154822471,25.8791905006024,26.0536283321038,26.8574326271112,26.4252513443426,26.4228167262147
"Q8N6T3",2,1,1,2,1,1,0.960557880587933,0.974187456724602,24.7678891934153,23.7128664835797,23.5060445054469,24.571992204456,23.7421905766594,23.7364443760109
"Q8N7H5",7,5,5,7,6,6,0.0149188594062408,0.0608220166320561,26.0172301778304,25.3584491592332,25.2946551036286,26.5730077339854,26.4316003688585,26.1447062594672
"Q8N8A6",4,3,3,3,3,4,0.576230451364374,0.701003551766473,25.4387286729288,24.9968091764686,25.10940606593,25.1393290671421,25.1298127280549,25.6384829598337
"Q8N954",2,2,2,1,2,2,0.807952456234708,0.872810586157409,23.666412705178,23.5989362312947,23.6059045259059,23.1329436059141,23.6502761124051,23.92183478842
"Q8N983",0,1,0,0,0,1,0.0098347145356873,0.0445540890881881,NA,22.8969137642117,NA,NA,NA,26.8947290022386
"Q8N9N8",2,3,3,3,3,3,0.349205035169702,0.505670959576221,25.8153836374566,26.4423290884112,26.148570109997,26.3217283765594,26.3060591718267,26.33086145362
"Q8N9T8",5,5,6,5,6,8,0.449592946985878,0.598177233471396,25.9930138159576,25.5968857693165,25.9394956601746,25.528576602666,26.0921926305765,26.655183956239
"Q8NAV1",4,5,3,5,4,3,0.27689317105944,0.43724009912536,26.486544205055,26.8391710555774,26.3388918369578,27.0766263209657,26.8447928985749,26.5028359679702
"Q8NB37",3,3,2,3,3,2,0.126724741489413,0.272507290115031,24.8838164167872,24.5191003753473,24.3278086304306,25.5410506997112,25.0464699799948,24.6273987880781
"Q8NB90",6,7,7,8,7,7,0.529765695092115,0.66377124444115,26.0534268657283,26.2219337403879,26.3180837880753,26.6351328168314,26.155275023719,26.1595331497276
"Q8NBF6",1,1,2,1,1,1,0.43517647108626,0.58407621685658,22.2476323820819,22.6556661097761,22.7495176828179,22.401647241921,22.922253273174,22.8636432418706
"Q8NBJ5",1,2,2,2,2,2,0.206738683037635,0.365842463932387,22.1132279571258,23.7104300316415,24.0789273590747,24.0794638085114,24.2774735155598,23.7919819251239
"Q8NBJ7",1,2,1,1,0,0,0.929567793045574,0.953047926422589,22.5008569470305,23.5956149737245,22.2699086646543,22.847568931753,NA,NA
"Q8NBN7",5,5,5,5,5,5,0.402417261598351,0.553126709072514,26.0800020290943,26.1918775068781,26.2147881985682,26.0158866618821,26.4490435940663,26.4570452597631
"Q8NBS9",9,8,7,7,8,8,0.365587051745134,0.519065874829285,28.3181458514834,28.4569710580757,27.827769846481,28.6528906505597,28.3238557664176,28.2554113985934
"Q8NBT2",2,3,3,3,3,3,0.998535535268121,0.999124716899779,26.3458856696166,26.4907219886524,26.4700435775015,26.6384674814044,26.3993787287276,26.2696045165978
"Q8NBX0",2,2,1,2,1,1,0.28987134978097,0.450526344459582,24.7950687208639,24.8228889556529,23.924954198566,24.3607090823235,24.0711521264953,24.1504057846855
"Q8NC51",15,16,16,16,16,16,0.360055176469735,0.514751399265098,30.860775129849,30.915328722659,30.9341327637087,30.8155000844317,31.1282967407246,31.1788133820751
"Q8NCA5",2,2,4,3,3,4,0.032031998033632,0.106353693616761,24.4494645946933,25.2580342813203,24.9662131707136,25.6509924358383,25.3288598318953,25.7942619744603
"Q8NCF5",2,1,2,2,1,2,0.311951147856813,0.470919545960058,23.2102121328152,20.7143624103113,23.323903554295,23.8273078321759,22.6828241253406,23.2936628356658
"Q8NCW5",2,2,3,2,3,3,0.223324899656284,0.383876485392602,25.5723603734434,25.4279558500016,26.1273098513873,25.8431645739119,25.9666813245718,26.244416316751
"Q8ND24",4,3,3,4,5,2,0.454532509171294,0.602959379714871,25.2715485733696,24.4323978680813,24.7505534099253,25.2459438891668,25.7936240365268,24.3963231333328
"Q8ND56",6,6,4,5,5,5,0.13576346296019,0.284321032394307,26.3696251083878,26.6694138356353,26.4955399228057,26.8865873080092,26.8561093212673,26.5676160385806
"Q8NDH2",1,2,1,1,1,1,0.0988951623433971,0.232078050725606,22.6446256592827,23.4436336126875,22.9157960344995,21.1258009898717,22.2672018132525,22.8273212207656
"Q8NE71",13,12,11,12,14,15,0.120215981031358,0.263539310651155,28.399548909598,28.2495286313582,28.3432957147576,28.3101425135963,28.7787602897229,28.947453612562
"Q8NEJ9",3,3,3,4,3,3,0.000978605757007592,0.00805684977162202,25.1332715693086,25.3145322522855,25.4596390115006,26.038045731305,26.2570869687002,26.1489554615578
"Q8NEM2",2,0,1,2,1,2,0.395319172123174,0.547822093372408,23.3592942054344,NA,21.814251013265,23.7704837021788,22.5680479470301,23.0846484489471
"Q8NF50",6,4,5,5,5,5,0.594708474910193,0.715683540517635,25.5028652159022,25.1453349209411,25.0865398258361,25.4087860179763,25.3647977151664,25.2216476659926
"Q8NFF5",1,2,2,0,2,2,0.236361509362023,0.397404492506269,23.2409689535467,23.8051529176939,24.2265555333347,NA,23.9963130720329,24.4538371571313
"Q8NFH3",6,6,5,6,6,6,0.119651759554228,0.263060880523561,27.4535671819045,27.3238011152646,27.1946142476851,27.9263989665797,27.505506393852,27.4684385748724
"Q8NFH4",4,3,5,5,6,7,0.0461121752243844,0.138434015613546,26.8927264055155,27.2891472854432,27.2113417872373,27.4836158339231,27.4822329628346,27.5042724861024
"Q8NFH5",4,4,4,4,3,4,0.264090054074854,0.423552768944497,26.5291438014127,26.6369949977058,26.7483698108948,26.720248586385,26.7220144127937,26.9518558939835
