"protein_group","number_of_peptides_OEI06439","number_of_peptides_OEI06441","number_of_peptides_OEI06443","number_of_peptides_OEI06445","number_of_peptides_OEI06447","number_of_peptides_OEI06449","number_of_peptides_OEI06453","number_of_peptides_OEI06455","number_of_peptides_OEI06459","number_of_peptides_OEI06461","number_of_peptides_OEI06463","number_of_peptides_OEI06465","number_of_peptides_OEI06467","number_of_peptides_OEI06469","number_of_peptides_OEI06471","number_of_peptides_OEI06473","number_of_peptides_OEI06475","number_of_peptides_OEI06477","number_of_peptides_OEI06481","number_of_peptides_OEI06483","number_of_peptides_OEI06485","number_of_peptides_OEI06487","number_of_peptides_OEI06489","number_of_peptides_OEI06491","number_of_peptides_OEI06493","number_of_peptides_OEI06495","number_of_peptides_OEI06497","number_of_peptides_OEI06499","number_of_peptides_OEI06504","number_of_peptides_OEI06506","number_of_peptides_OEI06508","number_of_peptides_OEI06510","number_of_peptides_OEI06518","number_of_peptides_OEI06520","number_of_peptides_OEI06522","number_of_peptides_OEI06526","number_of_peptides_OEI06528","number_of_peptides_OEI06530","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_control_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","log_fold_change_","differential_abundance_pvalue_","differential_abundance_qvalue_"
"Q9HBL0",3,NA,NA,NA,3,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,11,2,NA,NA,NA,NA,15.6966840360131,17.5096278577707,17.6116376752956,18.6636240925844,19.8160208093719,16.823944403712,14.8587825478459,18.5825208693718,-Inf,17.1571541507396,16.5273355005647,16.3475528198153,-Inf,17.2332179500366,17.8897983049836,16.6852993794449,18.0670106098745,14.7715714850066,19.267016727192,16.9468943302266,18.3520238005,18.3272910830169,14.08153003228,18.9952651766029,15.7190290451728,17.7237843616033,17.0458569260683,17.539069330599,14.9070595649569,15.1759185703933,14.8221650232691,16.8524096015019,16.9059172521303,14.9479635284815,18.1664507057742,16.6857344665533,17.9528920313991,15.807251150302,-4.66858312449896e-20,0.999999999735279,1
"Q99439",2,2,2,3,3,2,2,2,1,NA,3,2,4,NA,1,2,2,1,3,1,2,1,NA,NA,2,2,1,3,3,1,NA,NA,2,NA,1,NA,1,1,16.6450061388938,17.5429792655904,16.3240569474911,17.9907361586865,18.4740643988803,15.7326341666139,15.1705492543943,17.6882172775128,16.4157834015773,16.4648917582753,14.7880597494699,17.8558558600929,18.3533582550477,16.8780351261429,17.5146978213305,15.1023147191559,18.6286270176059,16.7822742750309,18.8049732637026,16.9029939789381,17.7341874496284,17.5527717908333,17.2875803618694,18.195804096797,17.1161868809545,16.4329124552484,16.1985156648124,16.4571768383701,16.6386265411025,17.335326503926,15.6440030478322,16.2299486829666,17.2289846197656,15.3365526500979,16.6658015633213,16.8743024894303,18.6057185289723,15.6930274638912,-0.357301746065708,0.0543652393894569,0.107682978983356
"P18428",4,NA,2,NA,6,NA,NA,NA,1,NA,6,3,NA,NA,2,NA,5,NA,2,NA,3,NA,2,NA,5,1,1,1,4,NA,3,NA,7,NA,NA,NA,2,4,18.0075298109617,17.8222379957892,17.7680798743652,18.9461467697158,19.931392670091,15.9238049894806,15.923466686494,17.4395661464913,18.7794071433907,18.3409571306707,15.7808532412845,18.8626827428478,16.0362968634872,18.390072270169,17.5517070646286,16.5298372231087,17.4332266874255,15.2006077581747,19.1089814494722,18.1922863711966,18.3483188717057,17.3065591581323,18.6783942485391,17.4122523115014,17.5617736404423,-Inf,17.1293707383047,15.0068666800127,17.5115604394837,17.6628209813775,16.8377052687324,15.2821762288696,17.9764217773596,15.9536871431914,17.4532961460828,17.8349274955725,18.9995032375466,16.0870509419044,-0.941340365146776,4.13162597488221e-06,3.52473983583312e-05
"Q9UEY8",4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA,NA,3,NA,19.1565013157894,16.8514151777544,17.6488254689172,19.1399008430786,18.9337424900366,16.9089817951465,16.0963109956947,18.6650282243313,17.4294523940603,-Inf,15.244430743207,-Inf,16.2279073347492,16.801421817663,16.6982295283215,17.2279440513824,17.4793336368258,17.2804493376896,18.7770705835424,-Inf,-Inf,15.9218606730533,14.7255372997016,17.7725843822458,17.0768118101113,16.1980906104416,13.9510624582783,17.0198233177117,16.9699594641167,16.5125198541239,14.5861990544481,16.7930018141369,17.3982082389333,17.1552975521737,14.2650553107172,17.0318371261777,17.2207354129412,-Inf,-1.94982778093807e-10,0.999981229479489,1
"O43491",3,NA,NA,NA,8,2,NA,NA,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,17.2025978038845,17.1209114644677,14.8244609691686,18.5833346231915,19.4699129987601,15.590896290992,-Inf,18.0735268193056,15.5334960624633,17.3119518844208,15.7381244624077,13.4226795481736,15.7837422029026,15.4255289780382,16.9807412287175,17.3658674360609,17.6509944366353,16.3442999838174,18.3961048255432,16.5677842068056,17.5778239249902,17.7746736329241,17.0151986952634,18.7105135524071,16.9764192673614,15.4829779718753,16.8457055207434,15.9897596128416,16.2649773184066,17.483029794474,14.7414667596023,16.9657563657522,17.3276083002921,16.5810471851149,16.494527658754,17.6995496209643,16.8379092823153,14.7308845029689,-1.3884562983809e-19,0.999999999360693,1
"Q9BXN1",3,NA,NA,NA,4,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,7,NA,NA,NA,NA,NA,17.1058261531939,-Inf,17.3360988831492,18.6516226265462,20.4743558801793,16.3769565811672,13.5501335214652,17.8291380613444,-Inf,14.1892435569751,15.3632119457013,-Inf,-Inf,15.9884444605826,16.7956455229852,-Inf,15.7724267060157,13.9807124393554,20.2705513409421,-Inf,16.7165831611604,17.8933321228375,18.2097998087004,17.7510273593989,14.734992016594,14.4777906095956,-Inf,17.6495189717128,17.3813933855024,-Inf,17.1959210034516,15.7983804592063,17.1990094996739,15.6056162867082,17.8112997483303,-Inf,19.3192984289855,-Inf,-1.05242973891437,0.00664773626678282,0.0191962721411594
"Q96ER9",NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,15.4070642823624,14.7107648768914,15.6561105517867,14.2232668479946,-Inf,15.0116449533305,15.2389011568977,16.7042613963027,17.9684257935183,15.8884465089661,14.2632854781383,17.0713590277262,16.5323596782066,16.0278254881744,16.0847523568821,15.4032189299268,-Inf,15.5788895748975,-Inf,14.8862515990371,16.3048391957708,16.273145983245,13.8470499622493,16.0160257365941,14.1033275376638,14.916384823706,15.5182949460395,-Inf,16.5387775434521,-Inf,16.32530102442,13.7479660526998,15.7436332780386,14.6757423544699,15.1019131536437,15.9090951972929,16.5535901442458,13.8128946252727,-0.295693168119806,0.0863896085952795,0.161764148699358
"P05388",6,7,7,8,7,7,7,6,4,6,7,7,7,6,7,8,7,7,8,5,5,7,6,6,8,7,7,7,7,6,5,7,6,7,7,7,6,7,19.3862345929202,20.4197524653322,19.5731797805673,19.5818717416965,21.5320552753808,16.6844533701849,18.8173697261593,20.2027772594159,20.1359432331832,19.1749635325057,19.9377731584055,20.5448201629113,20.6598005975798,20.2132658306987,20.5108683486292,19.4054216479067,21.2569998586074,19.8777589273575,19.344458600174,19.0642253995674,21.0671273090089,20.0854504165987,20.6358073012267,20.1062605508682,19.8377885795249,19.9085771833973,19.5106330072084,19.144011939213,20.222832072526,19.3886683382234,18.4869935197376,18.5242694557158,19.8492605280894,19.5886803708708,19.3584022292191,19.8255174549671,19.0443194978045,18.9105438423275,-1.6387224962964e-21,0.999999999987512,1
"Q9Y2T2",2,NA,1,1,3,NA,2,2,1,NA,1,1,2,1,1,NA,1,1,2,1,4,1,1,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,1,1,2,NA,18.6805469347705,17.2874368455275,17.584232167935,18.2819542630362,19.3686435558672,15.8688609564513,16.092342689082,16.7561937512786,18.763781049364,16.9927777762785,16.715006245682,18.5905466598561,18.6277517875011,18.4427645386773,16.8915967516367,16.6819414097184,19.8962226346977,15.8361534675903,17.4605180233367,16.6710013334835,17.3312049615462,17.4755487601833,17.6637090563811,17.0737422453817,17.6829530175283,-Inf,17.1744905237602,15.3105902216496,17.8397874385872,18.0769350315939,16.4185236197848,15.6699637139465,17.4117395116312,16.8813764053513,-Inf,16.3414897310152,17.3907537652351,15.7722012555948,-0.899064174588584,2.08888892185012e-07,2.86317041554923e-06
"O14618",NA,2,2,1,NA,2,2,2,2,3,1,2,1,1,3,3,1,1,NA,1,1,1,1,1,1,1,1,2,1,2,NA,2,2,1,NA,1,1,2,17.0827622506484,17.9177913180466,17.2233077169585,16.835583919918,17.243281973524,16.5673447711231,17.660494715248,17.9931885240805,18.4604415081564,18.1811262581234,17.4687772767836,17.3721882087403,17.3958527199137,18.3047240477739,18.4810041607328,17.9295025264394,19.0936774585482,17.8438562671307,16.6124789271449,16.6389002212058,17.919749110821,18.4359702405864,16.9471354939599,18.2255100257091,16.4834534421467,17.8639544349069,16.2506077885823,17.2568627085721,18.3338584833603,16.5798140180338,16.1541075842149,17.3490825791621,18.0615179775614,17.1696794062424,17.1754175824764,18.2091278079289,16.8097930559389,16.3461831438629,0.407442293783599,0.00102776283505456,0.00398200418424495
"P49959",1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2479857895512,-Inf,15.7030613246058,16.4313308738204,16.9000171886364,-Inf,-Inf,-Inf,15.2003316661013,-Inf,-Inf,12.8852684844621,15.5597499842194,15.9860245344676,-Inf,-Inf,-Inf,-Inf,15.1240644582546,-Inf,-Inf,-Inf,-Inf,-Inf,11.7812021506871,-Inf,15.2220497563826,14.5655783397101,-Inf,16.8868028466999,14.3184384196742,-Inf,-Inf,12.1892745318112,-Inf,-Inf,15.4458366801018,-Inf,-0.28173392130838,0.348428655950872,0.530207288661668
"P36222",NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,14.9772705666001,-Inf,-Inf,15.9796654032715,21.9426126710015,15.3793705855159,15.0968263398082,-Inf,-Inf,-Inf,-Inf,19.5163251505078,17.9637618948377,16.5527797777302,-Inf,14.8479451226875,16.760307323595,-Inf,18.0434669858689,18.2799677019758,15.8562992590938,15.2871398159153,-Inf,-Inf,17.5690442251715,-Inf,14.9824702723101,14.9056063978045,18.7191273281246,17.3476489053394,-Inf,-Inf,13.4879265952792,-Inf,-Inf,15.3567244028847,17.1820562619729,-Inf,-1.29467644107687,0.00276570608133818,0.00923099302472614
"A8MWD9,P62308",1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7779788843744,16.5932510178379,16.526228395398,17.8846220971983,19.3706341963048,13.8048176311262,15.5280751700364,17.5128053749013,16.9529264671008,16.0416136598991,16.2352603494812,17.012242230551,17.723765188041,17.9358429326151,16.7940640776143,13.9697399374519,18.4144373345946,16.4011323157667,16.1820458797997,16.2675883972119,17.1912516295873,16.5358400194477,16.4856078520145,15.9199738449476,16.6147421484473,16.6708537033171,16.4585313383694,15.5526700690676,17.0380628317959,17.704509367512,-Inf,15.8470406364892,15.8880990459881,16.652877631948,14.8974658414373,14.435978269111,-Inf,-Inf,-0.538146219334882,0.00105123176236311,0.00404743914497857
"O00422",NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7477017020878,13.3240314824887,14.9874588853996,15.3565003328404,18.1460619570519,-Inf,12.3065886812824,11.7948218843701,15.903400232061,-Inf,-Inf,16.8185930682472,16.6878231531494,16.3561959118423,16.2789168165263,-Inf,15.7003780446129,15.214372164114,14.7110234275415,14.407783920832,16.3094878304378,15.6717056007154,-Inf,14.8298146336543,14.471496673165,14.6422898635377,15.9643901609622,-Inf,15.8763567115129,16.1339357508074,-Inf,-Inf,15.8705115727885,15.4820514215302,-Inf,14.9353398415735,12.5728387895205,14.6205328109062,-0.0098655351121601,0.846114477784909,1
"Q9Y2V2",1,2,NA,2,NA,NA,2,1,NA,2,2,2,NA,NA,NA,2,NA,2,2,NA,1,1,NA,NA,NA,1,NA,1,NA,1,1,2,NA,1,1,1,NA,2,16.3791005568395,17.7541259786072,16.734543145556,18.4962844997109,17.7601287559668,16.7973576582383,18.1089007707431,19.1521359586718,18.3995473664248,18.1345733160759,18.3498557508292,16.6200530668532,14.9883034947987,18.4165945336405,18.5164797297523,17.8343526518194,19.2230549062784,18.3362780812928,17.7051662614312,16.5383763138831,18.3505802769733,18.1818123343487,17.3807986170039,18.0905625345929,16.9172536440718,18.5275870017513,17.5339727551306,17.0970013385061,17.7587733843878,18.1153178792741,16.7708746694067,17.0818034370163,18.6644936103989,18.1634758989932,17.6363669396199,18.382491518429,17.5963203586869,17.0500819913074,0.285687429828129,0.0197909485567299,0.0476465927782631
"P51911",2,3,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,16.0655321797885,-Inf,-Inf,17.6824661545985,19.1475997701579,16.9518341751659,-Inf,19.614653689587,-Inf,15.0608069540639,-Inf,-Inf,-Inf,-Inf,18.2190979288755,-Inf,17.7618443327957,-Inf,20.826946791601,-Inf,-Inf,-Inf,14.8977019042664,16.4387332364534,15.4480613168886,16.8389557544853,15.0883796564909,15.8457109871996,-Inf,-Inf,-Inf,-Inf,16.9330423319101,-Inf,15.3159476479949,-Inf,17.7296626354473,13.5877926731695,-3.91808539380305e-16,0.999999988703143,1
"P58546",1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,1,1,2,1,20.381276513854,19.1171856616962,18.2099377618877,20.2623339763753,20.5489417838478,18.0262709946426,19.0060331449465,19.2532548176832,19.4438095588431,18.1431227043011,18.5378593674834,19.1589979981802,19.2481594901095,19.0929710345189,19.5115717420901,18.5930956060508,20.4626323718737,18.6995107252932,19.1211668028782,19.3742772294787,19.579664935872,19.2853821576842,18.8751578208804,18.9613516889034,18.487671915319,19.2168458725114,18.8702932616344,18.3189610868367,18.3423169273194,19.2586092459134,17.5261888312388,17.8253088448462,18.9951084782979,18.6353234877177,18.331756671369,19.3571298116397,19.0483095735461,17.8865662810544,3.32429130265538e-15,0.999999921952062,1
"P51654",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,15.5372955126055,17.4129435279366,17.2348698440454,19.0440337742646,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,16.6578481718707,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,18.5126380182477,-Inf,-Inf,-Inf,-Inf,17.2390642229029,14.6753392306168,13.4701970593188,14.5115748899172,-Inf,-Inf,-Inf,-Inf,-Inf,-1.65888408029202,0.0109774279609304,0.0291634832143477
"P51610",2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,17.3333878551739,16.956573890418,17.0154223798532,18.6154340222403,18.692024988146,14.9717636118653,15.111101431876,16.2245118488601,16.3066364722134,15.406324922855,-Inf,17.0016744466546,16.9885267868661,18.6102585505798,15.1703246659087,14.7036510571066,18.2453456126786,14.6798517789988,17.2017899481909,15.2642796534743,16.4028662473043,16.2701757557862,16.9228485237206,16.6068781095261,16.3588050943606,14.8869087641764,16.5806258629412,-Inf,16.9023198067331,18.2411834072511,16.2877521768451,14.9988128844125,16.6070264262839,13.8640855383816,16.1890056321602,14.5242256353742,13.8203415328679,15.0265004577381,-0.636077712194619,1.92309480020255e-06,1.79721950418929e-05
"Q16799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,16.9791107477433,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,13.0730897976606,-Inf,-Inf,-Inf,-Inf,-Inf,13.7962875356711,-Inf,-Inf,-Inf,-Inf,-Inf,12.6872407458982,-Inf,-Inf,-Inf,-Inf,15.0207832393707,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA
"P03886",1,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,16.3233598870405,-Inf,15.2343867281789,16.6922926665794,18.7420615561506,14.2340943343932,-Inf,-Inf,15.3220031355867,-Inf,15.7745316083036,15.4132298299247,17.0096776639631,14.987906586915,-Inf,-Inf,16.8478910415342,-Inf,13.8038688550317,-Inf,16.6883631007096,16.9839185721679,16.0708819741704,15.7362324911853,14.6823642304438,-Inf,-Inf,-Inf,14.7721957151852,14.2806349955397,-Inf,-Inf,-Inf,-Inf,15.5811391851081,15.2770472583912,16.9845710332457,-Inf,3.34572175899053e-11,0.999996717717896,1
"P48681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,16.2022966327774,-Inf,15.9261660281327,17.5998102121655,17.180613530534,-Inf,-Inf,-Inf,-Inf,15.167106792414,-Inf,15.4491504506454,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,17.7661839482008,15.1582384460232,-Inf,-Inf,15.3570848495297,16.3428603135973,-Inf,-Inf,15.1473465904393,-Inf,-Inf,16.2252615320064,14.9689990085863,-Inf,14.9082614881946,15.1097981435754,-Inf,-Inf,15.5542509883417,-Inf,-0.890985983764794,0.00249331141591185,0.0085723215236033
"Q8WWM7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0751892257492,16.1121554356148,16.0852933183056,17.888121089481,18.150760171348,-Inf,-Inf,-Inf,-Inf,14.4676515543175,-Inf,17.0533327430132,18.183909255015,18.7923854921891,16.532244715242,14.75085910773,18.6378376200043,14.7057690402425,16.6780427223923,15.6194512288695,15.6259178634815,-Inf,15.1861036088787,15.4893442570296,16.535697450085,14.6106262782613,15.7475755848484,-Inf,15.3116359929789,17.8593808672592,16.1135726776182,-Inf,14.2847557101578,14.561651626459,14.8696720580055,-Inf,16.0816584236335,14.2052825291119,-0.781259671714786,0.000166365726424648,0.000850865506291236
"Q9HA65",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.24924643666,-Inf,14.1348902170158,15.5976999809836,16.8278383891954,14.1556929494085,-Inf,-Inf,16.8081307574058,16.1189321265354,-Inf,15.0892353706965,-Inf,17.002244627019,15.0863460679183,15.340318896744,18.120066014253,-Inf,15.3681304345811,15.4875084217857,17.0151162788182,16.60781001432,-Inf,16.4820791069332,15.5348024534171,-Inf,15.3747949116375,16.2572883240592,16.5444239849758,-Inf,14.5201313558509,15.2995852801503,14.9795374732305,15.5834518932107,16.4335128137913,16.6786431246719,-Inf,14.3585870046283,-0.0237891976694235,0.658725923105759,0.920068273033587
"P50579",NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,2,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,2,NA,17.2745917844532,17.4272558998465,16.511252083091,17.8903204595442,18.2933769662328,14.4512770673772,15.9158908534106,15.2926970236404,17.2317257256055,16.7085310777953,16.3212887247637,17.3060087769441,17.0377953470873,17.6043060531968,16.0397054954427,15.9913563723456,17.8996030188642,15.7230769080848,16.9508233324307,16.875294296756,17.4234841161847,16.5484914236396,16.5458072437326,16.2247007061339,15.8775912770496,16.6914869908754,16.9970910988785,15.7417998635457,17.3236438548408,14.7611027038329,16.0004056984673,14.9279845016393,15.3232268505161,16.6658797902237,16.8947107504813,16.9360844863369,16.3728419141588,16.0766463074476,-0.497809908902081,1.14832878621119e-05,8.11327829707977e-05
"P57105",2,NA,2,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,2,NA,NA,1,NA,NA,2,1,NA,1,NA,1,1,1,NA,1,16.1515980599839,16.9818054020254,16.7145201570985,18.1150263357936,18.3671055182216,15.5302563028876,17.0962617229562,18.4254658729218,18.8499957725756,16.1167367972823,17.728440064427,16.9945340111219,15.8908942641357,18.3053052194092,17.2646410302965,17.9198935661667,17.7893370273171,17.3770411516217,16.8254291224943,-Inf,17.8015024610683,18.4469193170024,17.4630256432753,17.8253609738244,17.9631963484385,16.7861394734944,17.3937761984434,17.3724340288359,17.5671270935299,16.6758768224487,15.1125419767166,16.4546693280296,17.7713368006491,17.478580950015,16.9239116353645,18.0082057495558,17.5172283377209,16.2401469061867,2.62453061919658e-06,0.996261211294649,1
"Q66K74",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,-Inf,-Inf,14.7502004893184,13.5735008773034,17.7772863473881,-Inf,-Inf,-Inf,12.7741176733076,-Inf,-Inf,15.2254246890005,-Inf,17.2328183367148,-Inf,-Inf,17.8891545124677,-Inf,15.4860734074658,-Inf,-Inf,-Inf,16.1435221324445,-Inf,14.019398436066,-Inf,16.4627416553732,-Inf,12.2161978781949,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,11.9294527207826,7.94293886589943e-20,0.999999999885434,1
"O60504",NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,-Inf,15.6372879610963,-Inf,-Inf,18.5234825756037,-Inf,-Inf,17.5376943048558,-Inf,15.087278683836,14.952352873238,15.6111282889175,-Inf,-Inf,16.5977478919839,-Inf,16.918368448464,15.2816039441518,18.3299068536131,-Inf,16.7097576646346,-Inf,-Inf,17.06689204487,-Inf,-Inf,15.8353103995817,-Inf,-Inf,-Inf,-Inf,-Inf,14.8599871123986,-Inf,15.1196826591719,-Inf,-Inf,-Inf,-0.181962239630165,0.326914939420957,0.502870640983868
"P35813",2,2,3,2,1,2,1,3,2,NA,2,2,NA,NA,2,2,3,2,NA,2,1,3,1,3,NA,4,NA,3,1,2,NA,NA,NA,3,NA,NA,NA,3,16.999016083372,17.4466178282395,16.7337378941248,18.1058472211009,17.9242344445459,16.1775234850339,16.5310663600867,17.6676439004561,18.4079018556916,17.4068364101672,17.1102552445645,15.786225730613,15.7574152737864,17.3681067204762,17.4782271003214,17.9777891298591,18.1167120782014,16.2780684158174,17.1155850192461,16.62462419716,17.5380998283791,18.229562839458,17.234022830668,18.0101820742598,17.3395980784328,16.3840367429734,16.7620128868981,17.2120780410927,17.4743967218451,16.4936312428296,15.7687794941418,17.0191774610912,16.5673316654935,17.2307850423376,17.1451591184461,17.8300941566932,15.5764566815398,16.0412166288958,0.104447994101799,0.322215115553194,0.498100960584487
"P26196",5,2,3,2,4,NA,2,3,1,2,1,NA,4,NA,1,4,2,NA,5,2,3,2,4,NA,2,2,3,3,4,1,1,2,2,2,2,1,5,NA,18.7032745790502,18.436648896055,18.8903627261888,19.8365757597385,20.2474693820572,16.9156668210881,17.2686132300371,17.9910610743719,18.752656336207,17.7623046073248,17.468809191841,18.4616556636847,19.2350168688707,19.4336206075884,18.2226830638184,17.6978681876988,19.5466607084142,17.0999711948474,18.161373711478,18.1842677233744,18.6460434950462,18.1078513429338,17.7472120711914,18.6279663136306,18.1031906250548,18.3741669205963,18.0190900701402,17.3056585660591,17.9388622953581,19.6906834191148,17.6616019232641,16.8605222768248,17.4140600539009,17.7527135762804,17.5611460091861,17.8809419006837,17.901620622135,17.0268537506947,-0.764161118483736,6.41287851984396e-08,1.0987398530666e-06
"Q7Z434",3,NA,3,2,4,2,3,NA,2,1,3,NA,4,2,3,2,2,NA,4,2,3,3,4,3,NA,2,2,2,3,2,2,NA,1,NA,3,NA,2,3,18.0158899819376,18.2965979380438,18.4473808270129,19.7980117590508,20.0946909727009,16.1591505648402,17.0894462265369,17.9474344304744,18.9655241150951,18.5203599532496,18.0139429984766,18.1291318719877,19.4447899556378,19.3536361402673,18.092984009153,18.1857650555856,19.9652087799404,15.801404873998,17.0490401560069,18.2210837086556,18.5558895019711,18.6932691817769,17.4157543808253,18.1437468945282,18.6536080122389,16.3632651432412,17.9413661989716,17.5046536167527,18.488926587002,18.9357725440594,17.24490757704,17.4304262592428,17.2127903405558,17.2294776897829,18.1470253788466,18.3343511295067,18.8201155560325,16.9288152210446,-0.725526151029939,2.77761036745811e-05,0.000176258238132527
"Q9H0E2",1,4,3,1,2,2,4,1,1,3,3,3,2,NA,1,2,2,2,1,1,2,3,1,3,2,2,2,1,1,1,1,2,1,2,2,1,2,2,18.7435656919993,18.5620545050124,17.9834432190669,19.2555751897585,20.6085543742985,16.6299896205538,18.4185864185293,19.6878376585331,19.0479135287503,18.117430098388,18.536825472923,17.8763505455839,17.3292329191699,19.2011784727146,18.7768311144136,17.715915737019,20.321454000002,18.5706743307547,17.9728581613882,18.7732953432492,19.1192996470842,18.3743396693984,17.9547283820598,18.4230492591308,18.0604104354291,18.6568500834255,18.476619360374,17.5223214279516,17.9356311087849,15.0622980322388,16.9028509086005,17.6401645502709,19.0533770000695,18.1224119434946,17.8986439152308,17.9800161753205,17.9165675125884,17.2281878761727,-3.03154486121108e-20,0.999999999645841,1
